body,bodyId,ordinal,preShadowStartDegree,preShadowStartJulianDayUT,preShadowStartUTC,retrogradeStationDegree,retrogradeStationJulianDayUT,retrogradeStationUTC,directStationDegree,directStationJulianDayUT,directStationUTC,postShadowEndDegree,postShadowEndJulianDayUT,postShadowEndUTC
Neptune,8,71,250.0001367520388,2322941.817888571,1647-11-24T07:37:45.573Z,252.77244077536918,2323052.810807214,1648-03-14T07:27:33.743Z,250.0001367520388,2323213.016536203,1648-08-21T12:23:48.728Z,252.77244077536918,2323324.951141067,1648-12-11T10:49:38.588Z
Uranus,7,70,245.03668042102584,2322947.3621844687,1647-11-29T20:41:32.738Z,249.0708822187671,2323051.81053909,1648-03-13T07:27:10.577Z,245.03668042102584,2323204.8235130357,1648-08-13T07:45:51.526Z,249.0708822187671,2323310.7032205444,1648-11-27T04:52:38.255Z
Mercury,2,223,276.52087419316376,2322958.698299136,1647-12-11T04:45:33.045Z,292.68559065040813,2322975.3969065323,1647-12-27T21:31:32.724Z,276.52087419316376,2322995.6687690765,1648-01-17T04:03:01.648Z,292.68559065040813,2323015.4627275057,1648-02-05T23:06:19.656Z
Mercury,2,224,35.24085155776153,2323075.1442676373,1648-04-05T15:27:44.724Z,44.70011951637233,2323089.072080083,1648-04-19T13:43:47.719Z,35.24085155776153,2323112.8881557807,1648-05-13T09:18:56.659Z,44.70011951637233,2323129.271907937,1648-05-29T18:31:32.846Z
Pluto,9,71,68.12382938575396,2323107.402915489,1648-05-07T21:40:11.898Z,70.12297246271561,2323231.550193182,1648-09-09T01:12:16.691Z,68.12382938575396,2323395.6318190834,1649-02-20T03:09:49.169Z,70.12297246271561,2323518.7133382633,1649-06-23T05:07:12.426Z
Saturn,6,69,69.13783923007465,2323154.834652979,1648-06-24T08:01:54.017Z,76.09922813835037,2323250.1971398816,1648-09-27T16:43:52.886Z,69.13783923007465,2323383.977016732,1649-02-08T11:26:54.246Z,76.09922813835037,2323478.1946146823,1649-05-13T16:40:14.709Z
Mercury,2,225,156.3636088779131,2323193.1798669435,1648-08-01T16:19:00.504Z,170.4708401598025,2323213.166002795,1648-08-21T15:59:02.641Z,156.3636088779131,2323235.9803986102,1648-09-13T11:31:46.440Z,170.4708401598025,2323250.4505290203,1648-09-27T22:48:45.707Z
Jupiter,5,66,179.61592085801587,2323280.841978941,1648-10-28T08:12:26.981Z,189.553620914273,2323367.937885925,1649-01-23T10:30:33.344Z,179.61592085801587,2323491.036721863,1649-05-26T12:52:52.769Z,189.553620914273,2323580.6847762056,1649-08-24T04:26:04.664Z
Mars,4,33,147.3599875401916,2323294.8503034376,1648-11-11T08:24:26.217Z,166.76276860819712,2323361.2151143,1649-01-16T17:09:45.876Z,147.3599875401916,2323442.322762287,1649-04-07T19:44:46.662Z,166.76276860819712,2323508.9371901657,1649-06-13T10:29:33.230Z
Mercury,2,226,260.49270406397,2323306.760359194,1648-11-23T06:14:55.034Z,276.78026343198877,2323324.301566601,1648-12-10T19:14:15.354Z,260.49270406397,2323344.196690835,1648-12-30T16:43:14.088Z,276.78026343198877,2323363.4055632837,1649-01-18T21:44:00.668Z
Neptune,8,72,252.18322162947308,2323309.311859673,1648-11-25T19:29:04.676Z,254.9540747336634,2323420.1801415766,1649-03-16T16:19:24.232Z,252.18322162947308,2323580.497753327,1649-08-23T23:56:45.887Z,254.9540747336634,2323692.3115166277,1649-12-13T19:28:35.037Z
Uranus,7,71,249.45128579572742,2323316.918968428,1648-12-03T10:03:18.872Z,253.47471126874336,2323421.4357236074,1649-03-17T22:27:26.520Z,249.45128579572742,2323574.577937112,1649-08-18T01:52:13.766Z,253.47471126874336,2323680.4835354537,1649-12-01T23:36:17.463Z
Mercury,2,227,15.256213877212453,2323421.672852952,1649-03-18T04:08:54.495Z,26.100914025997522,2323435.4433540404,1649-03-31T22:38:25.789Z,15.256213877212453,2323459.141138464,1649-04-24T15:23:14.363Z,26.100914025997522,2323476.6850727834,1649-05-12T04:26:30.288Z
Pluto,9,72,69.10504857008998,2323473.677863097,1649-05-09T04:16:07.372Z,71.10775451932699,2323597.692878605,1649-09-10T04:37:44.711Z,69.10504857008998,2323761.9585189363,1650-02-21T11:00:16.036Z,71.10775451932699,2323884.9330971483,1650-06-24T10:23:39.594Z
Venus,3,45,97.31308060851997,2323477.91837392,1649-05-13T10:02:27.507Z,113.81631043704175,2323511.667356508,1649-06-16T04:00:59.602Z,97.31308060851997,2323554.7938104216,1649-07-29T07:03:05.220Z,113.81631043704175,2323588.5583988614,1649-09-01T01:24:05.662Z
Saturn,6,70,83.3542751527802,2323534.7666297145,1649-07-09T06:23:56.807Z,90.32589383205685,2323629.7809645385,1649-10-12T06:44:35.336Z,83.3542751527802,2323763.389477715,1650-02-22T21:20:50.875Z,90.32589383205685,2323857.9714065306,1650-05-28T11:18:49.524Z
Mercury,2,228,139.88367807323405,2323541.3395634554,1649-07-15T20:08:58.283Z,152.90277739125105,2323560.615028955,1649-08-04T02:45:38.502Z,139.88367807323405,2323584.1498459503,1649-08-27T15:35:46.690Z,152.90277739125105,2323598.30419543,1649-09-10T19:18:02.485Z
Mercury,2,229,244.6661944386386,2323654.7711622976,1649-11-06T06:30:28.423Z,260.95108214900654,2323673.1414109915,1649-11-24T15:23:37.910Z,244.6661944386386,2323692.895751439,1649-12-14T09:29:52.924Z,260.95108214900654,2323711.363115806,1650-01-01T20:42:53.206Z
Jupiter,5,67,209.6487232625698,2323676.6945588775,1649-11-28T04:40:09.887Z,219.53632235381556,2323763.599156536,1650-02-23T02:22:47.125Z,209.6487232625698,2323887.1177509055,1650-06-26T14:49:33.678Z,219.53632235381556,2323975.7827125303,1650-09-23T06:47:06.363Z
Neptune,8,73,254.36888002055946,2323676.793293413,1649-11-28T07:02:20.551Z,257.13879453907856,2323787.655105316,1650-03-19T03:43:21.099Z,254.36888002055946,2323947.9450398637,1650-08-26T10:40:51.444Z,257.13879453907856,2324059.6929167397,1650-12-16T04:37:48.006Z
Uranus,7,72,253.83734508178773,2323686.4235474356,1649-12-07T22:09:54.498Z,257.85068395928164,2323791.165276221,1650-03-22T15:57:59.865Z,253.83734508178773,2323944.4384548953,1650-08-22T22:31:22.503Z,257.85068395928164,2324050.241389135,1650-12-06T17:47:36.021Z
Mercury,2,230,355.91466603204816,2323768.73100115,1650-02-28T05:32:38.499Z,8.302802288175027,2323782.616796978,1650-03-14T02:48:11.259Z,355.91466603204816,2323805.9334788546,1650-04-06T10:24:12.573Z,8.302802288175027,2323824.5886819474,1650-04-25T02:07:42.120Z
Pluto,9,73,70.08947505557683,2323839.9674631935,1650-05-10T11:13:08.820Z,72.0956633381423,2323963.924514926,1650-09-11T10:11:18.090Z,70.08947505557683,2324128.201282681,1651-02-22T16:49:50.824Z,72.0956633381423,2324251.129270438,1651-06-25T15:06:08.966Z
Mercury,2,231,122.88856129304396,2323889.463401336,1650-06-28T23:07:17.875Z,134.5793948992609,2323907.709079936,1650-07-17T05:01:04.506Z,122.88856129304396,2323931.7511348575,1650-08-10T06:01:38.052Z,134.5793948992609,2323945.7951154746,1650-08-24T07:04:57.977Z
Saturn,6,71,97.5727041360536,2323914.50591759,1650-07-24T00:08:31.280Z,104.54407769000778,2324009.2298748344,1650-10-26T17:31:01.186Z,97.5727041360536,2324142.9027937725,1651-03-09T09:40:01.382Z,104.54407769000778,2324237.943248745,1651-06-12T10:38:16.692Z
Mercury,2,232,228.94004595400895,2324002.7199934386,1650-10-20T05:16:47.433Z,245.1313966480749,2324021.8597097844,1650-11-08T08:37:58.925Z,228.94004595400895,2324041.7248932347,1650-11-28T05:23:50.775Z,245.1313966480749,2324059.3701768555,1650-12-15T20:53:03.280Z
Neptune,8,74,256.55685308195456,2324044.261855837,1650-11-30T18:17:04.344Z,259.32632755588685,2324155.1069357386,1651-03-21T14:33:59.248Z,256.55685308195456,2324315.3457183437,1651-08-28T20:17:50.065Z,259.32632755588685,2324427.090629749,1651-12-18T14:10:30.410Z
Uranus,7,73,258.19439343483396,2324055.8958700486,1650-12-12T09:30:03.172Z,262.1984087569485,2324160.7406477304,1651-03-27T05:46:31.964Z,258.19439343483396,2324314.137571617,1651-08-27T15:18:06.188Z,262.1984087569485,2324419.9843078665,1651-12-11T11:37:24.200Z
Mars,4,34,182.8087221302005,2324063.608070817,1650-12-20T02:35:37.319Z,201.28932915047298,2324128.9653400285,1651-02-23T11:10:05.378Z,182.8087221302005,2324208.3064420847,1651-05-13T19:21:16.596Z,201.28932915047298,2324270.416120719,1651-07-14T21:59:12.830Z
Venus,3,46,317.83767125111,2324067.117911849,1650-12-23T14:49:47.584Z,333.7332853646114,2324099.0933026914,1651-01-24T14:14:21.353Z,317.83767125111,2324140.5693807695,1651-03-07T01:39:54.498Z,333.7332853646114,2324173.1689318195,1651-04-08T16:03:15.709Z
Jupiter,5,68,240.5097391106509,2324074.244790364,1650-12-30T17:52:29.887Z,250.36066000012795,2324160.6495116055,1651-03-27T03:35:17.803Z,240.5097391106509,2324283.7348866537,1651-07-28T05:38:14.207Z,250.36066000012795,2324370.753396567,1651-10-23T06:04:53.463Z
Mercury,2,233,337.37299780146736,2324116.2337988056,1651-02-10T17:36:40.217Z,351.1420775309698,2324130.4735419005,1651-02-24T23:21:54.020Z,337.37299780146736,2324153.1860603318,1651-03-19T16:27:55.613Z,351.1420775309698,2324172.6974925436,1651-04-08T04:44:23.356Z
Pluto,9,74,71.07782066757392,2324206.289455695,1651-05-11T18:56:48.972Z,73.0873641203962,2324330.242960141,1651-09-12T17:49:51.756Z,71.07782066757392,2324494.381115525,1652-02-23T21:08:48.381Z,73.0873641203962,2324617.317566462,1652-06-25T19:37:17.742Z
Mercury,2,234,105.1869077988723,2324237.3580745123,1651-06-11T20:35:37.638Z,115.46939361268609,2324254.3861599118,1651-06-28T21:16:04.216Z,105.1869077988723,2324278.602754496,1651-07-23T02:27:57.988Z,115.46939361268609,2324292.748951938,1651-08-06T05:58:29.447Z
Saturn,6,72,111.70042151590513,2324293.9484850056,1651-08-07T10:45:49.104Z,118.66172392753367,2324388.4756159782,1651-11-09T23:24:53.221Z,111.70042151590513,2324522.410208799,1652-03-22T21:50:42.040Z,118.66172392753367,2324617.999758575,1652-06-26T11:59:39.141Z
Mercury,2,235,213.25221631511573,2324350.6288515143,1651-10-03T03:05:32.771Z,229.26442989219512,2324370.416358888,1651-10-22T21:59:33.408Z,213.25221631511573,2324390.6398408636,1651-11-12T03:21:22.251Z,229.26442989219512,2324407.447678376,1651-11-28T22:44:39.412Z
Neptune,8,75,258.74583566682554,2324411.712006284,1651-12-03T05:05:17.343Z,261.5154036682598,2324522.5885929773,1652-03-23T02:07:34.433Z,258.74583566682554,2324682.8787440574,1652-08-30T09:05:23.487Z,261.5154036682598,2324794.5114218164,1652-12-20T00:16:26.845Z
Uranus,7,74,262.52143095073546,2324425.3133001085,1651-12-16T19:31:09.129Z,266.5170998387589,2324530.395970051,1652-03-30T21:30:11.812Z,262.52143095073546,2324683.9557448076,1652-08-31T10:56:16.351Z,266.5170998387589,2324789.705170896,1652-12-15T04:55:26.765Z
Mercury,2,236,319.61796268016735,2324464.0431389622,1652-01-24T13:02:07.206Z,334.4536710511987,2324478.8224350363,1652-02-08T07:44:18.387Z,319.61796268016735,2324500.8145190775,1652-03-01T07:32:54.448Z,334.4536710511987,2324520.835261997,1652-03-21T08:02:46.637Z
Jupiter,5,69,272.95520989465723,2324474.104347501,1652-02-03T14:30:15.624Z,282.7888296255559,2324559.9881501645,1652-04-29T11:42:56.174Z,272.95520989465723,2324681.80898878,1652-08-29T07:24:56.631Z,282.7888296255559,2324766.732729744,1652-11-22T05:35:07.850Z
Pluto,9,75,72.07050720000706,2324572.6288341265,1652-05-12T03:05:31.269Z,74.08324645146764,2324696.6185313324,1652-09-13T02:50:41.107Z,72.07050720000706,2324860.488316738,1653-02-23T23:43:10.566Z,74.08324645146764,2324983.4728823695,1653-06-26T23:20:57.037Z
Mercury,2,237,86.58507677926778,2324584.7403916083,1652-05-24T05:46:09.835Z,95.69140993659215,2324600.5489813164,1652-06-09T01:10:31.986Z,86.58507677926778,2324624.651743047,1652-07-03T03:38:30.599Z,95.69140993659215,2324639.0859627314,1652-07-17T14:03:47.180Z
Venus,3,47,165.7698121793544,2324645.2685564347,1652-07-23T18:26:43.276Z,181.77250845407457,2324678.5601327103,1652-08-26T01:26:35.466Z,165.7698121793544,2324720.9622125495,1652-10-07T11:05:35.164Z,181.77250845407457,2324753.3835919984,1652-11-08T21:12:22.349Z
Saturn,6,73,125.6547248086347,2324673.0343419723,1652-08-20T12:49:27.146Z,132.59655962782355,2324767.4817678183,1652-11-22T23:33:44.740Z,125.6547248086347,2324901.8477713466,1653-04-06T08:20:47.444Z,132.59655962782355,2324998.018013183,1653-07-11T12:25:56.339Z
Mercury,2,238,197.53833525676606,2324698.543790173,1652-09-15T01:03:03.471Z,213.2560643538983,2324718.775025882,1652-10-05T06:36:02.236Z,197.53833525676606,2324739.5774487182,1652-10-26T01:51:31.569Z,213.2560643538983,2324755.586088393,1652-11-11T02:03:58.037Z
Neptune,8,76,260.9348995564051,2324779.134363923,1652-12-04T15:13:29.043Z,263.7053937554696,2324890.1225738274,1653-03-25T14:56:30.379Z,260.9348995564051,2325050.298419739,1653-09-01T19:09:43.465Z,263.7053937554696,2325161.960566165,1653-12-22T11:03:12.917Z
Uranus,7,75,266.81795574986927,2324794.6908750106,1652-12-20T04:34:51.601Z,270.806364297163,2324899.9154785136,1653-04-04T09:58:17.344Z,266.81795574986927,2325053.617628268,1653-09-05T02:49:23.082Z,270.806364297163,2325159.419076564,1653-12-19T22:03:28.215Z
Mercury,2,239,302.5371223383399,2324812.038026374,1653-01-06T12:54:45.479Z,318.1023979626736,2324827.487978287,1653-01-21T23:42:41.324Z,302.5371223383399,2324848.7433540523,1653-02-12T05:50:25.790Z,318.1023979626736,2324868.9223837666,1653-03-04T10:08:13.957Z
Mars,4,35,227.0124927417025,2324847.7467982005,1653-02-11T05:55:23.365Z,242.80326284889543,2324906.998748458,1653-04-11T11:58:11.867Z,227.0124927417025,2324980.3230900085,1653-06-23T19:45:14.977Z,242.80326284889543,2325033.806692073,1653-08-16T07:21:38.195Z
Jupiter,5,70,307.40220033194066,2324876.252304595,1653-03-11T18:03:19.117Z,317.2476964886949,2324961.5135423467,1653-06-05T00:19:30.059Z,307.40220033194066,2325081.56728331,1653-10-03T01:36:53.278Z,317.2476964886949,2325164.7723498084,1653-12-25T06:32:11.023Z
Mercury,2,240,67.08674363572948,2324931.431767065,1653-05-05T22:21:44.674Z,75.64650366839062,2324946.219731085,1653-05-20T17:16:24.766Z,67.08674363572948,2324970.1617034078,1653-06-13T15:52:51.174Z,75.64650366839062,2324985.0948458947,1653-06-28T14:16:34.685Z
Pluto,9,76,73.06863099430676,2324939.006920797,1653-05-13T12:09:57.957Z,75.08443254874551,2325062.9584373115,1653-09-14T11:00:08.984Z,73.06863099430676,2325226.649085819,1654-02-25T03:34:41.015Z,75.08443254874551,2325349.627279546,1654-06-28T03:03:16.953Z
Mercury,2,241,181.73549968188817,2325046.515205119,1653-08-29T00:21:53.722Z,197.0007905055229,2325066.907876037,1653-09-18T09:47:20.490Z,181.73549968188817,2325088.4549878314,1653-10-09T22:55:10.949Z,197.0007905055229,2325103.755020153,1653-10-25T06:07:13.741Z
Saturn,6,74,139.369967413998,2325051.7328264154,1653-09-03T05:35:16.202Z,146.28354395172965,2325146.194017574,1653-12-06T16:39:23.118Z,139.369967413998,2325281.169983186,1654-04-20T16:04:46.547Z,146.28354395172965,2325377.8823903985,1654-07-26T09:10:38.530Z
Neptune,8,77,263.1229404022269,2325146.53806787,1653-12-07T00:54:49.064Z,265.89478341453344,2325257.555593471,1654-03-28T01:20:03.276Z,263.1229404022269,2325417.8241439676,1654-09-04T07:46:46.039Z,265.89478341453344,2325529.4247262646,1654-12-24T22:11:36.349Z
Mercury,2,242,285.96797930278876,2325160.113563966,1653-12-20T14:43:31.927Z,301.9768141740924,2325176.3308902234,1654-01-05T19:56:28.915Z,285.96797930278876,2325196.9233108237,1654-01-26T10:09:34.055Z,301.9768141740924,2325216.9394485317,1654-02-15T10:32:48.353Z
Uranus,7,76,271.0826911300847,2325164.0129707195,1653-12-24T12:18:40.670Z,275.0651107916231,2325269.497092073,1654-04-08T23:55:48.755Z,271.0826911300847,2325423.348959773,1654-09-09T20:22:30.124Z,275.0651107916231,2325529.1101612896,1654-12-24T14:38:37.935Z
Venus,3,48,28.244042619825795,2325232.7712647915,1654-03-03T06:30:37.278Z,44.70605983406286,2325265.821770435,1654-04-05T07:43:20.966Z,28.244042619825795,2325308.488503067,1654-05-17T23:43:26.665Z,44.70605983406286,2325342.3089893684,1654-06-20T19:24:56.681Z
Mercury,2,243,46.98090802825392,2325277.6442277245,1654-04-17T03:27:41.275Z,55.87466300213731,2325291.7721003965,1654-05-01T06:31:49.474Z,46.98090802825392,2325315.6302678585,1654-05-25T03:07:35.143Z,55.87466300213731,2325331.4003906883,1654-06-09T21:36:33.755Z
Jupiter,5,71,343.5873546886154,2325279.6737843268,1654-04-19T04:10:14.966Z,353.488342107213,2325364.6464642733,1654-07-13T03:30:54.513Z,343.5873546886154,2325483.0368363336,1654-11-08T12:53:02.659Z,353.488342107213,2325565.4542195313,1655-01-29T22:54:04.568Z
Pluto,9,77,74.07258331500789,2325305.403350042,1654-05-14T21:40:49.444Z,76.09141786211418,2325429.1004938865,1654-09-15T14:24:42.672Z,74.07258331500789,2325593.0094625847,1655-02-26T12:13:37.567Z,76.09141786211418,2325715.770932911,1655-06-29T06:30:08.604Z
Mercury,2,244,165.77029945210242,2325394.5761833526,1654-08-12T01:49:42.242Z,180.37003395059025,2325414.796968229,1654-09-01T07:07:38.055Z,165.77029945210242,2325437.166752793,1654-09-23T16:00:07.441Z,180.37003395059025,2325451.8895273916,1654-10-08T09:20:55.167Z
Saturn,6,75,152.79960754969534,2325430.0297930576,1654-09-16T12:42:54.120Z,159.67764235235936,2325524.505250305,1654-12-20T00:07:33.626Z,152.79960754969534,2325660.3591756,1655-05-04T20:37:12.772Z,159.67764235235936,2325757.499623824,1655-08-09T23:59:27.498Z
Mercury,2,245,269.7805859394146,2325508.194805544,1654-12-03T16:40:31.199Z,286.0155715977414,2325525.242882699,1654-12-20T17:49:45.065Z,269.7805859394146,2325545.3281520754,1655-01-09T19:52:32.339Z,286.0155715977414,2325564.904963199,1655-01-29T09:43:08.820Z
Neptune,8,78,265.30914385614784,2325513.92127268,1654-12-09T10:06:37.960Z,268.08279396400894,2325625.0818217406,1655-03-30T13:57:49.398Z,265.30914385614784,2325785.307959416,1655-09-06T19:23:27.694Z,268.08279396400894,2325896.9009949733,1655-12-27T09:37:25.966Z
Uranus,7,77,275.3158166068475,2325533.297084337,1654-12-28T19:07:48.087Z,279.29295640821016,2325638.9616557723,1655-04-13T11:04:47.059Z,275.3158166068475,2325792.9599258164,1655-09-14T11:02:17.591Z,279.29295640821016,2325898.7811183743,1655-12-29T06:44:48.628Z
Mercury,2,246,26.787710709296057,2325623.920585636,1655-03-29T10:05:38.599Z,36.79316116207167,2325637.748990938,1655-04-12T05:58:32.817Z,26.787710709296057,2325661.5208921507,1655-05-06T00:30:05.082Z,36.79316116207167,2325678.410648722,1655-05-22T21:51:20.050Z
Mars,4,36,292.8242246088998,2325662.5784873497,1655-05-07T01:53:01.307Z,303.39444035048757,2325707.6063730707,1655-06-21T02:33:10.633Z,292.8242246088998,2325769.258197979,1655-08-21T18:11:48.305Z,303.39444035048757,2325811.353686461,1655-10-02T20:29:18.510Z
Pluto,9,78,75.08250177964764,2325671.7938095517,1655-05-16T07:03:05.145Z,77.10472763962248,2325795.3393924935,1655-09-16T20:08:43.511Z,75.08250177964764,2325959.30461613,1656-02-27T19:18:38.834Z,77.10472763962248,2326081.9192637224,1656-06-29T10:03:44.386Z
Jupiter,5,72,20.433834111679605,2325682.577715311,1655-05-27T01:51:54.603Z,30.415607440061958,2325767.639753148,1655-08-20T03:21:14.672Z,20.433834111679605,2325885.172822103,1655-12-15T16:08:51.830Z,30.415607440061958,2325968.2701086663,1656-03-07T18:28:57.389Z
Mercury,2,247,149.5194272582204,2325742.713388812,1655-07-26T05:07:16.793Z,163.19575568990697,2325762.424309805,1655-08-14T22:11:00.367Z,149.5194272582204,2325785.574923679,1655-09-07T01:47:53.406Z,163.19575568990697,2325799.887979407,1655-09-21T09:18:41.421Z
Saturn,6,76,165.9166168153254,2325807.9379512332,1655-09-29T10:30:38.987Z,172.75456062791392,2325902.532748446,1656-01-02T00:47:09.466Z,165.9166168153254,2326039.252002433,1656-05-17T18:02:53.010Z,172.75456062791392,2326136.802133981,1656-08-23T07:15:04.376Z
Venus,3,49,239.92217743945554,2325816.8619985282,1655-10-08T08:41:16.673Z,255.2205311086061,2325848.716965841,1655-11-09T05:12:25.849Z,239.92217743945554,2325889.6679335553,1655-12-20T04:01:49.459Z,255.2205311086061,2325921.048888061,1656-01-20T13:10:23.928Z
Mercury,2,248,253.84444707544034,2325856.2327045016,1655-11-16T17:35:05.669Z,270.14860640786515,2325874.1333113164,1655-12-04T15:11:58.098Z,253.84444707544034,2325893.929752983,1655-12-24T10:18:50.658Z,270.14860640786515,2325912.848790977,1656-01-12T08:22:15.540Z
Neptune,8,79,267.4937404615507,2325881.310238056,1655-12-11T19:26:44.568Z,270.2689095539907,2325992.5214276323,1656-04-01T00:30:51.347Z,267.4937404615507,2326152.8780510416,1656-09-08T09:04:23.610Z,270.2689095539907,2326264.3635033444,1656-12-28T20:43:26.689Z
Uranus,7,78,279.5176690709901,2325902.54686757,1656-01-02T01:07:29.358Z,283.4900286508146,2326008.4661551705,1656-04-16T23:11:15.807Z,279.5176690709901,2326162.579431045,1656-09-18T01:54:22.842Z,283.4900286508146,2326268.4121722635,1657-01-01T21:53:31.684Z
Mercury,2,249,7.036049414091824,2325970.6672294177,1656-03-10T04:00:48.622Z,18.542650525181607,2325984.464788243,1656-03-23T23:09:17.704Z,7.036049414091824,2326008.016126655,1656-04-16T12:23:13.343Z,18.542650525181607,2326026.0581435375,1656-05-04T13:23:43.602Z
Pluto,9,79,76.0980577568925,2326038.1768099032,1656-05-16T16:14:36.376Z,78.12431466016548,2326161.657073186,1656-09-17T03:46:11.123Z,76.0980577568925,2326325.5285474705,1657-02-28T00:41:06.501Z,78.12431466016548,2326448.1246371474,1657-06-30T14:59:28.650Z
Jupiter,5,73,56.49969504683309,2326083.37040982,1656-06-30T20:53:23.408Z,66.55098147879039,2326168.905096069,1656-09-24T09:43:20.300Z,56.49969504683309,2326286.787994705,1657-01-20T06:54:42.743Z,66.55098147879039,2326371.696839895,1657-04-15T04:43:26.967Z
Mercury,2,250,132.847990404828,2326090.8700151183,1656-07-08T08:52:49.306Z,145.32936116925205,2326109.746759072,1656-07-27T05:55:19.984Z,132.847990404828,2326133.5182736367,1656-08-20T00:26:18.842Z,145.32936116925205,2326147.610899169,1656-09-03T02:39:41.688Z
Saturn,6,77,178.71237400963386,2326185.4800564535,1656-10-10T23:31:16.878Z,185.50752845663408,2326280.3249058276,1657-01-13T19:47:51.864Z,178.71237400963386,2326417.819408573,1657-05-31T07:39:56.901Z,185.50752845663408,2326515.7427325435,1657-09-06T05:49:32.092Z
Mercury,2,251,238.0651470821493,2326204.210176248,1656-10-29T17:02:39.228Z,254.3251489500382,2326222.93116159,1656-11-17T10:20:52.361Z,238.0651470821493,2326242.693783514,1656-12-07T04:39:02.896Z,254.3251489500382,2326260.817929808,1656-12-25T07:37:49.135Z
Neptune,8,80,269.6776740704603,2326248.7182013504,1656-12-13T05:14:12.597Z,272.4539705813881,2326360.029190355,1657-04-03T12:42:02.047Z,269.6776740704603,2326520.3398972517,1657-09-10T20:09:27.123Z,272.4539705813881,2326631.8061048724,1657-12-31T07:20:47.461Z
Uranus,7,79,283.6911782301436,2326271.797544295,1657-01-05T07:08:27.827Z,287.65800077664187,2326377.893571672,1657-04-21T09:26:44.592Z,283.6911782301436,2326532.1130961226,1657-09-22T14:42:51.505Z,287.65800077664187,2326637.9915233143,1658-01-06T11:47:47.614Z
Mercury,2,252,348.0257361615488,2326317.9300991036,1657-02-20T10:19:20.563Z,1.0315303972912973,2326331.940220803,1657-03-06T10:33:55.077Z,348.0257361615488,2326355.034168072,1657-03-29T12:49:12.121Z,1.0315303972912973,2326374.0730911233,1657-04-17T13:45:15.073Z
Venus,3,50,95.18684093398035,2326397.6203121543,1657-05-11T02:53:14.970Z,111.68949330479367,2326431.3628087696,1657-06-13T20:42:26.678Z,95.18684093398035,2326474.5025751684,1657-07-27T00:03:42.495Z,111.68949330479367,2326508.2670660205,1657-08-29T18:24:34.504Z
Pluto,9,80,77.1181645655394,2326404.5290128514,1657-05-18T00:41:46.710Z,79.14905876273066,2326527.991550709,1657-09-18T11:47:49.981Z,77.1181645655394,2326691.742300163,1658-03-01T05:48:54.734Z,79.14905876273066,2326814.3526678532,1658-07-01T20:27:50.503Z
Mercury,2,253,115.56526018184874,2326438.9164424874,1657-06-21T09:59:40.631Z,126.65426951703,2326456.677472234,1657-07-09T04:15:33.601Z,115.56526018184874,2326480.818316929,1657-08-02T07:38:22.583Z,126.65426951703,2326494.8836123236,1657-08-16T09:12:24.105Z
Mars,4,37,9.219099426273972,2326466.8705142196,1657-07-19T08:53:32.429Z,22.199304537426837,2326513.325185147,1657-09-03T19:48:15.997Z,9.219099426273972,2326578.55729016,1657-11-08T01:22:29.870Z,22.199304537426837,2326628.555043312,1657-12-28T01:19:15.742Z
Jupiter,5,74,90.78947049879619,2326481.6234842204,1657-08-03T02:57:49.037Z,100.86019530570925,2326567.8683623895,1657-10-28T08:50:26.510Z,90.78947049879619,2326686.9359394684,1658-02-24T10:27:45.170Z,100.86019530570925,2326773.9804201014,1658-05-22T11:31:48.297Z
Mercury,2,254,222.3695243951262,2326552.1401135586,1657-10-12T15:21:45.811Z,238.4947773698508,2326571.5812206864,1657-11-01T01:56:57.467Z,222.3695243951262,2326591.5724711865,1657-11-21T01:44:21.511Z,238.4947773698508,2326608.851506848,1657-12-08T08:26:10.192Z
Saturn,6,78,191.1937227837453,2326562.688042734,1657-10-23T04:30:46.892Z,197.94600450484876,2326657.8099061623,1658-01-26T07:26:15.892Z,191.1937227837453,2326796.095096752,1658-06-13T14:16:56.359Z,197.94600450484876,2326894.297629442,1658-09-19T19:08:35.184Z
Neptune,8,81,271.86229684303066,2326616.1491886154,1657-12-15T15:34:49.896Z,274.6389168709366,2326727.4111371255,1658-04-05T21:52:02.248Z,271.86229684303066,2326887.8530145856,1658-09-13T08:28:20.460Z,274.6389168709366,2326999.22591391,1659-01-02T17:25:18.962Z
Uranus,7,80,287.8380510433621,2326641.032147715,1658-01-09T12:46:17.563Z,291.79944489764875,2326747.361462475,1658-04-25T20:40:30.358Z,287.8380510433621,2326901.638420024,1658-09-27T03:19:19.490Z,291.79944489764875,2327007.5321419165,1659-01-11T00:46:17.062Z
Mercury,2,255,329.8361986297759,2326665.5854489096,1658-02-03T02:03:02.786Z,344.0976534409928,2326680.026844248,1658-02-17T12:38:39.343Z,329.8361986297759,2326702.453754872,1658-03-11T22:53:24.421Z,344.0976534409928,2326722.218683336,1658-03-31T17:14:54.240Z
Pluto,9,81,78.1424849240729,2326770.8689174056,1658-05-19T08:51:14.464Z,80.17853797531293,2326894.3958537886,1658-09-19T21:30:01.767Z,78.1424849240729,2327057.9219978536,1659-03-02T10:07:40.615Z,80.17853797531293,2327180.6050878298,1659-07-03T02:31:19.588Z
