shell_sign_id,shell_id,shell_ordinal,sign_ordinal,sign_name,sign_start_degree,first_direct_ingress_jd_ut,first_direct_ingress_utc,next_sign_first_direct_ingress_jd_ut,next_sign_first_direct_ingress_utc,transition_crossings,transition_crossing_count
R0.01,R0,0,1,Aries,0,436953.759450997,-3516-03-27T06:13:36.566Z,439238.4014999325,-3510-06-28T21:38:09.594Z,"[{""jd_ut"":436953.759450997,""utc"":""-3516-03-27T06:13:36.566Z"",""motion"":""direct""},{""jd_ut"":437184.82752491964,""utc"":""-3516-11-13T07:51:38.153Z"",""motion"":""retrograde""},{""jd_ut"":437229.6377209552,""utc"":""-3516-12-28T03:18:19.091Z"",""motion"":""direct""}]",3
R0.02,R0,0,2,Taurus,30,439238.4014999325,-3510-06-28T21:38:09.594Z,441777.364185293,-3503-06-10T20:44:25.609Z,"[{""jd_ut"":439238.4014999325,""utc"":""-3510-06-28T21:38:09.594Z"",""motion"":""direct""},{""jd_ut"":439314.64407893945,""utc"":""-3510-09-13T03:27:28.420Z"",""motion"":""retrograde""},{""jd_ut"":439522.0128042038,""utc"":""-3509-04-08T12:18:26.283Z"",""motion"":""direct""}]",3
R0.03,R0,0,3,Gemini,60,441777.364185293,-3503-06-10T20:44:25.609Z,444023.4352142934,-3497-08-05T22:26:42.515Z,"[{""jd_ut"":441777.364185293,""utc"":""-3503-06-10T20:44:25.609Z"",""motion"":""direct""},{""jd_ut"":441965.37887387536,""utc"":""-3503-12-15T21:05:34.703Z"",""motion"":""retrograde""},{""jd_ut"":442063.2916943991,""utc"":""-3502-03-23T19:00:02.396Z"",""motion"":""direct""}]",3
R0.04,R0,0,4,Cancer,90,444023.4352142934,-3497-08-05T22:26:42.515Z,446282.5001515135,-3491-10-12T00:00:13.091Z,"[{""jd_ut"":444023.4352142934,""utc"":""-3497-08-05T22:26:42.515Z"",""motion"":""direct""},{""jd_ut"":444151.4308480696,""utc"":""-3497-12-11T22:20:25.273Z"",""motion"":""retrograde""},{""jd_ut"":444313.5726006599,""utc"":""-3496-05-22T01:44:32.697Z"",""motion"":""direct""}]",3
R0.05,R0,0,5,Leo,120,446282.5001515135,-3491-10-12T00:00:13.091Z,448810.4996490943,-3484-09-12T23:59:29.682Z,"[{""jd_ut"":446282.5001515135,""utc"":""-3491-10-12T00:00:13.091Z"",""motion"":""direct""},{""jd_ut"":446328.8537459023,""utc"":""-3491-11-27T08:29:23.646Z"",""motion"":""retrograde""},{""jd_ut"":446558.5746320904,""utc"":""-3490-07-15T01:47:28.213Z"",""motion"":""direct""}]",3
R0.06,R0,0,6,Virgo,150,448810.4996490943,-3484-09-12T23:59:29.682Z,451376.92119951197,-3477-09-23T10:06:31.638Z,"[{""jd_ut"":448810.4996490943,""utc"":""-3484-09-12T23:59:29.682Z"",""motion"":""direct""},{""jd_ut"":448991.37528954993,""utc"":""-3483-03-12T21:00:25.017Z"",""motion"":""retrograde""},{""jd_ut"":449100.55500603,""utc"":""-3483-06-30T01:19:12.521Z"",""motion"":""direct""}]",3
R0.07,R0,0,7,Libra,180,451376.92119951197,-3477-09-23T10:06:31.638Z,453965.2233363505,-3470-10-24T17:21:36.261Z,"[{""jd_ut"":451376.92119951197,""utc"":""-3477-09-23T10:06:31.638Z"",""motion"":""direct""}]",1
R0.08,R0,0,8,Scorpio,210,453965.2233363505,-3470-10-24T17:21:36.261Z,456574.9286710634,-3463-12-16T10:17:17.180Z,"[{""jd_ut"":453965.2233363505,""utc"":""-3470-10-24T17:21:36.261Z"",""motion"":""direct""},{""jd_ut"":454208.07169401064,""utc"":""-3469-06-24T13:43:14.363Z"",""motion"":""retrograde""},{""jd_ut"":454239.69716969004,""utc"":""-3469-07-26T04:43:55.461Z"",""motion"":""direct""}]",3
R0.09,R0,0,9,Sagittarius,240,456574.9286710634,-3463-12-16T10:17:17.180Z,459211.8851303996,-3455-03-06T09:14:35.267Z,"[{""jd_ut"":456574.9286710634,""utc"":""-3463-12-16T10:17:17.180Z"",""motion"":""direct""},{""jd_ut"":456744.6567746239,""utc"":""-3462-06-04T03:45:45.328Z"",""motion"":""retrograde""},{""jd_ut"":456870.9575585928,""utc"":""-3462-10-08T10:58:53.062Z"",""motion"":""direct""}]",3
R0.10,R0,0,10,Capricorn,270,459211.8851303996,-3455-03-06T09:14:35.267Z,462118.9241635421,-3447-02-19T10:10:47.730Z,"[{""jd_ut"":459211.8851303996,""utc"":""-3455-03-06T09:14:35.267Z"",""motion"":""direct""},{""jd_ut"":459270.9274544099,""utc"":""-3455-05-04T10:15:32.061Z"",""motion"":""retrograde""},{""jd_ut"":459494.9123816398,""utc"":""-3455-12-14T09:53:49.774Z"",""motion"":""direct""}]",3
R0.11,R0,0,11,Aquarius,300,462118.9241635421,-3447-02-19T10:10:47.730Z,464739.4887852187,-3440-04-23T23:43:51.043Z,"[{""jd_ut"":462118.9241635421,""utc"":""-3447-02-19T10:10:47.730Z"",""motion"":""direct""},{""jd_ut"":462278.20372635196,""utc"":""-3447-07-28T16:53:21.957Z"",""motion"":""retrograde""},{""jd_ut"":462414.469754094,""utc"":""-3447-12-11T23:16:26.754Z"",""motion"":""direct""}]",3
R0.12,R0,0,12,Pisces,330,464739.4887852187,-3440-04-23T23:43:51.043Z,467338.6081740393,-3433-06-06T02:35:46.237Z,"[{""jd_ut"":464739.4887852187,""utc"":""-3440-04-23T23:43:51.043Z"",""motion"":""direct""},{""jd_ut"":464825.4739583185,""utc"":""-3440-07-18T23:22:29.999Z"",""motion"":""retrograde""},{""jd_ut"":465027.3503837482,""utc"":""-3439-02-05T20:24:33.156Z"",""motion"":""direct""}]",3
R1.01,R1,1,1,Aries,0,467338.6081740393,-3433-06-06T02:35:46.237Z,469896.4869342488,-3426-06-06T23:41:11.119Z,"[{""jd_ut"":467338.6081740393,""utc"":""-3433-06-06T02:35:46.237Z"",""motion"":""direct""},{""jd_ut"":467400.3055011487,""utc"":""-3433-08-06T19:19:55.299Z"",""motion"":""retrograde""},{""jd_ut"":467619.29562580516,""utc"":""-3432-03-12T19:05:42.070Z"",""motion"":""direct""}]",3
R1.02,R1,1,2,Taurus,30,469896.4869342488,-3426-06-06T23:41:11.119Z,472443.0354793869,-3419-05-27T12:51:05.419Z,"[{""jd_ut"":469896.4869342488,""utc"":""-3426-06-06T23:41:11.119Z"",""motion"":""direct""},{""jd_ut"":470020.92219031067,""utc"":""-3426-10-09T10:07:57.243Z"",""motion"":""retrograde""},{""jd_ut"":470187.0519853267,""utc"":""-3425-03-24T13:14:51.532Z"",""motion"":""direct""}]",3
R1.03,R1,1,3,Gemini,60,472443.0354793869,-3419-05-27T12:51:05.419Z,474687.2184243575,-3413-07-19T17:14:31.864Z,"[{""jd_ut"":472443.0354793869,""utc"":""-3419-05-27T12:51:05.419Z"",""motion"":""direct""},{""jd_ut"":472686.72814780613,""utc"":""-3418-01-26T05:28:31.970Z"",""motion"":""retrograde""},{""jd_ut"":472705.7405392447,""utc"":""-3418-02-14T05:46:22.591Z"",""motion"":""direct""}]",3
R1.04,R1,1,4,Cancer,90,474687.2184243575,-3413-07-19T17:14:31.864Z,476934.2800468531,-3407-09-12T18:43:16.048Z,"[{""jd_ut"":474687.2184243575,""utc"":""-3413-07-19T17:14:31.864Z"",""motion"":""direct""},{""jd_ut"":474855.315825886,""utc"":""-3412-01-03T19:34:47.357Z"",""motion"":""retrograde""},{""jd_ut"":474976.2126744924,""utc"":""-3412-05-03T17:06:15.076Z"",""motion"":""direct""}]",3
R1.05,R1,1,5,Leo,120,476934.2800468531,-3407-09-12T18:43:16.048Z,479475.4044181481,-3400-08-28T21:42:21.728Z,"[{""jd_ut"":476934.2800468531,""utc"":""-3407-09-12T18:43:16.048Z"",""motion"":""direct""},{""jd_ut"":477042.2586736863,""utc"":""-3407-12-29T18:12:29.406Z"",""motion"":""retrograde""},{""jd_ut"":477223.5099190017,""utc"":""-3406-06-29T00:14:17.002Z"",""motion"":""direct""}]",3
R1.06,R1,1,6,Virgo,150,479475.4044181481,-3400-08-28T21:42:21.728Z,481753.3299512529,-3394-11-23T19:55:07.788Z,"[{""jd_ut"":479475.4044181481,""utc"":""-3400-08-28T21:42:21.728Z"",""motion"":""direct""},{""jd_ut"":479707.74707064615,""utc"":""-3399-04-18T05:55:46.904Z"",""motion"":""retrograde""},{""jd_ut"":479749.32789013453,""utc"":""-3399-05-29T19:52:09.708Z"",""motion"":""direct""}]",3
R1.07,R1,1,7,Libra,180,481753.3299512529,-3394-11-23T19:55:07.788Z,484339.66882146895,-3387-12-23T04:03:06.175Z,"[{""jd_ut"":481753.3299512529,""utc"":""-3394-11-23T19:55:07.788Z"",""motion"":""direct""},{""jd_ut"":481837.61381752696,""utc"":""-3393-02-16T02:43:53.834Z"",""motion"":""retrograde""},{""jd_ut"":482041.3867627394,""utc"":""-3393-09-07T21:16:56.301Z"",""motion"":""direct""}]",3
R1.08,R1,1,8,Scorpio,210,484339.66882146895,-3387-12-23T04:03:06.175Z,487238.0847199713,-3379-11-29T14:01:59.806Z,"[{""jd_ut"":484339.66882146895,""utc"":""-3387-12-23T04:03:06.175Z"",""motion"":""direct""},{""jd_ut"":484425.3561232508,""utc"":""-3386-03-18T20:32:49.049Z"",""motion"":""retrograde""},{""jd_ut"":484629.0731370755,""utc"":""-3386-10-08T13:45:19.043Z"",""motion"":""direct""}]",3
R1.09,R1,1,9,Sagittarius,240,487238.0847199713,-3379-11-29T14:01:59.806Z,489863.2430250915,-3371-02-05T17:49:57.368Z,"[{""jd_ut"":487238.0847199713,""utc"":""-3379-11-29T14:01:59.806Z"",""motion"":""direct""},{""jd_ut"":487455.97324182896,""utc"":""-3378-07-05T11:21:28.094Z"",""motion"":""retrograde""},{""jd_ut"":487525.5685198192,""utc"":""-3378-09-13T01:38:40.112Z"",""motion"":""direct""}]",3
R1.10,R1,1,10,Capricorn,270,489863.2430250915,-3371-02-05T17:49:57.368Z,492781.96795956744,-3363-02-02T11:13:51.707Z,"[{""jd_ut"":489863.2430250915,""utc"":""-3371-02-05T17:49:57.368Z"",""motion"":""direct""},{""jd_ut"":489984.4789192247,""utc"":""-3371-06-06T23:29:38.621Z"",""motion"":""retrograde""},{""jd_ut"":490158.38477905747,""utc"":""-3371-11-27T21:14:04.911Z"",""motion"":""direct""}]",3
R1.11,R1,1,11,Aquarius,300,492781.96795956744,-3363-02-02T11:13:51.707Z,495397.67615018366,-3356-04-02T04:13:39.376Z,"[{""jd_ut"":492781.96795956744,""utc"":""-3363-02-02T11:13:51.707Z"",""motion"":""direct""},{""jd_ut"":492985.66478954605,""utc"":""-3363-08-25T03:57:17.817Z"",""motion"":""retrograde""},{""jd_ut"":493072.53035517514,""utc"":""-3363-11-20T00:43:42.687Z"",""motion"":""direct""}]",3
R1.12,R1,1,12,Pisces,330,495397.67615018366,-3356-04-02T04:13:39.376Z,497993.3862494825,-3349-05-11T21:16:11.955Z,"[{""jd_ut"":495397.67615018366,""utc"":""-3356-04-02T04:13:39.376Z"",""motion"":""direct""},{""jd_ut"":495531.8201119811,""utc"":""-3356-08-14T07:40:57.675Z"",""motion"":""retrograde""},{""jd_ut"":495691.68681018834,""utc"":""-3355-01-21T04:29:00.400Z"",""motion"":""direct""}]",3
R2.01,R2,2,1,Aries,0,497993.3862494825,-3349-05-11T21:16:11.955Z,500560.77134325297,-3342-05-22T06:30:44.057Z,"[{""jd_ut"":497993.3862494825,""utc"":""-3349-05-11T21:16:11.955Z"",""motion"":""direct""},{""jd_ut"":498109.43924754276,""utc"":""-3349-09-04T22:32:30.988Z"",""motion"":""retrograde""},{""jd_ut"":498284.3353712441,""utc"":""-3348-02-26T20:02:56.075Z"",""motion"":""direct""}]",3
R2.02,R2,2,2,Taurus,30,500560.77134325297,-3342-05-22T06:30:44.057Z,502834.93151157245,-3336-08-12T10:21:22.600Z,"[{""jd_ut"":500560.77134325297,""utc"":""-3342-05-22T06:30:44.057Z"",""motion"":""direct""},{""jd_ut"":500722.50532539526,""utc"":""-3342-10-31T00:07:40.114Z"",""motion"":""retrograde""},{""jd_ut"":500851.5337626393,""utc"":""-3341-03-09T00:48:37.092Z"",""motion"":""direct""}]",3
R2.03,R2,2,3,Gemini,60,502834.93151157245,-3336-08-12T10:21:22.600Z,505353.99134750094,-3329-07-06T11:47:32.424Z,"[{""jd_ut"":502834.93151157245,""utc"":""-3336-08-12T10:21:22.600Z"",""motion"":""direct""},{""jd_ut"":502882.0501733434,""utc"":""-3336-09-28T13:12:14.977Z"",""motion"":""retrograde""},{""jd_ut"":503110.101707845,""utc"":""-3335-05-14T14:26:27.558Z"",""motion"":""direct""}]",3
R2.04,R2,2,4,Cancer,90,505353.99134750094,-3329-07-06T11:47:32.424Z,507597.7999344317,-3323-08-27T07:11:54.335Z,"[{""jd_ut"":505353.99134750094,""utc"":""-3329-07-06T11:47:32.424Z"",""motion"":""direct""},{""jd_ut"":505560.6234512499,""utc"":""-3328-01-29T02:57:46.188Z"",""motion"":""retrograde""},{""jd_ut"":505635.21973351657,""utc"":""-3328-04-12T17:16:24.976Z"",""motion"":""direct""}]",3
R2.05,R2,2,5,Leo,120,507597.7999344317,-3323-08-27T07:11:54.335Z,509865.5180781026,-3317-11-12T00:26:01.948Z,"[{""jd_ut"":507597.7999344317,""utc"":""-3323-08-27T07:11:54.335Z"",""motion"":""direct""},{""jd_ut"":507744.97966224304,""utc"":""-3322-01-21T11:30:42.818Z"",""motion"":""retrograde""},{""jd_ut"":507888.747254926,""utc"":""-3322-06-14T05:56:02.826Z"",""motion"":""direct""}]",3
R2.06,R2,2,6,Virgo,150,509865.5180781026,-3317-11-12T00:26:01.948Z,512412.2264396236,-3310-11-01T17:26:04.383Z,"[{""jd_ut"":509865.5180781026,""utc"":""-3317-11-12T00:26:01.948Z"",""motion"":""direct""},{""jd_ut"":509910.33183985145,""utc"":""-3317-12-26T19:57:50.963Z"",""motion"":""retrograde""},{""jd_ut"":510142.01521083654,""utc"":""-3316-08-14T12:21:54.216Z"",""motion"":""direct""}]",3
R2.07,R2,2,7,Libra,180,512412.2264396236,-3310-11-01T17:26:04.383Z,514997.89303460263,-3303-11-30T09:25:58.190Z,"[{""jd_ut"":512412.2264396236,""utc"":""-3310-11-01T17:26:04.383Z"",""motion"":""direct""},{""jd_ut"":512544.76579627965,""utc"":""-3309-03-14T06:22:44.799Z"",""motion"":""retrograde""},{""jd_ut"":512706.09274275554,""utc"":""-3309-08-22T14:13:32.974Z"",""motion"":""direct""}]",3
R2.08,R2,2,8,Scorpio,210,514997.89303460263,-3303-11-30T09:25:58.190Z,517618.1746426,-3295-02-02T16:11:29.121Z,"[{""jd_ut"":514997.89303460263,""utc"":""-3303-11-30T09:25:58.190Z"",""motion"":""direct""},{""jd_ut"":515133.12928232155,""utc"":""-3302-04-14T15:06:09.993Z"",""motion"":""retrograde""},{""jd_ut"":515293.39051625435,""utc"":""-3302-09-21T21:22:20.604Z"",""motion"":""direct""}]",3
R2.09,R2,2,9,Sagittarius,240,517618.1746426,-3295-02-02T16:11:29.121Z,520524.4308222907,-3287-01-17T22:20:23.046Z,"[{""jd_ut"":517618.1746426,""utc"":""-3295-02-02T16:11:29.121Z"",""motion"":""direct""},{""jd_ut"":517680.7987332224,""utc"":""-3295-04-06T07:10:10.550Z"",""motion"":""retrograde""},{""jd_ut"":517902.3655668964,""utc"":""-3295-11-13T20:46:24.980Z"",""motion"":""direct""}]",3
R2.10,R2,2,10,Capricorn,270,520524.4308222907,-3287-01-17T22:20:23.046Z,523172.5576554454,-3280-04-19T01:23:01.430Z,"[{""jd_ut"":520524.4308222907,""utc"":""-3287-01-17T22:20:23.046Z"",""motion"":""direct""},{""jd_ut"":520690.0120627959,""utc"":""-3287-07-02T12:17:22.226Z"",""motion"":""retrograde""},{""jd_ut"":520820.9914265516,""utc"":""-3287-11-10T11:47:39.254Z"",""motion"":""direct""}]",3
R2.11,R2,2,11,Aquarius,300,523172.5576554454,-3280-04-19T01:23:01.430Z,526060.4661828529,-3272-03-15T23:11:18.198Z,"[{""jd_ut"":523172.5576554454,""utc"":""-3280-04-19T01:23:01.430Z"",""motion"":""direct""},{""jd_ut"":523206.45982797956,""utc"":""-3280-05-22T23:02:09.137Z"",""motion"":""retrograde""},{""jd_ut"":523446.30647663586,""utc"":""-3279-01-17T19:21:19.581Z"",""motion"":""direct""}]",3
R2.12,R2,2,12,Pisces,330,526060.4661828529,-3272-03-15T23:11:18.198Z,528655.6659539666,-3265-04-24T03:58:58.423Z,"[{""jd_ut"":526060.4661828529,""utc"":""-3272-03-15T23:11:18.198Z"",""motion"":""direct""},{""jd_ut"":526235.8324339043,""utc"":""-3272-09-07T07:58:42.289Z"",""motion"":""retrograde""},{""jd_ut"":526353.8871709737,""utc"":""-3271-01-03T09:17:31.572Z"",""motion"":""direct""}]",3
R3.01,R3,3,1,Aries,0,528655.6659539666,-3265-04-24T03:58:58.423Z,531226.2608045265,-3258-05-07T18:15:33.511Z,"[{""jd_ut"":528655.6659539666,""utc"":""-3265-04-24T03:58:58.423Z"",""motion"":""direct""},{""jd_ut"":528812.7406117399,""utc"":""-3265-09-28T05:46:28.854Z"",""motion"":""retrograde""},{""jd_ut"":528948.1137430056,""utc"":""-3264-02-10T14:43:47.396Z"",""motion"":""direct""}]",3
R3.02,R3,3,2,Taurus,30,531226.2608045265,-3258-05-07T18:15:33.511Z,533488.7947180737,-3252-07-17T07:04:23.642Z,"[{""jd_ut"":531226.2608045265,""utc"":""-3258-05-07T18:15:33.511Z"",""motion"":""direct""},{""jd_ut"":531427.2678450772,""utc"":""-3258-11-24T18:25:41.815Z"",""motion"":""retrograde""},{""jd_ut"":531511.047660941,""utc"":""-3257-02-16T13:08:37.905Z"",""motion"":""direct""}]",3
R3.03,R3,3,3,Gemini,60,533488.7947180737,-3252-07-17T07:04:23.642Z,536021.5861115144,-3245-06-24T02:04:00.035Z,"[{""jd_ut"":533488.7947180737,""utc"":""-3252-07-17T07:04:23.642Z"",""motion"":""direct""},{""jd_ut"":533592.1100885123,""utc"":""-3252-10-28T14:38:31.647Z"",""motion"":""retrograde""},{""jd_ut"":533776.5734646895,""utc"":""-3251-05-01T01:45:47.349Z"",""motion"":""direct""}]",3
R3.04,R3,3,4,Cancer,90,536021.5861115144,-3245-06-24T02:04:00.035Z,538263.7955377086,-3239-08-13T07:05:34.458Z,"[{""jd_ut"":536021.5861115144,""utc"":""-3245-06-24T02:04:00.035Z"",""motion"":""direct""}]",1
R3.05,R3,3,5,Leo,120,538263.7955377086,-3239-08-13T07:05:34.458Z,540519.1287446208,-3233-10-16T15:05:23.535Z,"[{""jd_ut"":538263.7955377086,""utc"":""-3239-08-13T07:05:34.458Z"",""motion"":""direct""},{""jd_ut"":538448.0366795382,""utc"":""-3238-02-13T12:52:49.112Z"",""motion"":""retrograde""},{""jd_ut"":538551.1231458171,""utc"":""-3238-05-27T14:57:19.799Z"",""motion"":""direct""}]",3
R3.06,R3,3,6,Virgo,150,540519.1287446208,-3233-10-16T15:05:23.535Z,543076.7050085049,-3226-10-17T04:55:12.735Z,"[{""jd_ut"":540519.1287446208,""utc"":""-3233-10-16T15:05:23.535Z"",""motion"":""direct""},{""jd_ut"":540621.4144737134,""utc"":""-3232-01-26T21:56:50.529Z"",""motion"":""retrograde""},{""jd_ut"":540808.9401454467,""utc"":""-3232-08-01T10:33:48.567Z"",""motion"":""direct""}]",3
R3.07,R3,3,7,Libra,180,543076.7050085049,-3226-10-17T04:55:12.735Z,545661.4632098307,-3219-11-13T23:07:01.329Z,"[{""jd_ut"":543076.7050085049,""utc"":""-3226-10-17T04:55:12.735Z"",""motion"":""direct""},{""jd_ut"":543248.3177533154,""utc"":""-3225-04-06T19:37:33.886Z"",""motion"":""retrograde""},{""jd_ut"":543369.5183750249,""utc"":""-3225-08-06T00:26:27.602Z"",""motion"":""direct""}]",3
R3.08,R3,3,8,Scorpio,210,545661.4632098307,-3219-11-13T23:07:01.329Z,548271.8404644544,-3211-01-06T08:10:16.129Z,"[{""jd_ut"":545661.4632098307,""utc"":""-3219-11-13T23:07:01.329Z"",""motion"":""direct""},{""jd_ut"":545837.8000845977,""utc"":""-3218-05-09T07:12:07.309Z"",""motion"":""retrograde""},{""jd_ut"":545955.8986196446,""utc"":""-3218-09-04T09:34:00.737Z"",""motion"":""direct""}]",3
R3.09,R3,3,9,Sagittarius,240,548271.8404644544,-3211-01-06T08:10:16.129Z,551187.7986712866,-3204-12-31T07:10:05.199Z,"[{""jd_ut"":548271.8404644544,""utc"":""-3211-01-06T08:10:16.129Z"",""motion"":""direct""},{""jd_ut"":548392.3678025133,""utc"":""-3211-05-06T20:49:38.137Z"",""motion"":""retrograde""},{""jd_ut"":548566.8185393808,""utc"":""-3211-10-28T07:38:41.803Z"",""motion"":""direct""}]",3
R3.10,R3,3,10,Capricorn,270,551187.7986712866,-3204-12-31T07:10:05.199Z,553817.2497322035,-3196-03-13T17:59:36.862Z,"[{""jd_ut"":551187.7986712866,""utc"":""-3204-12-31T07:10:05.199Z"",""motion"":""direct""},{""jd_ut"":551398.7499367252,""utc"":""-3203-07-30T05:59:54.533Z"",""motion"":""retrograde""},{""jd_ut"":551477.8742232102,""utc"":""-3203-10-17T08:58:52.885Z"",""motion"":""direct""}]",3
R3.11,R3,3,11,Aquarius,300,553817.2497322035,-3196-03-13T17:59:36.862Z,556724.2596777906,-3188-02-27T18:13:56.161Z,"[{""jd_ut"":553817.2497322035,""utc"":""-3196-03-13T17:59:36.862Z"",""motion"":""direct""},{""jd_ut"":553925.9531144726,""utc"":""-3196-06-30T10:52:29.090Z"",""motion"":""retrograde""},{""jd_ut"":554110.0880508497,""utc"":""-3196-12-31T14:06:47.593Z"",""motion"":""direct""}]",3
R3.12,R3,3,12,Pisces,330,556724.2596777906,-3188-02-27T18:13:56.161Z,559318.9844509186,-3181-04-06T11:37:36.559Z,"[{""jd_ut"":556724.2596777906,""utc"":""-3188-02-27T18:13:56.161Z"",""motion"":""direct""},{""jd_ut"":556946.5296360247,""utc"":""-3188-10-07T00:42:40.553Z"",""motion"":""retrograde""},{""jd_ut"":557007.6541494308,""utc"":""-3188-12-07T03:41:58.511Z"",""motion"":""direct""}]",3
R4.01,R4,4,1,Aries,0,559318.9844509186,-3181-04-06T11:37:36.559Z,561891.639110873,-3174-04-22T03:20:19.179Z,"[{""jd_ut"":559318.9844509186,""utc"":""-3181-04-06T11:37:36.559Z"",""motion"":""direct""},{""jd_ut"":559519.7193754178,""utc"":""-3181-10-24T05:15:54.036Z"",""motion"":""retrograde""},{""jd_ut"":559606.0852178391,""utc"":""-3180-01-18T14:02:42.821Z"",""motion"":""direct""}]",3
R4.02,R4,4,2,Taurus,30,561891.639110873,-3174-04-22T03:20:19.179Z,564150.2766318833,-3168-06-27T18:38:20.995Z,"[{""jd_ut"":561891.639110873,""utc"":""-3174-04-22T03:20:19.179Z"",""motion"":""direct""}]",1
R4.03,R4,4,3,Gemini,60,564150.2766318833,-3168-06-27T18:38:20.995Z,566405.5762768115,-3162-08-31T01:49:50.317Z,"[{""jd_ut"":564150.2766318833,""utc"":""-3168-06-27T18:38:20.995Z"",""motion"":""direct""},{""jd_ut"":564296.3371518143,""utc"":""-3168-11-20T20:05:29.917Z"",""motion"":""retrograde""},{""jd_ut"":564440.530933311,""utc"":""-3167-04-14T00:44:32.638Z"",""motion"":""direct""}]",3
R4.04,R4,4,4,Cancer,90,566405.5762768115,-3162-08-31T01:49:50.317Z,568930.2717908362,-3155-07-29T18:31:22.728Z,"[{""jd_ut"":566405.5762768115,""utc"":""-3162-08-31T01:49:50.317Z"",""motion"":""direct""},{""jd_ut"":566476.997691551,""utc"":""-3162-11-10T11:56:40.550Z"",""motion"":""retrograde""},{""jd_ut"":566687.9116240428,""utc"":""-3161-06-09T09:52:44.317Z"",""motion"":""direct""}]",3
R4.05,R4,4,5,Leo,120,568930.2717908362,-3155-07-29T18:31:22.728Z,571181.5136557969,-3149-09-28T00:19:39.861Z,"[{""jd_ut"":568930.2717908362,""utc"":""-3155-07-29T18:31:22.728Z"",""motion"":""direct""},{""jd_ut"":569162.1871607073,""utc"":""-3154-03-18T16:29:30.685Z"",""motion"":""retrograde""},{""jd_ut"":569201.3159003141,""utc"":""-3154-04-26T19:34:53.787Z"",""motion"":""direct""}]",3
R4.06,R4,4,6,Virgo,150,571181.5136557969,-3149-09-28T00:19:39.861Z,573742.108551064,-3142-10-01T14:36:18.812Z,"[{""jd_ut"":571181.5136557969,""utc"":""-3149-09-28T00:19:39.861Z"",""motion"":""direct""},{""jd_ut"":571325.2969315376,""utc"":""-3148-02-18T19:07:34.885Z"",""motion"":""retrograde""},{""jd_ut"":571474.0194162601,""utc"":""-3148-07-16T12:27:57.565Z"",""motion"":""direct""}]",3
R4.07,R4,4,7,Libra,180,573742.108551064,-3142-10-01T14:36:18.812Z,576326.9007050085,-3135-10-29T09:37:00.913Z,"[{""jd_ut"":573742.108551064,""utc"":""-3142-10-01T14:36:18.812Z"",""motion"":""direct""},{""jd_ut"":573957.4408804032,""utc"":""-3141-05-04T22:34:52.067Z"",""motion"":""retrograde""},{""jd_ut"":574025.812166871,""utc"":""-3141-07-12T07:29:31.218Z"",""motion"":""direct""}]",3
R4.08,R4,4,8,Scorpio,210,576326.9007050085,-3135-10-29T09:37:00.913Z,578933.2960052674,-3128-12-17T19:06:14.855Z,"[{""jd_ut"":576326.9007050085,""utc"":""-3135-10-29T09:37:00.913Z"",""motion"":""direct""},{""jd_ut"":576547.2990871454,""utc"":""-3134-06-06T19:10:41.129Z"",""motion"":""retrograde""},{""jd_ut"":576611.7033644014,""utc"":""-3134-08-10T04:52:50.684Z"",""motion"":""direct""}]",3
R4.09,R4,4,9,Sagittarius,240,578933.2960052674,-3128-12-17T19:06:14.855Z,581571.3799435506,-3120-03-08T21:07:07.123Z,"[{""jd_ut"":578933.2960052674,""utc"":""-3128-12-17T19:06:14.855Z"",""motion"":""direct""},{""jd_ut"":579098.1598977023,""utc"":""-3127-05-31T15:50:15.161Z"",""motion"":""retrograde""},{""jd_ut"":579229.4393444883,""utc"":""-3127-10-09T22:32:39.364Z"",""motion"":""direct""}]",3
R4.10,R4,4,10,Capricorn,270,581571.3799435506,-3120-03-08T21:07:07.123Z,584476.9665913777,-3112-02-21T11:11:53.495Z,"[{""jd_ut"":581571.3799435506,""utc"":""-3120-03-08T21:07:07.123Z"",""motion"":""direct""},{""jd_ut"":581623.6678785132,""utc"":""-3120-04-30T04:01:44.704Z"",""motion"":""retrograde""},{""jd_ut"":581852.5334410099,""utc"":""-3120-12-15T00:48:09.303Z"",""motion"":""direct""}]",3
R4.11,R4,4,11,Aquarius,300,584476.9665913777,-3112-02-21T11:11:53.495Z,587105.2601121629,-3105-05-03T18:14:33.691Z,"[{""jd_ut"":584476.9665913777,""utc"":""-3112-02-21T11:11:53.495Z"",""motion"":""direct""},{""jd_ut"":584632.1118641165,""utc"":""-3112-07-25T14:41:05.060Z"",""motion"":""retrograde""},{""jd_ut"":584772.8566186614,""utc"":""-3112-12-13T08:33:31.852Z"",""motion"":""direct""}]",3
R4.12,R4,4,12,Pisces,330,587105.2601121629,-3105-05-03T18:14:33.691Z,589983.4139719403,-3097-03-21T21:56:07.176Z,"[{""jd_ut"":587105.2601121629,""utc"":""-3105-05-03T18:14:33.691Z"",""motion"":""direct""},{""jd_ut"":587171.3844982139,""utc"":""-3105-07-08T21:13:40.646Z"",""motion"":""retrograde""},{""jd_ut"":587388.6107149767,""utc"":""-3104-02-11T02:39:25.774Z"",""motion"":""direct""}]",3
