body,start_jd_ut,end_jd_ut,start_station_physical_degree,end_station_physical_degree,start_boundary,end_boundary
True North Node,2314226.0976259317,2314238.0819874955,196.2112093187154,194.9778844814036,station,station
True North Node,2314239.8407069985,2314252.6050754013,194.98677229454412,193.5301859368632,station,station
True North Node,2314255.516928387,2314265.317878972,193.56601179103595,192.8443101742485,station,station
True North Node,2314269.6726184404,2314279.7741457038,192.92581604368354,192.36496968422045,station,station
True North Node,2314284.83246604,2314292.6745180683,192.44828615245413,192.26666370369173,station,station
True North Node,2314299.5199730108,2314305.162887847,192.33551948458305,192.31667836855897,station,station
True North Node,2314307.1107253153,2314314.0658447724,192.31770094059183,192.27320519068388,station,station
True North Node,2314320.0172939645,2314329.278032141,192.33825318775857,192.0453797545856,station,station
True North Node,2314334.4987635436,2314343.3199884305,192.1390478116624,191.70920832154997,station,station
True North Node,2314347.2342277365,2314358.9579222184,191.7719581385583,190.7455152488525,station,station
True North Node,2314361.804250038,2314372.6192051563,190.77595485666015,189.85551046124542,station,station
True North Node,2314374.3134880587,2314388.5153873134,189.86320796392002,188.1648524842114,station,station
True North Node,2314388.9581935825,2314401.3556344295,188.16499687017844,187.02029897477198,station,station
True North Node,2314402.0190492338,2314416.001354534,187.02079140938426,185.3548706365556,station,station
True North Node,2314417.9644318502,2314428.520106935,185.36632989026398,184.4995697012393,station,station
True North Node,2314431.533398756,2314443.090031799,184.53501288567432,183.5714058709055,station,station
True North Node,2314447.3063391363,2314455.847835839,183.64321999525495,183.26985307280975,station,station
True North Node,2314461.1821496263,2314470.3092040224,183.36106279110902,183.1162267335117,station,station
True North Node,2314476.60042004,2314482.4025345044,183.17266979363168,183.154212629677,station,station
True North Node,2314483.255229106,2314490.933143939,183.15430050060857,183.1067420522764,station,station
True North Node,2314497.637620651,2314505.8413004354,183.19192240750084,182.95548671023224,station,station
True North Node,2314510.6033358714,2314520.7899105167,183.03623673298407,182.41691951441317,station,station
True North Node,2314524.967075129,2314535.14773459,182.49317715569725,181.6762415302063,station,station
True North Node,2314537.7683423366,2314550.657179717,181.70417005960803,180.20585269851225,station,station
True North Node,2314552.17559091,2314564.535573761,180.21160626284455,178.91478390686586,station,station
True North Node,2314564.7944308687,2314579.2423253953,178.9148177847753,177.0245219324065,station,station
True North Node,2314580.4605700662,2314591.86221698,177.0275850046697,175.89239257004417,station,station
True North Node,2314594.051749128,2314606.307432929,175.90994785921004,174.6165518630043,station,station
True North Node,2314610.1202105256,2314619.152030831,174.68108422078075,174.1452544479664,station,station
True North Node,2314623.667928039,2314633.485332302,174.22669207260745,173.80772712940856,station,station
True North Node,2314639.619258113,2314646.5939160194,173.89774907106502,173.82275131027563,station,station
True North Node,2314651.7595730675,2314653.3113459647,173.83734109382456,173.83684378201383,station,station
True North Node,2314660.7651165454,2314668.949445151,173.88629913692685,173.7291328687559,station,station
True North Node,2314674.0113563193,2314683.115418751,173.80259154214943,173.41385721607327,station,station
True North Node,2314688.0529473387,2314698.2015679814,173.51028269966199,172.81735021769458,station,station
True North Node,2314701.2648509555,2314712.8810917437,172.85583684363374,171.77986171484943,station,station
True North Node,2314715.258698725,2314727.408662568,171.79810328901954,170.5930113079589,station,station
True North Node,2314728.341341025,2314742.3558474947,170.59446714070063,169.01672379609488,station,station
True North Node,2314742.6221787613,2314755.3715097336,169.0167529775631,167.77571119485236,station,station
True North Node,2314756.6379527785,2314769.4479178386,167.77924425468976,166.39743852022892,station,station
True North Node,2314772.269276986,2314782.5401609354,166.4260618549145,165.65509474283826,station,station
True North Node,2314785.929184621,2314796.596632256,165.70185412868457,164.99670182335672,station,station
True North Node,2314801.8287929483,2314809.898229356,165.0958827879269,164.84658996242413,station,station
True North Node,2314815.3377126,2314823.8292680467,164.91591481439755,164.80039964787406,station,station
True North Node,2314828.938718999,2314831.2441740185,164.81476687320801,164.81320546114807,station,station
True North Node,2314837.358675101,2314844.878353621,164.84545119497184,164.72691081523456,station,station
True North Node,2314851.094371005,2314860.6739021307,164.83476604383353,164.38970158990307,station,station
True North Node,2314864.758003127,2314874.6009609327,164.45747707209713,163.79746429853094,station,station
True North Node,2314878.3070702283,2314890.020027904,163.85647029923362,162.6744065245017,station,station
True North Node,2314891.959596864,2314904.4591131993,162.68723926827167,161.32738702368883,station,station
True North Node,2314905.423670302,2314918.9746153243,161.3288470868034,159.72522936867065,station,station
True North Node,2314919.3607292213,2314932.495928132,159.725345696317,158.19597464003303,station,station
True North Node,2314934.3853225363,2314946.0362221645,158.2063695753669,157.01099252133204,station,station
True North Node,2314948.707655078,2314959.6470907815,157.04110614619614,156.1038976811627,station,station
True North Node,2314964.263836287,2314973.3085515983,156.19706095121094,155.74201732017372,station,station
True North Node,2314978.1081433604,2314986.8949598027,155.82047428003457,155.58296197025163,station,station
True North Node,2314994.0286966544,2314998.6844239756,155.65446577594196,155.64297764593763,station,station
True North Node,2315000.7642122796,2315007.5638565654,155.6442697576257,155.59911141247525,station,station
True North Node,2315014.165329744,2315023.59190902,155.68479886177997,155.35469655338562,station,station
True North Node,2315028.206583835,2315037.1268373746,155.43218198926405,154.96775503717822,station,station
True North Node,2315041.3653566036,2315053.0181217594,155.04348964162267,153.99113864444928,station,station
True North Node,2315055.4928160654,2315066.767001058,154.01423935873333,152.97862213688373,station,station
True North Node,2315068.472904005,2315082.3068472473,152.98594973173974,151.39723042226913,station,station
True North Node,2315082.5925190775,2315095.5476932963,151.3972734538397,150.09324622391102,station,station
True North Node,2315096.474386095,2315109.61055745,150.09445842860544,148.67921427091923,station,station
True North Node,2315111.5310849566,2315122.7002749434,148.69070107775485,147.70292279737305,station,station
True North Node,2315126.199395922,2315136.754907825,147.7512424705672,147.00652767529547,station,station
True North Node,2315140.715262115,2315149.9516176907,147.0679766078487,146.64590641335445,station,station
True North Node,2315155.913177808,2315164.077674999,146.75190239151965,146.58273969751113,station,station
True North Node,2315169.947595586,2315175.339359574,146.62630092960714,146.61031899610254,station,station
True North Node,2315177.259831573,2315185.570963341,146.61125862919957,146.54078397546158,station,station
True North Node,2315191.515665737,2315199.2431573933,146.6102723905888,146.40726919320997,station,station
True North Node,2315204.495526324,2315215.1862288667,146.503467021994,145.81567703466825,station,station
True North Node,2315218.909309296,2315228.7125656297,145.8746091725993,145.15528164402673,station,station
True North Node,2315231.6272355914,2315244.7244380163,145.1890631171855,143.63680741409945,station,station
True North Node,2315246.126823595,2315258.352191625,143.6417411279944,142.41769782210918,station,station
True North Node,2315258.6842510533,2315273.1598365735,142.41776130913013,140.5320646172273,station,station
True North Node,2315274.188782559,2315285.7791367937,140.5341095020167,139.3623454936912,station,station
True North Node,2315288.17086521,2315300.2066724915,139.38295123448705,138.13058099375687,station,station
True North Node,2315303.570108777,2315313.0416993015,138.18122010043203,137.57191552322047,station,station
True North Node,2315318.070576908,2315327.429412598,137.67460838113394,137.2855642674909,station,station
True North Node,2315332.9022844555,2315340.3947670683,137.3616793746798,137.26592888432094,station,station
True North Node,2315345.74147621,2315347.948169791,137.28378010887934,137.28229598172885,station,station
True North Node,2315354.8219924206,2315362.214774265,137.32914322758458,137.19895540660048,station,station
True North Node,2315367.7136259666,2315377.782601635,137.28770478253546,136.78023014448348,station,station
True North Node,2315382.2178578973,2315391.570688691,136.8615925947268,136.25614260997736,station,station
True North Node,2315394.8775071586,2315407.464309317,136.30222014437493,134.96503312395515,station,station
True North Node,2315409.480751196,2315420.9919980913,134.97783133695276,133.89508050748242,station,station
True North Node,2315421.928247681,2315436.564643479,133.89646944946196,132.08106761976342,station,station
True North Node,2315436.997229607,2315448.9973528534,132.08120699655254,130.95639024455863,station,station
True North Node,2315450.5069316747,2315463.6142636715,130.96185821105632,129.51805619454854,station,station
True North Node,2315466.3615526166,2315476.220285112,129.54637352834678,128.844513288572,station,station
True North Node,2315480.0998799233,2315490.7495875806,128.90547832915274,128.24917265238093,station,station
True North Node,2315495.618573797,2315503.5743745808,128.33055219999426,128.10506723053012,station,station
True North Node,2315509.7719958555,2315518.0092295194,128.1855779006612,128.10323089752566,station,station
True North Node,2315521.3605785845,2315524.7950269626,128.10762495139207,128.10301408639145,station,station
True North Node,2315530.963116179,2315539.493170839,128.14135386986146,127.97165534117768,station,station
True North Node,2315545.3809907082,2315554.0120203104,128.071243374362,127.71916989266363,station,station
True North Node,2315558.2352736946,2315569.255510659,127.790083394526,126.9470407281268,station,station
True North Node,2315572.6942510717,2315583.2861903487,126.99593052854213,126.09244933406076,station,station
True North Node,2315585.3446375746,2315599.003510655,126.1066591229796,124.43799938406579,station,station
True North Node,2315599.8724045167,2315612.3509161007,124.439106236637,123.18504948993635,station,station
True North Node,2315612.6993860044,2315626.9186266884,123.18512922085321,121.34386068714966,station,station
True North Node,2315628.6972716143,2315639.486957197,121.35300602152576,120.3627009412541,station,station
True North Node,2315642.242697945,2315653.9939075597,120.39407148510482,119.28275205165652,station,station
True North Node,2315658.2750755744,2315666.824814409,119.36352002498062,118.95255443111068,station,station
True North Node,2315671.945329764,2315681.1963312346,119.04401084349789,118.77149105780674,station,station
True North Node,2315687.7394903693,2315692.715850575,118.83407038939305,118.82003903131573,station,station
True North Node,2315694.327428938,2315701.7540864674,118.82067187857004,118.76657560388635,station,station
True North Node,2315708.5114115784,2315717.0820895107,118.8617082557417,118.57989359011052,station,station
True North Node,2315721.6664759684,2315731.6234239126,118.6582253501853,118.05025416774262,station,station
True North Node,2315735.8000130057,2315746.377309817,118.126176424441,117.23943185402788,station,station
True North Node,2315748.8490647106,2315761.465896493,117.26318224839524,115.88982356408476,station,station
True North Node,2315762.981110397,2315775.6407783125,115.89518064136854,114.58850355633406,station,station
True North Node,2315775.896302781,2315790.0567685477,114.58853501822968,112.91159229186734,station,station
True North Node,2315791.2215465,2315802.941993949,112.91403979316308,111.79630592370341,station,station
True North Node,2315804.970197878,2315817.14846831,111.80975762757177,110.61434603905373,station,station
True North Node,2315820.8286172273,2315830.189739649,110.66929571841919,110.1078181680031,station,station
True North Node,2315834.3397086747,2315844.323011658,110.17425777461281,109.71265072001349,station,station
True North Node,2315850.2930747587,2315857.5905289175,109.80888487310041,109.69324419673812,station,station
True North Node,2315863.8108292837,2315867.337687322,109.73207488850564,109.72700837303833,station,station
True North Node,2315871.59755258,2315879.6338181365,109.73576554195068,109.64851581992933,station,station
True North Node,2315885.0452853004,2315893.382526939,109.71119280076377,109.46004945655926,station,station
True North Node,2315898.8475799225,2315908.9068437973,109.56535626533926,108.9627017028778,station,station
True North Node,2315912.3662124807,2315923.090076158,109.01242592538911,108.146373301985,station,station
True North Node,2315926.046896681,2315938.15377313,108.17927914511169,106.93509647741033,station,station
True North Node,2315939.4962816685,2315952.883376048,106.93950048504465,105.44943215564201,station,station
True North Node,2315953.1685399152,2315966.501010432,105.44946943650572,103.9916054164003,station,station
True North Node,2315967.4372113915,2315980.233048943,103.99317869351556,102.5238303438753,station,station
True North Node,2315982.748982385,2315993.6152496627,102.54640954627406,101.57786902798279,station,station
True North Node,2315996.7797106626,2316007.3913462376,101.62189310584829,100.82766435323609,station,station
True North Node,2316012.5545038693,2316020.949629605,100.93624329805212,100.62410003905268,station,station
True North Node,2316026.2302483376,2316034.629639523,100.69867927141675,100.56562989401462,station,station
True North Node,2316040.135474289,2316042.245755908,100.58544265249333,100.58409084852411,station,station
True North Node,2316048.4471483976,2316055.80333604,100.61996491609375,100.49699199687026,station,station
True North Node,2316061.9056277787,2316071.8134414935,100.60795100123539,100.09830853049154,station,station
True North Node,2316075.866338947,2316085.5013174275,100.16789007315144,99.51347203020921,station,station
True North Node,2316089.0856640693,2316101.2366570914,99.56893914332312,98.2762980394812,station,station
True North Node,2316103.0860009734,2316115.282320332,98.28738338843276,97.03490756133915,station,station
True North Node,2316116.178998151,2316130.1090700785,97.0360597097925,95.37906429068163,station,station
True North Node,2316130.562344564,2316143.2589502614,95.37924257687527,94.04415216202487,station,station
True North Node,2316145.0978172785,2316157.168433465,94.05325387040016,92.83826677953883,station,station
True North Node,2316159.7924110014,2316170.4375875797,92.8650524105603,92.03591198853658,station,station
True North Node,2316174.860613416,2316184.3894683234,92.1156326732881,91.61785341825768,station,station
True North Node,2316189.0110075492,2316197.700374441,91.68947902832011,91.4381357776173,station,station
True North Node,2316204.5358056584,2316211.7190581914,91.52201390742165,91.47792986018368,station,station
True North Node,2316213.504440155,2316218.263125766,91.47867756461153,91.46799068373697,station,station
True North Node,2316224.992690862,2316234.1054683765,91.52338779661422,91.3020535052918,station,station
True North Node,2316239.219561673,2316247.613958168,91.38108355250138,91.04105176775863,station,station
True North Node,2316252.19923947,2316263.5804867893,91.12373675940164,90.21939506808873,station,station
True North Node,2316266.553303942,2316277.102278799,90.25471459592083,89.3785205367407,station,station
True North Node,2316279.3081967076,2316292.970730709,89.39395960277301,87.77703041857917,station,station
True North Node,2316293.7056835657,2316306.3564004377,87.7777554098964,86.51362559608368,station,station
True North Node,2316306.7665213086,2316320.718617171,86.51373922799196,84.83926446040729,station,station
True North Node,2316322.31717313,2316333.504066216,84.84642795742614,83.77868857684987,station,station
True North Node,2316336.550586694,2316347.8090868453,83.81604705180493,82.83987516851798,station,station
True North Node,2316351.6218800144,2316360.778501029,82.90305461427756,82.41537820484773,station,station
True North Node,2316366.4296576604,2316375.0882811407,82.52756986654906,82.28865719651324,station,station
True North Node,2316380.938176846,2316387.3503331384,82.34428358906283,82.31624750928815,station,station
True North Node,2316388.2209567046,2316396.3129543215,82.3163518320254,82.25586426791985,station,station
True North Node,2316402.5271765683,2316410.3079946907,82.33421296475511,82.11483869240553,station,station
True North Node,2316415.39566972,2316426.1252676286,82.21100814976703,81.47604677548564,station,station
True North Node,2316429.9203367243,2316439.770933537,81.54000868261593,80.77885601526928,station,station
True North Node,2316442.5154317627,2316455.8007170474,80.80913321941063,79.1824082991761,station,station
True North Node,2316457.138116409,2316469.3211123906,79.18661281048207,77.98717183246563,station,station
True North Node,2316469.5672977734,2316484.179331258,77.98719820846014,76.10267868955721,station,station
True North Node,2316485.3205439355,2316496.658075923,76.10528800561288,75.03818392244195,station,station
True North Node,2316499.0000466313,2316511.2337941164,75.05713190550853,73.82754284959815,station,station
True North Node,2316514.67202688,2316523.9339741385,73.87707116101508,73.33167667980283,station,station
True North Node,2316528.7087426633,2316538.4237948433,73.41897613807345,73.00607808214492,station,station
True North Node,2316543.9053961597,2316551.2983775735,73.08264738416185,72.97742425375165,station,station
True North Node,2316558.4324894315,2316559.362245432,73.01283244255633,73.0127327679899,station,station
True North Node,2316565.7672555484,2316573.0881804824,73.03608045420563,72.9481525828559,station,station
True North Node,2316578.654828676,2316588.1476521464,73.01947050129262,72.6628893707176,station,station
True North Node,2316593.1178728426,2316602.2833943693,72.75298912327924,72.24856167229396,station,station
True North Node,2316605.861838707,2316617.823055719,72.30079531710265,71.20191345831296,station,station
True North Node,2316620.3951926976,2316631.554542307,71.22527521270004,70.21809798485265,station,station
True North Node,2316632.9315470997,2316647.4040369224,70.22246717549393,68.47390275149216,station,station
True North Node,2316647.5602747845,2316659.9677005587,68.47390918121634,67.28701057686787,station,station
True North Node,2316660.965610141,2316674.5679564187,67.28874466699324,65.65588832223602,station,station
True North Node,2316676.976711384,2316687.153813253,65.67650752570904,64.85181798639955,station,station
True North Node,2316690.5252293497,2316701.6722193602,64.90036013878013,64.04890333262237,station,station
True North Node,2316706.423224684,2316714.519996669,64.13862482454175,63.84660140315848,station,station
True North Node,2316720.2479088046,2316728.9061806193,63.93531046422957,63.7947233765239,station,station
True North Node,2316734.495818698,2316735.7983547533,63.813551926607786,63.81323106249799,station,station
True North Node,2316741.9693149105,2316750.0999525087,63.84314577169209,63.69736617963399,station,station
True North Node,2316756.252165067,2316765.133157541,63.80911336618225,63.41482815179946,station,station
True North Node,2316769.288890509,2316780.015442447,63.48814425474744,62.64601958308006,station,station
True North Node,2316783.5432546083,2316794.4695718233,62.700337325191555,61.67973835323269,station,station
True North Node,2316796.409189973,2316809.8988909796,61.69251739442448,60.03783711125347,station,station
True North Node,2316810.7024332145,2316823.408304462,60.03870747992171,58.708775421579446,station,station
True North Node,2316823.854864845,2316837.7562546944,58.70894725502187,56.967585517844725,station,station
True North Node,2316839.6729787793,2316850.5348540507,56.97839759428225,56.00508849792314,station,station
True North Node,2316853.2805004,2316864.8548380844,56.03545041283561,55.014925046076286,station,station
True North Node,2316869.266868029,2316877.8599044913,55.09590868691347,54.705829717748365,station,station
True North Node,2316882.7820044365,2316892.05571488,54.78565666142682,54.51786626175237,station,station
True North Node,2316898.6885206345,2316905.0721466336,54.58514003019104,54.56161260517003,station,station
True North Node,2316905.5979605336,2316912.3586620744,54.56163238710161,54.53422706344522,station,station
True North Node,2316919.335523729,2316927.9771166397,54.610891530757435,54.38175464286326,station,station
True North Node,2316932.7129463227,2316942.0093337027,54.45310489403699,54.01021146676296,station,station
True North Node,2316946.5919415895,2316957.1875510905,54.09398293222892,53.299648517743925,station,station
True North Node,2316959.954813325,2316971.7220998434,53.32944831562843,52.22945348279812,station,station
True North Node,2316973.769597478,2316986.3759915764,52.241402777451306,50.93795283608754,station,station
True North Node,2316987.028398078,2317000.857659973,50.93846343639007,49.394780829331744,station,station
True North Node,2317001.474357196,2317014.053524512,49.39514366416719,48.11476762163021,station,station
True North Node,2317015.618684897,2317027.956520982,48.12146247457007,46.8320705337877,station,station
True North Node,2317031.198754984,2317041.23565925,46.87395303527415,46.138996935238694,station,station
True North Node,2317044.9443176063,2317055.130989191,46.19713224126744,45.60564940152922,station,station
True North Node,2317060.8673966443,2317068.61966395,45.716504961960155,45.530008344786395,station,station
True North Node,2317074.4071926326,2317081.628104792,45.58657577706489,45.548620367306185,station,station
True North Node,2317082.4320898307,2317090.449185946,45.548699593080286,45.49172326729573,station,station
True North Node,2317096.1052088914,2317104.0324825365,45.553830814701804,45.335176879189376,station,station
True North Node,2317109.64404378,2317119.9364162907,45.44999245909413,44.78780078836463,station,station
True North Node,2317123.482905397,2317133.8142153556,44.84401782789105,43.99449983787594,station,station
True North Node,2317136.816390437,2317149.3379452694,44.03109407294937,42.60398510520856,station,station
True North Node,2317150.6368104015,2317163.687217829,42.60818400807846,41.157207087795044,station,station
True North Node,2317163.9125311384,2317177.6395302108,41.15722615281097,39.54707889886246,station,station
True North Node,2317178.681160706,2317190.992368914,39.54926303023106,38.19672040882196,station,station
True North Node,2317193.59803498,2317204.737193955,38.22138886687921,37.21921313324309,station,station
True North Node,2317207.9839640986,2317218.187248893,37.26466751828668,36.571371055339526,station,station
True North Node,2317223.407671444,2317232.0420392742,36.67678515032987,36.366902347756735,station,station
True North Node,2317237.2948264033,2317245.4537941646,36.435695619243354,36.31609246099765,station,station
True North Node,2317251.728902247,2317253.075048047,36.34002297540182,36.33970964905829,station,station
True North Node,2317259.4893215,2317266.6514505064,36.369273285000986,36.27293194153199,station,station
True North Node,2317272.7168797934,2317282.5962749645,36.366495056966706,35.935411707857625,station,station
True North Node,2317286.906141962,2317296.0952792214,36.005478236469294,35.48708472203396,station,station
True North Node,2317299.8926262734,2317311.984013438,35.545662494265386,34.3865076590313,station,station
True North Node,2317314.170846655,2317325.648905007,34.40263779707955,33.3617502050807,station,station
True North Node,2317326.9834715435,2317341.2138944166,33.36533147852424,31.706996445615594,station,station
True North Node,2317341.3172513247,2317354.0609868877,31.70699845941234,30.464782084502776,station,station
True North Node,2317355.320670505,2317368.2841611328,30.467817211442416,29.048225236085905,station,station
True North Node,2317370.5130830826,2317381.236058482,29.065632240304105,28.17234459378531,station,station
True North Node,2317385.0745824315,2317395.4366223617,28.233503729855435,27.538370990984053,station,station
True North Node,2317399.7429362824,2317408.521247497,27.609992527157225,27.273735478529524,station,station
True North Node,2317414.8722531097,2317422.77372808,27.377434135960943,27.26671008291634,station,station
True North Node,2317428.7155827293,2317429.026810525,27.285668764172904,27.285664513299942,station,station
True North Node,2317435.8405821444,2317444.6607198603,27.31564208689287,27.14864105100407,station,station
True North Node,2317450.21631586,2317458.404986676,27.237689102675247,26.919480136910938,station,station
True North Node,2317463.073246929,2317474.3891614834,27.009601431543928,26.076977341968156,station,station
True North Node,2317477.5842202967,2317487.9353700373,26.121652216571647,25.218535754045252,station,station
True North Node,2317490.1676639337,2317504.0094557647,25.236051865798494,23.452359915575997,station,station
True North Node,2317504.7516626706,2317517.1998416297,23.4531317694438,22.165554137724165,station,station
True North Node,2317517.6230657035,2317531.7680287855,22.16568899374409,20.349634467207842,station,station
True North Node,2317533.5031200266,2317544.3539631413,20.358739285748708,19.345000118649022,station,station
True North Node,2317547.4091677247,2317558.8500709496,19.38361397184677,18.38354214786059,station,station
True North Node,2317562.862623539,2317571.6645225734,18.452260468699528,18.027721479057366,station,station
True North Node,2317577.240153864,2317586.1068828553,18.131023889720055,17.900532412002153,station,station
True North Node,2317592.1278066244,2317598.0774936294,17.95246969536282,17.9321720805326,station,station
True North Node,2317599.0355233494,2317607.042688012,17.932296967343436,17.877981305066893,station,station
True North Node,2317613.4835929973,2317621.3623728044,17.954872550745495,17.750519274332245,station,station
True North Node,2317626.3243771996,2317636.7702922504,17.83328406616904,17.217481258510254,station,station
True North Node,2317640.8446081,2317650.619050123,17.28496937553501,16.610116746436418,station,station
True North Node,2317653.4688973166,2317666.3928168425,16.641338342818162,15.241298738982191,station,station
True North Node,2317668.07615769,2317679.949599631,15.248634397860908,14.159258372119599,station,station
True North Node,2317680.515577906,2317695.1590597704,14.159566794921442,12.365588108351437,station,station
True North Node,2317695.9041061513,2317707.597632941,12.366271513352613,11.299841245834775,station,station
True North Node,2317709.4006659873,2317722.2119248286,11.30897748490758,9.933999074601964,station,station
True North Node,2317725.3003056655,2317734.843443617,9.971797460686057,9.343149201757935,station,station
True North Node,2317738.979656346,2317749.3586174725,9.412665884163687,8.831255238305893,station,station
True North Node,2317754.614844363,2317762.230342796,8.919551953131128,8.749988195609218,station,station
True North Node,2317768.6918364856,2317775.3029379686,8.814897248004616,8.785921248949794,station,station
True North Node,2317776.636599741,2317783.8880822975,8.786266080940853,8.740298600340443,station,station
True North Node,2317789.63032245,2317798.511552019,8.80071232567128,8.53078745100995,station,station
True North Node,2317803.9836712293,2317813.1721505197,8.63871697835591,8.131740160921641,station,station
True North Node,2317816.8964921227,2317828.3883662513,8.192555755788502,7.138720168525856,station,station
True North Node,2317831.262812433,2317842.5189895704,7.17179961957111,6.055949235420302,station,station
True North Node,2317843.972274786,2317858.228152694,6.061580296273612,4.2481969821665375,station,station
True North Node,2317858.4043481434,2317870.9866864,4.248206552470585,2.9359944589116433,station,station
True North Node,2317871.967404932,2317885.4378878437,2.937788904524147,1.2527659125009456,station,station
True North Node,2317887.9826064026,2317898.1638304433,1.2771701707551861,0.4284345877731792,station,station
True North Node,2317901.519492902,2317912.5527256317,0.4781204021435098,359.64729734196527,station,station
True North Node,2317917.55963743,2317925.546977981,359.74547282674473,359.4775421121938,station,station
True North Node,2317931.16770884,2317939.790189822,359.5570051376763,359.4347988165958,station,station
True North Node,2317944.547485006,2317946.968178031,359.4471077876974,359.4452432008938,station,station
True North Node,2317952.998070116,2317960.8833817374,359.47797670827947,359.3423184260943,station,station
True North Node,2317967.083774483,2317976.2581199026,359.45017152437043,359.05378188637394,station,station
True North Node,2317980.348265445,2317990.6362440223,359.11973999743907,358.41711607060176,station,station
True North Node,2317994.3369029257,2318005.474796392,358.4728556438177,357.4959837076134,station,station
True North Node,2318007.508380331,2318020.3825573465,357.5095960681846,356.1339200455925,station,station
True North Node,2318021.4904958764,2318034.527914472,356.13596236741546,354.8303705829156,station,station
True North Node,2318034.690292905,2318048.5706213983,354.8303784574316,353.26106226872423,station,station
True North Node,2318050.0850274917,2318061.6191593036,353.26615122981593,352.21071774413474,station,station
True North Node,2318063.926456646,2318075.6797497533,352.2295106126259,351.1549974016509,station,station
True North Node,2318079.700528302,2318088.8813503534,351.2211383801392,350.7202499385091,station,station
True North Node,2318093.2657634197,2318102.873182999,350.7910440078627,350.41061434310984,station,station
True North Node,2318109.222374051,2318116.3076801263,350.50442575893135,350.4277602428471,station,station
True North Node,2318121.869689813,2318122.729633943,350.4436702167071,350.44358721932014,station,station
True North Node,2318130.1311811423,2318138.6577242,350.4848936898695,350.3223753317957,station,station
True North Node,2318143.7611286053,2318152.377038233,350.39571570679954,350.0538662840642,station,station
True North Node,2318157.3790901657,2318168.0328104943,350.15542149210086,349.3465616868297,station,station
True North Node,2318171.0760523556,2318182.175405707,349.38650534472004,348.36388080174464,station,station
True North Node,2318184.541505181,2318197.373534388,348.38310296026674,346.88990261833914,station,station
True North Node,2318198.1741413157,2318211.615455075,346.8909147959817,345.34119473489835,station,station
True North Node,2318212.0881653707,2318225.1767772445,345.34137055712694,343.8373755659819,station,station
True North Node,2318226.7177266655,2318238.723443794,343.8442534401081,342.5544400517057,station,station
True North Node,2318241.998916126,2318252.330471074,342.59969404309356,341.7816596628588,station,station
True North Node,2318256.084401274,2318265.930087804,341.843528223017,341.2889447908128,station,station
True North Node,2318271.8215759983,2318279.7052191654,341.4052244986525,341.22302337266217,station,station
True North Node,2318285.5046821004,2318291.505595225,341.27337365563193,341.2498397256331,station,station
True North Node,2318293.205506729,2318301.4890266424,341.25055703013334,341.17796634204603,station,station
True North Node,2318307.1768588126,2318315.001991351,341.2441013515546,341.0289199863991,station,station
True North Node,2318320.445403846,2318330.9884423977,341.13374067077575,340.46677926420426,station,station
True North Node,2318334.5591572393,2318344.5858153477,340.52036781493644,339.77703829502616,station,station
True North Node,2318347.5961554786,2318360.3420860134,339.81170514866056,338.4322835859017,station,station
True North Node,2318361.745325992,2318374.2431656616,338.43709428800287,337.20865153068354,station,station
True North Node,2318374.6816147966,2318388.778879774,337.20878288990815,335.60435718844843,station,station
True North Node,2318389.5951731848,2318401.7785656964,335.60533505364066,334.39928528584187,station,station
True North Node,2318403.964058726,2318415.847309999,334.41366368461127,333.29774147452764,station,station
True North Node,2318418.788340492,2318428.9824941056,333.3319100177873,332.6206461388481,station,station
True North Node,2318433.688566939,2318443.0781562924,332.7079854588244,332.27737543960217,station,station
True North Node,2318447.9791586455,2318456.267560913,332.3496379029577,332.1614318933814,station,station
True North Node,2318463.3922301875,2318468.3222376313,332.22808115545905,332.2156815161861,station,station
True North Node,2318470.4804957937,2318477.2371706227,332.21700619212356,332.1752872843559,station,station
True North Node,2318483.55494132,2318493.0443167416,332.2489835076361,331.93062474171796,station,station
True North Node,2318497.9069812885,2318506.6237170408,332.01421994778906,331.5807371841014,station,station
True North Node,2318510.748240239,2318522.634478458,331.6533591393063,330.52396489093496,station,station
True North Node,2318525.226784475,2318536.179857066,330.55033702859674,329.5416093228164,station,station
True North Node,2318537.8258893164,2318552.133159687,329.54883936162804,327.6973931838808,station,station
True North Node,2318552.3549357867,2318564.87717558,327.69741414211023,326.40900043089044,station,station
True North Node,2318565.917532984,2318579.351643757,326.41092066487124,324.7407279335832,station,station
True North Node,2318581.5757714054,2318592.061286235,324.75908617148053,323.8430277799501,station,station
True North Node,2318595.777703478,2318606.4742075633,323.9043423560185,323.11065587165467,station,station
True North Node,2318610.92857387,2318619.3893183116,323.1910059864432,322.87441694161254,station,station
True North Node,2318625.684747653,2318633.784030081,322.976273437556,322.86854472068904,station,station
True North Node,2318638.4832711536,2318640.2521371366,322.8803174177283,322.87954296667976,station,station
True North Node,2318646.748753215,2318655.546463091,322.9166920394949,322.73363147691845,station,station
True North Node,2318661.203607903,2318669.5657763127,322.8295820129118,322.4885590561005,station,station
True North Node,2318673.990568813,2318685.2969820043,322.56831942739717,321.66309816758337,station,station
True North Node,2318688.5462590596,2318698.9372206116,321.70688626394985,320.84122409050195,station,station
True North Node,2318701.0860278523,2318714.895370681,320.85645284506023,319.1993059913829,station,station
True North Node,2318715.723084284,2318728.112311164,319.2002696751423,318.02728831503987,station,station
