body,start_jd_ut,end_jd_ut,start_station_physical_degree,end_station_physical_degree,start_boundary,end_boundary
Mercury,2333632.30140113,2333655.2137652244,356.60786746573166,343.2221011752866,station,station
Mercury,2333756.6857530447,2333780.8676370904,121.65675124681678,110.95908805602441,station,station
Mercury,2333872.118431193,2333892.2085691206,234.40784974047318,218.33115172911843,station,station
Mercury,2333980.517367034,2334002.7421240434,339.7887544521521,325.23862083501365,station,station
Mercury,2334102.9936111,2334127.159644915,102.0393116220831,92.63101649894395,station,station
Mercury,2334220.534095632,2334241.150847761,218.45687636108684,202.64061663475235,station,station
Mercury,2334329.1059786007,2334350.5789469313,323.3464739644133,307.96532436506027,station,station
Mercury,2334448.78339772,2334472.782709307,82.01833059426582,73.38530090920565,station,station
Mercury,2334568.731975237,2334590.0538180545,202.28892057207736,186.87274900419754,station,station
Mercury,2334677.914022918,2334698.6825172836,307.16541369420827,291.25801912010996,station,station
Mercury,2334794.3335455973,2334818.184734747,62.110857456262025,53.41017792752643,station,station
Mercury,2334916.7004994145,2334938.82107751,185.78268251198352,170.95699592922836,station,station
Mercury,2335026.8172270292,2335047.02640058,291.155600642471,274.96482611195637,station,station
Mercury,2335140.1284752144,2335163.929736687,42.783385879624284,33.16959008216041,station,station
