body,startCelestialTimeDegrees,endCelestialTimeDegrees,startOffsetSeconds,endOffsetSeconds,startJulianDay,endJulianDay,userFacingMotion
Saturn,106.288839278,99.320857744,4180769070,4192315596,2345560.271774679422,2345693.912121452391,retrograde
NorthNode,337.757893186,336.205880640,4181921852,4183072299,2345573.614156641066,2345586.929508448578,retrograde
Mercury,248.741829695,232.524952988,4182032810,4183745584,2345574.898389019072,2345594.722168423235,retrograde
NorthNode,336.205937676,334.633708302,4183098681,4184260796,2345587.234863187186,2345600.685268709436,retrograde
Pluto,148.614402572,146.069978422,4183609014,4197295844,2345593.141493550502,2345751.553879645653,retrograde
Uranus,147.439781152,143.293759029,4183815340,4196696248,2345595.529529727064,2345744.614106831141,retrograde
NorthNode,334.635629611,333.252659789,4184352075,4185432399,2345601.741737775505,2345614.245484056883,retrograde
NorthNode,333.267484972,332.110523901,4185608039,4186604271,2345616.278352742083,2345627.808818052523,retrograde
NorthNode,332.175899376,331.519152446,4186935703,4187782669,2345631.644835992716,2345641.447686194442,retrograde
NorthNode,331.591915570,331.178958600,4188146319,4188956574,2345645.656591196544,2345655.034546284936,retrograde
NorthNode,331.287865448,331.191528721,4189510955,4190150931,2345661.450994145125,2345668.858122981153,retrograde
NorthNode,331.210073286,331.210065003,4190655201,4190688772,2345674.694585221820,2345675.083136660978,retrograde
NorthNode,331.246987955,331.073053780,4191313218,4192072726,2345682.310517729260,2345691.101125906222,retrograde
Mercury,354.931674781,341.377726840,4191425106,4193397284,2345683.605520397425,2345706.431658849120,retrograde
NorthNode,331.151335717,330.835040398,4192524898,4193241623,2345696.334592076018,2345704.630027507432,retrograde
Jupiter,241.617580608,231.757292679,4192915637,4203572810,2345700.857031770051,2345824.203940711915,retrograde
Venus,29.158713311,12.774990680,4193147004,4196813528,2345703.534891275689,2345745.971521062776,retrograde
NorthNode,330.931397885,330.076227589,4193665181,4194620330,2345709.532320113853,2345720.587277955376,retrograde
NorthNode,330.116116334,329.240292263,4194887669,4195800636,2345723.681476835161,2345734.248226828873,retrograde
NorthNode,329.259771968,327.732258752,4196008884,4197155384,2345736.658509187400,2345749.928177556954,retrograde
NorthNode,327.733567823,326.459724987,4197232871,4198346700,2345750.825019543990,2345763.716566102579,retrograde
NorthNode,326.459745906,324.891997601,4198367197,4199567450,2345763.953794497065,2345777.845608158037,retrograde
NorthNode,324.896070490,323.791804789,4199682198,4200691476,2345779.173714108765,2345790.855174518190,retrograde
NorthNode,323.820003801,322.864245626,4200934285,4201908671,2345793.665458890609,2345804.943078430369,retrograde
Mercury,119.692369035,109.174892772,4202155595,4204246240,2345807.800989441574,2345831.998269550502,retrograde
NorthNode,322.911754040,322.346650022,4202203964,4203044245,2345808.360818671063,2345818.086293109693,retrograde
NorthNode,322.447434801,322.147689620,4203502024,4204264880,2345823.384662181139,2345832.214011428878,retrograde
NorthNode,322.212985774,322.116389703,4204726499,4205402306,2345837.556830933318,2345845.378671172075,retrograde
Neptune,30.259035279,27.443513244,4204863810,4218470427,2345839.146072897129,2345996.630071992986,retrograde
NorthNode,322.134620219,322.133572197,4205890592,4206066459,2345851.030131491832,2345853.065620009787,retrograde
NorthNode,322.169581129,322.063725949,4206633713,4207255332,2345859.631068824790,2345866.825730556622,retrograde
NorthNode,322.153959175,321.688496890,4207759288,4208626328,2345872.658550195396,2345882.693740525283,retrograde
NorthNode,321.763559334,321.207093939,4209002255,4209795669,2345887.044742019847,2345896.227781275287,retrograde
NorthNode,321.261995189,319.957668243,4210106534,4211180180,2345899.825748856179,2345912.252214628272,retrograde
NorthNode,319.972150066,318.855494896,4211358767,4212350829,2345914.319193335250,2345925.801384598948,retrograde
Mercury,232.890226725,216.839066842,4212150931,4213891291,2345923.487759567797,2345943.630810394883,retrograde
NorthNode,318.857660018,316.983180999,4212444854,4213697304,2345926.889639159665,2345941.385591271333,retrograde
Saturn,120.380987532,113.422865732,4213536396,4225105703,2345939.523234456778,2346073.427239820361,retrograde
NorthNode,316.983270914,315.721429771,4213728493,4214783501,2345941.746578829363,2345953.957310525700,retrograde
NorthNode,315.728132349,314.233830844,4214921667,4216032658,2345955.556463014334,2345968.415148376487,retrograde
Pluto,150.515397498,147.955019803,4215328945,4229015170,2345960.270323366858,2346118.675710880198,retrograde
Uranus,152.204449296,148.055524051,4215784882,4228671718,2345965.547377648763,2346114.700563582592,retrograde
NorthNode,314.264852788,313.472955941,4216268278,4217135073,2345971.142237366177,2345981.174580322579,retrograde
NorthNode,313.553248684,312.943919208,4217502581,4218379573,2345985.428146360442,2345995.578519582748,retrograde
Mars,149.140793404,129.637950377,4217730387,4224713304,2345988.064791080542,2346068.885594592430,retrograde
NorthNode,313.028742622,312.814257416,4218803313,4219497569,2346000.482915221713,2346008.518292505294,retrograde
NorthNode,312.893162172,312.865505324,4220086907,4220637680,2346015.339327115566,2346021.714013827033,retrograde
NorthNode,312.865811538,312.825884052,4220746356,4221336592,2346022.971845539287,2346029.803272792138,retrograde
Mercury,338.175832874,323.498947786,4221516166,4223427892,2346031.881682261825,2346054.008133262396,retrograde
NorthNode,312.894497963,312.582634694,4221860346,4222666686,2346035.865243038163,2346045.197879122570,retrograde
NorthNode,312.678757134,312.225539292,4223111485,4223871875,2346050.346023247577,2346059.146825809032,retrograde
NorthNode,312.291980786,311.175341451,4224211071,4225236359,2346063.072711715475,2346074.939461591654,retrograde
NorthNode,311.203852335,310.230637128,4225471286,4226412066,2346077.658528524451,2346088.547182468697,retrograde
NorthNode,310.237275793,308.449403984,4226549774,4227791453,2346090.141034703702,2346104.512320095673,retrograde
Jupiter,273.464899411,263.627587123,4227345750,4237912903,2346099.353712864220,2346221.658726610243,retrograde
NorthNode,308.449448740,307.283248291,4227816986,4228886173,2346104.807838751003,2346117.182679140940,retrograde
NorthNode,307.284299929,305.640194374,4228960058,4230151731,2346118.037838019431,2346131.830343481153,retrograde
NorthNode,305.654679617,304.820560664,4230335388,4231234609,2346133.956010417081,2346144.363661875017,retrograde
NorthNode,304.862167070,303.980693914,4231514412,4232493051,2346147.602120577358,2346158.928963300772,retrograde
Mercury,100.001112924,90.729487836,4232071239,4234156825,2346154.046869188547,2346178.185603074729,retrograde
NorthNode,304.053378085,303.716290049,4232866183,4233595953,2346163.247614301741,2346171.694026307203,retrograde
NorthNode,303.806961527,303.605238964,4234075719,4234845760,2346177.246876195073,2346186.159385829233,retrograde
NorthNode,303.651341991,303.641940369,4235389595,4235778042,2346192.453774153255,2346196.949686572887,retrograde
NorthNode,303.643233311,303.583041704,4235965768,4236642398,2346199.122436594218,2346206.953805626370,retrograde
Neptune,32.507264242,29.691984167,4236620038,4250217506,2346206.695015109144,2346364.073117370717,retrograde
NorthNode,303.666381307,303.437374565,4237208468,4237911784,2346213.505547393113,2346221.645771059208,retrograde
NorthNode,303.515102960,302.908292912,4238323491,4239212768,2346226.410901470110,2346236.703455435112,retrograde
NorthNode,302.979330069,302.225885059,4239569697,4240437774,2346240.834586134180,2346250.881771135144,retrograde
NorthNode,302.254204067,300.817855883,4240669971,4241783408,2346253.569237682037,2346266.456239606254,retrograde
NorthNode,300.824301007,299.605931199,4241921280,4242972175,2346268.051976713352,2346280.215114143677,retrograde
Mercury,216.911893557,201.136395744,4242251919,4244039907,2346271.878823712468,2346292.573122993112,retrograde
NorthNode,299.606045295,297.739603199,4243006180,4244260162,2346280.608693401329,2346295.122367863543,retrograde
Venus,238.020909711,222.632439668,4243403201,4246962491,2346285.203836699948,2346326.399330837652,retrograde
NorthNode,297.741565663,296.608964448,4244350924,4245344231,2346296.172857511789,2346307.669464223087,retrograde
NorthNode,296.623412961,295.267586954,4245521406,4246597956,2346309.720100982115,2346322.180175721645,retrograde
Saturn,134.290874163,127.351786325,4246277198,4257892230,2346318.467700876296,2346452.900933429599,retrograde
NorthNode,295.325143370,294.746000722,4246909416,4247700911,2346325.785029826686,2346334.945859212428,retrograde
Pluto,152.447172993,149.870490849,4247058929,4260725195,2346327.515507028438,2346485.689887641929,retrograde
Uranus,156.975595141,152.823662900,4247748617,4260648385,2346335.498003945686,2346484.800879810937,retrograde
NorthNode,294.827442988,294.352495170,4248082719,4248945003,2346339.364929639734,2346349.345067402348,retrograde
NorthNode,294.447160925,294.351578271,4249457960,4250070714,2346355.282074101269,2346362.374133148231,retrograde
NorthNode,294.377174103,294.377170351,4250628270,4250653826,2346368.827320989221,2346369.123114594258,retrograde
NorthNode,294.418784605,294.273019203,4251303716,4251997065,2346376.644992242567,2346384.669858228415,retrograde
Mercury,321.778071760,306.315266453,4251637245,4253484453,2346380.505276814103,2346401.884998254478,retrograde
NorthNode,294.349977065,293.940857446,4252441473,4253235388,2346389.813468593173,2346399.002308017574,retrograde
NorthNode,294.042108233,293.331324208,4253662466,4254529927,2346403.945331882685,2346413.985395362601,retrograde
NorthNode,293.372072233,292.194771742,4254795355,4255815899,2346417.057476346381,2346428.869329653680,retrograde
NorthNode,292.212109259,290.968722414,4256013842,4257059660,2346431.160340930335,2346443.264709556475,retrograde
NorthNode,290.969887932,289.278356445,4257133452,4258354086,2346444.118785013445,2346458.246488269418,retrograde
NorthNode,289.278487947,288.045678079,4258391618,4259468356,2346458.680895515718,2346471.143132867292,retrograde
NorthNode,288.050794375,286.654303708,4259591914,4260694349,2346472.573202226311,2346485.332864996977,retrograde
NorthNode,286.688582208,285.969897008,4260953991,4261817870,2346488.337986398488,2346498.336584243923,retrograde
Mercury,79.972752262,71.381374876,4261942813,4264014421,2346499.782684803009,2346523.759625554085,retrograde
Jupiter,307.270422105,297.431921998,4261987614,4272409534,2346500.301214993000,2346620.925285510719,retrograde
NorthNode,286.022316210,285.367385011,4262127397,4263040005,2346501.919078298844,2346512.481664125808,retrograde
NorthNode,285.466428611,285.254962737,4263504154,4264182819,2346517.853763804771,2346525.708683800884,retrograde
NorthNode,285.319961066,285.235087806,4264670080,4265391176,2346531.348271160387,2346539.694294334389,retrograde
NorthNode,285.239371429,285.230805216,4265674851,4266042759,2346542.977572808042,2346547.235761285760,retrograde
NorthNode,285.269148081,285.133450026,4266555953,4267222032,2346553.175507772714,2346560.884761485271,retrograde
NorthNode,285.238903149,284.801874880,4267749532,4268573434,2346566.990076966584,2346576.525981104001,retrograde
Neptune,34.757142870,31.942430187,4268369843,4281965587,2346574.169602333568,2346731.527758133598,retrograde
NorthNode,284.864972743,284.205636151,4268920259,4269784748,2346580.540167490020,2346590.545823282562,retrograde
NorthNode,284.260324607,283.166219525,4270101123,4271100326,2346594.207566658966,2346605.772413291968,retrograde
NorthNode,283.178742765,281.854395901,4271269243,4272356868,2346607.727472059429,2346620.315728984773,retrograde
Mercury,200.709712711,185.356783015,4272333766,4274184410,2346620.048342540860,2346641.467837691307,retrograde
NorthNode,281.856058298,280.365432234,4272445229,4273602698,2346621.338424169458,2346634.735055631027,retrograde
NorthNode,280.365492398,278.837172902,4273629814,4274784190,2346635.048901277594,2346648.409734643064,retrograde
NorthNode,278.845306556,277.675839192,4274935425,4275942115,2346650.160137821920,2346661.811639053747,retrograde
NorthNode,277.701664551,276.704126936,4276160770,4277128683,2346664.342376926914,2346675.545064558275,retrograde
NorthNode,276.790498414,276.304777834,4277512026,4278297842,2346679.981910800561,2346689.076997170225,retrograde
NorthNode,276.383789646,276.099685037,4278701233,4279481222,2346693.745880414732,2346702.773524132557,retrograde
Pluto,154.410126495,151.817780248,4278788287,4292445702,2346694.753448483534,2346852.825386808254,retrograde
Saturn,147.954535477,141.042854311,4278990115,4290667915,2346697.089417763054,2346832.249140642583,retrograde
Uranus,161.749823259,157.597027098,4279718523,4292630633,2346705.520066875033,2346854.965791576542,retrograde
NorthNode,276.182890901,276.156896392,4280081615,4280623599,2346709.722518496215,2346715.995491550304,retrograde
NorthNode,276.156958221,276.125859031,4280686595,4281252094,2346716.724611804821,2346723.269737552851,retrograde
Mercury,305.619414969,289.665542594,4281775672,4283563388,2346729.329664386809,2346750.020823664963,retrograde
NorthNode,276.209232927,275.898202154,4281838362,4282639859,2346730.055239384063,2346739.331825770438,retrograde
NorthNode,275.978729385,275.502912027,4283043227,4283814612,2346744.000444030389,2346752.928509041667,retrograde
Mars,182.459287772,163.318301074,4283848389,4290820998,2346753.319447874092,2346834.020932423882,retrograde
NorthNode,275.585689490,274.508693513,4284189039,4285186425,2346757.262158280239,2346768.805975763127,retrograde
NorthNode,274.533186074,273.416677667,4285400804,4286386113,2346771.287213386968,2346782.691246338189,retrograde
NorthNode,273.424009686,271.784423543,4286531393,4287720527,2346784.372728290036,2346798.135851177387,retrograde
NorthNode,271.784453269,270.387685388,4287741980,4288869980,2346798.384158971719,2346811.439711449668,retrograde
NorthNode,270.389625720,268.985126897,4288962795,4290074377,2346812.513962702826,2346825.379490201361,retrograde
NorthNode,268.999313909,267.992719454,4290251580,4291215916,2346827.430452996865,2346838.591752360575,retrograde
NorthNode,268.049244907,267.363438011,4291536561,4292421570,2346842.302913447842,2346852.546078378335,retrograde
Mercury,60.116308478,51.341551259,4291797890,4293858819,2346845.327553726733,2346869.180900141597,retrograde
NorthNode,267.428752783,267.036397786,4292776101,4293570075,2346856.649447551928,2346865.838954371400,retrograde
Venus,96.713599296,80.183657111,4293856915,4297580737,2346869.158865960315,2346912.258658470586,retrograde
NorthNode,267.141291135,267.008716415,4294103834,4294783856,2346872.016728390008,2346879.887352087535,retrograde
NorthNode,267.042657589,267.038817614,4295302486,4295579054,2346885.890010340139,2346889.091028837487,retrograde
NorthNode,267.046361322,266.948820219,4295929871,4296661925,2346893.151408781298,2346901.624256245792,retrograde
Jupiter,343.037439887,333.158570327,4296783714,4307051384,2346903.033857710660,2347021.872625067830,retrograde
NorthNode,267.019402486,266.798564495,4297156104,4297834598,2346907.343920562416,2346915.196860711090,retrograde
NorthNode,266.891922002,266.197115598,4298281244,4299211411,2346920.366372350603,2346931.132197840139,retrograde
NorthNode,266.249577847,265.538058517,4299521218,4300377711,2346934.717928866856,2346944.631038644351,retrograde
Neptune,37.008818626,34.194402012,4300130960,4313713389,2346941.775122382678,2347098.979165484197,retrograde
NorthNode,265.568854083,264.099842084,4300625500,4301752968,2346947.498973810114,2346960.548363130540,retrograde
NorthNode,264.104326093,262.922644102,4301871769,4302933171,2346961.923374868929,2346974.208130467683,retrograde
Mercury,184.151855271,169.422280034,4302395215,4304315832,2346967.981785781682,2346990.211141213775,retrograde
NorthNode,262.922724581,261.153801995,4302964816,4304207432,2346974.574389082380,2346988.956520315260,retrograde
NorthNode,261.155377052,259.995225504,4304289687,4305305248,2346989.908544453792,2347001.662717647851,retrograde
NorthNode,260.013102724,258.788749385,4305504514,4306544863,2347003.969041417353,2347016.010120890103,retrograde
NorthNode,258.833129394,258.185786844,4306821547,4307658963,2347019.212471646257,2347028.904785660096,retrograde
NorthNode,258.284897481,257.865673476,4308083644,4308896557,2347033.820080448873,2347043.228792654350,retrograde
NorthNode,257.943918162,257.818532653,4309353477,4310020372,2347048.517225430347,2347056.235911451280,retrograde
Pluto,156.405469245,153.798007084,4310530282,4324170575,2347062.137648421340,2347220.011416818015,retrograde
NorthNode,257.886484414,257.779380985,4311264855,4311888322,2347070.639649022371,2347077.855701357126,retrograde
Saturn,161.327792890,154.450467942,4311678250,4323422106,2347075.424320913851,2347211.348581440747,retrograde
Uranus,166.525818498,162.373435273,4311681658,4324608661,2347075.463756709360,2347225.081855352037,retrograde
Mercury,289.632542376,273.419104612,4311921296,4313662448,2347078.237347535789,2347098.389567330480,retrograde
NorthNode,257.869902614,257.383181082,4312381217,4313244453,2347083.560503250919,2347093.551669362932,retrograde
NorthNode,257.468338988,256.869714900,4313633076,4314430902,2347098.049617798999,2347107.283715997823,retrograde
NorthNode,256.922084435,255.536739336,4314728297,4315813319,2347110.725791509263,2347123.283912600949,retrograde
NorthNode,255.550717366,254.419017222,4315989640,4316982372,2347125.324662551284,2347136.814619603567,retrograde
NorthNode,254.420556274,252.510636517,4317065110,4318328475,2347137.772229442373,2347152.394518583082,retrograde
NorthNode,252.510837454,251.331113714,4318369900,4319403500,2347152.873973357491,2347164.836931459606,retrograde
NorthNode,251.338039522,249.871280597,4319543500,4320664862,2347166.457303238101,2347179.436030268669,retrograde
NorthNode,249.903429415,249.198027056,4320910215,4321756374,2347182.275763646699,2347192.069275421090,retrograde
Mercury,40.889974907,31.112962020,4321681021,4323736160,2347191.197125248611,2347214.983462266624,retrograde
NorthNode,249.267604171,248.654303836,4322109522,4323010345,2347196.156626424752,2347206.582825561054,retrograde
NorthNode,248.736903618,248.533718765,4323439614,4324119938,2347211.551216126420,2347219.425329735503,retrograde
NorthNode,248.610127652,248.557278638,4324678332,4325362643,2347225.888228847645,2347233.808497330174,retrograde
NorthNode,248.557563597,248.540589374,4325474271,4325961992,2347235.100482790731,2347240.745402393863,retrograde
NorthNode,248.588924086,248.380854505,4326485345,4327245904,2347246.802728733979,2347255.605496078730,retrograde
NorthNode,248.477318890,248.108615378,4327733502,4328483238,2347261.248989135027,2347269.926496381871,retrograde
NorthNode,248.175507511,247.297784124,4328839467,4329811363,2347274.049516033381,2347285.298310081474,retrograde
NorthNode,247.339548210,246.465141338,4330093011,4331009391,2347288.558125025593,2347299.164377307519,retrograde
NorthNode,246.477396929,244.850605434,4331180976,4332371623,2347301.150307686068,2347314.930946291424,retrograde
Jupiter,19.921766144,9.964391531,4331624140,4341793875,2347306.279530160129,2347423.984794415534,retrograde
Neptune,39.262191081,36.447865839,4331884719,4345463072,2347309.295491096564,2347466.452343757264,retrograde
Mercury,167.075237894,153.221531991,4332434772,4334423378,2347315.661844089627,2347338.678116925061,retrograde
NorthNode,244.851452445,243.670648242,4332441022,4333515122,2347315.734180869535,2347328.165889950469,retrograde
NorthNode,243.670735852,241.907386203,4333546793,4334777981,2347328.532453651540,2347342.782316366211,retrograde
NorthNode,241.915388715,240.962624996,4334926449,4335860418,2347344.500695884228,2347355.310521040112,retrograde
NorthNode,240.991313273,239.890861865,4336094574,4337117318,2347358.020665205084,2347369.857969908975,retrograde
NorthNode,239.963433824,239.536294193,4337472785,4338221072,2347373.972175701521,2347382.632899807766,retrograde
NorthNode,239.627038739,239.323750961,4338657463,4339467163,2347387.683725456707,2347397.055257755332,retrograde
NorthNode,239.393278098,239.362618785,4340012808,4340580490,2347403.370588504709,2347409.940984779969,retrograde
NorthNode,239.362670629,239.330062887,4340640400,4341232169,2347410.634383714758,2347417.483561642468,retrograde
NorthNode,239.415164321,239.173487302,4341827775,4342547206,2347424.377154059708,2347432.703902719542,retrograde
Mercury,273.748858810,257.446472826,4342066070,4343779311,2347427.135200321674,2347446.964374847710,retrograde
Pluto,158.434793534,155.813181717,4342270327,4355901460,2347429.499284834601,2347587.267029057257,retrograde
NorthNode,239.254834376,238.664156566,4342957873,4343816079,2347437.456988163292,2347447.389925604686,retrograde
Uranus,171.301992670,167.152240371,4343653413,4356592768,2347445.507222893648,2347595.268270117231,retrograde
NorthNode,238.746273763,237.889003456,4344187301,4345081566,2347451.686477319337,2347462.036772126332,retrograde
Saturn,174.386735570,167.548767905,4344344835,4356152777,2347453.509788177907,2347590.175789348781,retrograde
Venus,314.295344752,298.656957120,4344533901,4348089976,2347455.698050005361,2347496.856331231073,retrograde
NorthNode,237.916925246,236.478092368,4345306531,4346400247,2347464.640529540367,2347477.299285314977,retrograde
NorthNode,236.484474557,235.152630253,4346537044,4347617181,2347478.882581364363,2347491.384164236486,retrograde
NorthNode,235.152678858,233.349800768,4347642386,4348875781,2347491.675889181904,2347505.951298297383,retrograde
NorthNode,233.352469729,232.206149321,4348977498,4349979345,2347507.128575445153,2347518.724033273757,retrograde
NorthNode,232.221430507,230.968943828,4350160207,4351215481,2347520.817342284136,2347533.031156934798,retrograde
Mars,219.081378358,201.454843408,4350470341,4357155557,2347524.406847436912,2347601.782039008103,retrograde
NorthNode,231.029175125,230.477985812,4351540242,4352335255,2347536.789968281053,2347545.991499879397,retrograde
Mercury,22.490573220,11.250302752,4351624762,4353665162,2347537.768201023340,2347561.383941434324,retrograde
NorthNode,230.551001771,230.108725351,4352707409,4353563438,2347550.298842943273,2347560.206581249833,retrograde
NorthNode,230.203194442,230.107249481,4354087957,4354704209,2347566.277403643355,2347573.409956965595,retrograde
NorthNode,230.136747067,230.136565048,4355265330,4355362710,2347579.904409609735,2347581.031489067711,retrograde
NorthNode,230.161024147,230.046282559,4355919847,4356621491,2347587.479833465070,2347595.600719721057,retrograde
NorthNode,230.112767276,229.817210258,4357075314,4357820409,2347600.853300874121,2347609.477079924196,retrograde
NorthNode,229.918280473,229.293537320,4358275441,4359147435,2347614.743656659499,2347624.836177872494,retrograde
NorthNode,229.338094130,228.423709163,4359433498,4360386143,2347628.147088952363,2347639.173072790727,retrograde
NorthNode,228.450762670,227.257018411,4360625702,4361669567,2347641.945754761808,2347654.027522618882,retrograde
NorthNode,227.260318653,225.781099575,4361775992,4362953478,2347655.259298106655,2347668.887607202865,retrograde
Mercury,149.334815225,136.633483750,4362448123,4364493885,2347663.038592696190,2347686.716390445828,retrograde
NorthNode,225.781110711,224.434404030,4362970168,4364110193,2347669.080775544047,2347682.275508812629,retrograde
Neptune,41.515996363,38.701183701,4363644918,4377220859,2347676.890383246355,2347834.019326181151,retrograde
NorthNode,224.436071909,223.009087893,4364194104,4365308128,2347683.246697878465,2347696.140497140586,retrograde
NorthNode,223.030497532,222.126573111,4365524856,4366454063,2347698.648924275301,2347709.403636175208,retrograde
Jupiter,56.465789475,46.432352965,4366356466,4376519775,2347708.274036891758,2347825.904928527772,retrograde
NorthNode,222.167446860,221.373626276,4366724105,4367653850,2347712.529124703258,2347723.290062404238,retrograde
NorthNode,221.474614565,221.159774691,4368089963,4368815488,2347728.337659226730,2347736.734937907197,retrograde
NorthNode,221.234543037,221.078182439,4369264964,4370006740,2347741.937212198041,2347750.522586175241,retrograde
NorthNode,221.135361036,221.036172848,4371189815,4371818347,2347764.215574648231,2347771.490254071541,retrograde
Mercury,257.922869249,241.650644470,4372203637,4373910539,2347775.949630931020,2347795.705435380340,retrograde
NorthNode,221.143930024,220.693289845,4372362836,4373198202,2347777.792211619206,2347787.460799217224,retrograde
NorthNode,220.765750698,220.134041693,4373559357,4374387128,2347791.640832279809,2347801.221515251324,retrograde
Pluto,160.499431456,157.864159718,4374017904,4387635872,2347796.948086922057,2347954.563462701626,retrograde
NorthNode,220.197009519,218.948178080,4374712717,4375741135,2347804.989903120324,2347816.892887722701,retrograde
Uranus,176.077385609,171.931666124,4375617835,4388569626,2347815.465806550346,2347965.370795889758,retrograde
NorthNode,218.961821648,217.656682975,4375911677,4376966876,2347818.866764414124,2347831.079705535434,retrograde
Saturn,187.125838888,180.329865003,4376981417,4388862165,2347831.248008459806,2347968.756665445864,retrograde
NorthNode,217.658380243,215.974393181,4377054265,4378246109,2347832.091155028902,2347845.885644585826,retrograde
NorthNode,215.974502073,214.528845810,4378278838,4379393429,2347846.264454610646,2347859.164813413285,retrograde
NorthNode,214.538197469,213.294216615,4379551390,4380583537,2347860.993068150245,2347872.939212742262,retrograde
NorthNode,213.322657764,212.435934048,4380811249,4381740800,2347875.574765359052,2347886.333460733294,retrograde
Mercury,4.865690437,352.102769690,4381636324,4383639979,2347885.124251961708,2347908.314700111747,retrograde
NorthNode,212.522695479,212.037059891,4382130761,4382937233,2347890.846900505945,2347900.181069449522,retrograde
NorthNode,212.112355987,211.867468687,4383343623,4384096111,2347904.884649767540,2347913.594005809166,retrograde
NorthNode,211.946998927,211.919192190,4384700009,4385287192,2347920.583568625152,2347927.379664264619,retrograde
NorthNode,211.919198618,211.895018638,4385318069,4385877151,2347927.737033689395,2347934.207891774364,retrograde
NorthNode,211.963334494,211.698193370,4386452927,4387253948,2347940.871972704306,2347950.143048783764,retrograde
NorthNode,211.776153676,211.393965290,4387676894,4388419390,2347955.038246513344,2347963.631954638287,retrograde
NorthNode,211.473000608,210.523104333,4388803285,4389797157,2347968.075182749890,2347979.578329075128,retrograde
NorthNode,210.552792729,209.640705556,4390036952,4390969640,2347982.353733108379,2347993.148737615906,retrograde
NorthNode,209.652699177,208.080488471,4391145516,4392330254,2347995.184340300970,2348008.896590546705,retrograde
NorthNode,208.080856166,206.835023061,4392381202,4393483942,2348009.486257158220,2348022.249452392571,retrograde
Mercury,130.800199180,119.470215558,4392428457,4394511711,2348010.033190160990,2348034.144928619266,retrograde
NorthNode,206.835263227,205.284946414,4393530199,4394715878,2348022.784834181890,2348036.507971942425,retrograde
Venus,163.861070806,147.648398142,4394615866,4398310682,2348035.350424850360,2348078.114496791735,retrograde
NorthNode,205.292405616,204.262655865,4394857913,4395829436,2348038.151892377995,2348049.396377032623,retrograde
Neptune,43.769444610,40.953405158,4395401657,4408970996,2348044.445227333345,2348201.497769770212,retrograde
NorthNode,204.299902925,203.399857207,4396097970,4397057825,2348052.504412112758,2348063.613838245161,retrograde
NorthNode,203.458362612,202.974487523,4397382425,4398184670,2348067.370790743269,2348076.656032074243,retrograde
NorthNode,203.082618541,202.845386794,4398671280,4399415414,2348082.288085456938,2348090.900747588836,retrograde
NorthNode,202.902245592,202.861080713,4399910678,4400543550,2348096.632977661677,2348103.957881488837,retrograde
NorthNode,202.861128389,202.821551448,4400602623,4401244033,2348104.641592619009,2348112.065319519490,retrograde
Jupiter,91.416121133,81.344650692,4400885295,4411137007,2348107.913264498115,2348226.567333571613,retrograde
NorthNode,202.889291004,202.703204762,4401785090,4402443887,2348118.327556453645,2348125.952524208464,retrograde
Mercury,242.100064368,225.947540582,4402329494,4404052219,2348124.628531262279,2348144.567479379475,retrograde
NorthNode,202.800391037,202.128742738,4402901147,4403815346,2348131.244885497727,2348141.825887725689,retrograde
NorthNode,202.195848372,201.476857961,4404153034,4404990680,2348145.734319085255,2348155.429295471869,retrograde
NorthNode,201.513066761,199.916032472,4405245315,4406378382,2348158.376455533318,2348171.490658557974,retrograde
Pluto,162.600433891,159.951981548,4405762103,4419366370,2348164.357801056467,2348321.814596732147,retrograde
NorthNode,199.921774561,198.699740898,4406505842,4407550271,2348172.965888328850,2348185.054184610955,retrograde
NorthNode,198.699827767,196.750488208,4407581765,4408842174,2348185.418705213815,2348200.006772801280,retrograde
Uranus,180.850290447,176.709710248,4407590717,4420554640,2348185.522310384549,2348335.567718208767,retrograde
NorthNode,196.752510471,195.611276806,4408931120,4409922800,2348201.036243538372,2348212.514015516266,retrograde
Saturn,199.555566214,192.801942046,4409594114,4421548000,2348208.709780648351,2348347.064941436052,retrograde
NorthNode,195.630215995,194.341558516,4410122479,4411178764,2348214.825111592188,2348227.050640570000,retrograde
NorthNode,194.392159613,193.808322650,4411471919,4412279280,2348230.443630756810,2348239.788086067885,retrograde
Mercury,347.850414956,333.778162085,4411703837,4413651333,2348233.127869658172,2348255.668331168592,retrograde
NorthNode,193.903157011,193.490685844,4412699877,4413529037,2348244.656110742129,2348254.252864640206,retrograde
NorthNode,193.568389514,193.467325896,4414003831,4414644293,2348259.748175465502,2348267.160926430486,retrograde
NorthNode,193.530286854,193.423266957,4415892174,4416529252,2348281.603987481445,2348288.977585264482,retrograde
NorthNode,193.501670382,193.084667869,4417005682,4417847862,2348294.491819443181,2348304.239271211438,retrograde
NorthNode,193.170863019,192.628767488,4418257379,4419056455,2348308.979046967812,2348318.227618545294,retrograde
Mars,266.814323250,253.162900119,4418386916,4424318553,2348310.478317574598,2348379.131530853920,retrograde
NorthNode,192.677647359,191.498205288,4419354863,4420411033,2348321.681414250284,2348333.905596736819,retrograde
NorthNode,191.516569167,190.499484134,4420613648,4421588309,2348336.250679574907,2348347.531480369158,retrograde
NorthNode,190.502425870,188.759002439,4421693013,4422954884,2348348.743328641169,2348363.348324812017,retrograde
Mercury,111.481973440,101.538836783,4422369043,4424462173,2348356.567754164338,2348380.793793782592,retrograde
