body,startCelestialTimeDegrees,endCelestialTimeDegrees,startOffsetSeconds,endOffsetSeconds,startJulianDay,endJulianDay,userFacingMotion
NorthNode,348.185648299,347.778490421,1227744189,1228536908,2311381.743057433516,2311390.918041301891,retrograde
Mercury,27.935585741,17.284603200,1227965226,1230015148,2311384.301349446177,2311408.027305707335,retrograde
NorthNode,347.844409562,347.112964368,1228887524,1229785138,2311394.976102261804,2311405.365151831880,retrograde
Jupiter,268.643011667,258.804999446,1229004698,1239586691,2311396.332282513380,2311518.809054695070,retrograde
NorthNode,347.166879887,346.178154161,1230099086,1231061936,2311408.998812031001,2311420.142901853658,retrograde
NorthNode,346.190939630,344.780703135,1231233442,1232356147,2311422.127923887223,2311435.122193968855,retrograde
NorthNode,344.782358491,343.481942375,1232445102,1233567826,2311436.151766093448,2311449.146263482049,retrograde
NorthNode,343.481962606,341.904743011,1233587048,1234784625,2311449.368739046156,2311463.229582032189,retrograde
NorthNode,341.910630937,340.878845773,1234922149,1235908917,2311464.821290294640,2311476.242219790816,retrograde
NorthNode,340.899016545,339.842010458,1236114030,1237126841,2311478.616214817390,2311490.338564125821,retrograde
NorthNode,339.909883429,339.429406534,1237479429,1238265086,2311494.419441701844,2311503.512701378204,retrograde
NorthNode,339.500917973,339.137142190,1238649463,1239476374,2311507.961502602324,2311517.532236795872,retrograde
Mercury,154.689020616,141.515784651,1238773355,1240800283,2311509.395436204970,2311532.855256043375,retrograde
Pluto,39.640246314,37.670045781,1239046629,1253295334,2311512.558328160085,2311677.473899987526,retrograde
NorthNode,339.227755211,339.158446396,1240027884,1240634675,2311523.915450482629,2311530.938495642506,retrograde
Saturn,40.249112186,33.337810120,1240189939,1251861499,2311525.791088581085,2311660.878587640822,retrograde
NorthNode,339.170795300,339.170359012,1241065436,1241195907,2311535.924155782908,2311537.434238743968,retrograde
NorthNode,339.215885280,339.047890226,1241831639,1242568722,2311544.792244565673,2311553.323293307796,retrograde
NorthNode,339.120834671,338.771370599,1243006389,1243756482,2311558.388891817071,2311567.070520034991,retrograde
NorthNode,338.871241565,338.068277986,1244185908,1245104581,2311572.040726705454,2311582.673522520810,retrograde
Uranus,104.361151690,100.254465759,1245263041,1258163266,2311584.507549698465,2311733.815709636547,retrograde
NorthNode,338.107293942,337.077137275,1245365705,1246330423,2311585.695788690820,2311596.861505557783,retrograde
NorthNode,337.095756438,335.623731342,1246533002,1247638191,2311599.206172100268,2311611.997703538276,retrograde
NorthNode,335.624714457,334.066237481,1247706722,1248872284,2311612.790890709497,2311626.281189500354,retrograde
Mercury,262.465887997,246.175601167,1248479386,1250186411,2311621.733757734299,2311641.490990169346,retrograde
NorthNode,334.066427187,332.581485416,1248914221,1250039788,2311626.766572116874,2311639.793969517574,retrograde
NorthNode,332.588395249,331.287445583,1250173193,1251214260,2311641.338003661484,2311653.387393913232,retrograde
NorthNode,331.333043849,330.522639141,1251497962,1252386210,2311656.670987765305,2311666.951626433060,retrograde
Neptune,185.250131778,182.465970416,1252004105,1265682451,2311662.529123104177,2311820.843312167563,retrograde
Mars,159.015981445,139.545115281,1252253457,1259259874,2311665.415139184333,2311746.507926783524,retrograde
NorthNode,330.584911232,330.025592906,1252711110,1253564561,2311670.712044457905,2311680.589958908036,retrograde
NorthNode,330.142332780,329.963107193,1254074449,1254751784,2311686.491432901472,2311694.330961605534,retrograde
NorthNode,330.013150350,329.991726295,1255254852,1255750893,2311700.153500994667,2311705.894727291539,retrograde
NorthNode,329.992856638,329.915626656,1255921588,1256637780,2311707.870363633148,2311716.159615737386,retrograde
NorthNode,329.982945727,329.759286685,1257125900,1257805717,2311721.809156947769,2311729.677408058196,retrograde
Mercury,10.041771973,357.845662041,1257952741,1259972070,2311731.379076950252,2311754.750942304730,retrograde
NorthNode,329.865513534,329.182738448,1258274642,1259186827,2311735.104783236980,2311745.662474957295,retrograde
NorthNode,329.235528389,328.468841240,1259491495,1260364385,2311749.188726169057,2311759.291625825688,retrograde
NorthNode,328.502394505,327.107417271,1260620463,1261723131,2311762.255487871356,2311775.017849642783,retrograde
NorthNode,327.111755734,325.858068989,1261839744,1262928728,2311776.367535717785,2311788.971520573832,retrograde
NorthNode,325.858149574,324.263152781,1262960871,1264174968,2311789.343543185852,2311803.395594225265,retrograde
Jupiter,302.219745048,292.384048007,1263622121,1274063312,2311796.996903114021,2311917.844013966620,retrograde
NorthNode,324.264370275,323.054208316,1264250787,1265301885,2311804.273126844317,2311816.438608160242,retrograde
NorthNode,323.070166107,321.984080981,1265497994,1266514150,2311818.708393442445,2311830.469453029335,retrograde
Venus,122.398606580,105.941077703,1266725749,1270454768,2311832.918513419107,2311876.078462110832,retrograde
NorthNode,322.019760056,321.320616698,1266772714,1267652318,2311833.462093234994,2311843.642691641115,retrograde
NorthNode,321.410123137,321.001857098,1268065953,1268867677,2311848.430143932812,2311857.709355354309,retrograde
Mercury,136.470070890,124.599292143,1268766751,1270839815,2311856.541227556765,2311880.535025440156,retrograde
NorthNode,321.073333079,320.895685398,1269294981,1270009397,2311862.655002567917,2311870.923698038794,retrograde
NorthNode,320.957598140,320.949648468,1270630618,1270991964,2311878.113766987808,2311882.296011960134,retrograde
Pluto,40.587812006,38.619149019,1270680094,1284935882,2311878.686404512264,2312043.683950579725,retrograde
NorthNode,320.952475495,320.905582384,1271236247,1271822945,2311885.123353852890,2311891.913842216134,retrograde
NorthNode,320.981536373,320.653438441,1272366855,1273190500,2311898.209101715125,2311907.742028277367,retrograde
Saturn,54.136384561,47.199511880,1272980750,1284596765,2311905.314361728728,2312039.758977353573,retrograde
NorthNode,320.735222966,320.296624953,1273605327,1274361707,2311912.543265293352,2311921.297664081678,retrograde
NorthNode,320.367919149,319.239735705,1274716096,1275744451,2311925.399382338859,2311937.301645288244,retrograde
NorthNode,319.265023528,318.256182689,1275965300,1276915143,2311939.857762323692,2311950.851322469302,retrograde
NorthNode,318.263110630,316.431247792,1277055783,1278290541,2311952.479092585854,2311966.770278197713,retrograde
Uranus,108.924949685,104.811506058,1277220429,1290116360,2311954.384716837667,2312103.643176988699,retrograde
NorthNode,316.431267223,315.143505870,1278309242,1279393154,2311966.986721767113,2311979.532004219480,retrograde
Mercury,246.651006964,230.440981572,1278610344,1280323963,2311970.471704185009,2311990.305255323648,retrograde
NorthNode,315.145501836,313.494423999,1279484483,1280641419,2311980.589054150507,2311993.979518152773,retrograde
NorthNode,313.512709173,312.592438125,1280833302,1281741757,2311996.200382010080,2312006.714905515313,retrograde
NorthNode,312.654406851,311.868171269,1282064591,1282985040,2312010.451408737339,2312021.104752425104,retrograde
NorthNode,311.948262993,311.629037225,1283369016,1284102513,2312025.548922707327,2312034.038475397974,retrograde
Neptune,187.431764283,184.647220455,1283745908,1297439770,2312029.911095588468,2312188.404866852798,retrograde
NorthNode,311.731799002,311.626255374,1284649096,1285344752,2312040.364660535008,2312048.416241114959,retrograde
NorthNode,311.637425829,311.636476998,1285738226,1285902521,2312052.970334348269,2312054.871896664612,retrograde
NorthNode,311.675221922,311.485755817,1286466311,1287229867,2312061.397242640145,2312070.234703935683,retrograde
NorthNode,311.581891768,311.234572969,1287714802,1288437555,2312075.847372788936,2312084.212571510114,retrograde
Mercury,352.808434182,339.200014335,1288000834,1289970600,2312079.157923310995,2312101.956149972975,retrograde
NorthNode,311.315223970,310.386485824,1288819558,1289800887,2312088.633903110400,2312099.991872834973,retrograde
NorthNode,310.429193403,309.548918216,1290077341,1290977497,2312103.191574093886,2312113.610048479401,retrograde
NorthNode,309.563599579,307.879199486,1291160316,1292358289,2312115.726005515084,2312129.591437492520,retrograde
NorthNode,307.879997680,306.696654660,1292425132,1293495406,2312130.365079794079,2312142.752516238019,retrograde
NorthNode,306.696728686,304.968918567,1293525740,1294761167,2312143.103603730910,2312157.402527801692,retrograde
NorthNode,304.975974342,304.032032941,1294902819,1295841562,2312159.042013734579,2312169.907089214772,retrograde
NorthNode,304.060021979,303.018736935,1296079054,1297100700,2312172.655846703798,2312184.480450755917,retrograde
NorthNode,303.079232947,302.638587224,1297434530,1298200267,2312188.344227592461,2312197.206924648024,retrograde
Jupiter,337.743366981,327.868936463,1298398887,1308687285,2312199.505758285522,2312318.584443256259,retrograde
NorthNode,302.728171833,302.417873241,1298639883,1299451472,2312202.295068067499,2312211.688464781269,retrograde
Mercury,117.445918572,106.986884973,1298724910,1300816233,2312203.279174119234,2312227.484302349389,retrograde
NorthNode,302.485227850,302.428004955,1299958510,1300564600,2312217.556950260885,2312224.571880766191,retrograde
NorthNode,302.433951522,302.428084398,1300883389,1301205894,2312228.261575519107,2312231.994268486276,retrograde
NorthNode,302.482740721,302.338661638,1301813630,1302480368,2312239.028247617185,2312246.745128339157,retrograde
Pluto,41.535799888,39.568520938,1302318994,1316577250,2312244.877369790338,2312409.903478524648,retrograde
NorthNode,302.415971268,301.951529275,1302928596,1303775719,2312251.932950417511,2312261.737618274987,retrograde
NorthNode,302.036996298,301.415457117,1304176240,1305005312,2312266.373275196180,2312275.969018676318,retrograde
NorthNode,301.456724121,300.170372763,1305277697,1306346039,2312279.121625393629,2312291.486686956137,retrograde
Saturn,68.238819030,61.284647651,1305782535,1317352891,2312284.964651331306,2312418.880806066096,retrograde
NorthNode,300.185018551,299.050404422,1306530783,1307538932,2312293.624933178537,2312305.293319940567,retrograde
NorthNode,299.051628688,297.170573787,1307614595,1308871288,2312306.169049979188,2312320.714113972150,retrograde
Mercury,230.791257197,214.750107740,1308727648,1310469689,2312319.051612026989,2312339.214116275311,retrograde
NorthNode,297.170784431,295.980255813,1308914107,1309951031,2312321.209701886401,2312333.211128701456,retrograde
Uranus,113.516925715,109.398769727,1309176742,1322068403,2312324.249451220967,2312473.458489780314,retrograde
NorthNode,295.986986104,294.443182237,1310086170,1311208489,2312334.775238129310,2312347.765043888241,retrograde
NorthNode,294.482603644,293.783617146,1311472926,1312304093,2312350.825663222931,2312360.445651445538,retrograde
NorthNode,293.852643218,293.203275707,1312646216,1313552900,2312364.405403877608,2312374.899436926469,retrograde
NorthNode,293.304245565,293.132133670,1314022409,1314672606,2312380.333562402055,2312387.858994661830,retrograde
NorthNode,293.194576697,293.171035932,1315218379,1315722969,2312394.175810712390,2312400.015970448963,retrograde
Neptune,189.610722823,186.826030396,1315488056,1329186711,2312397.297066613100,2312555.846324483864,retrograde
NorthNode,293.172638966,293.108714639,1315912013,1316562379,2312402.203986562788,2312409.731361802667,retrograde
NorthNode,293.173732813,292.890310149,1317044467,1317797899,2312415.311090089381,2312424.031369886361,retrograde
Venus,343.271858507,327.265173604,1317503379,1321103156,2312420.622564869002,2312462.286656165496,retrograde
Mercury,336.060477834,321.343683314,1318093257,1320002098,2312427.449862092733,2312449.542926229537,retrograde
NorthNode,293.002553037,292.427318666,1318269578,1319095806,2312429.490618195385,2312439.053442030214,retrograde
Mars,192.906589360,174.126644909,1318488399,1325396667,2312432.023260253482,2312511.980068148114,retrograde
NorthNode,292.482202353,291.468289313,1319401723,1320378963,2312442.594139213674,2312453.904788901098,retrograde
NorthNode,291.498897036,290.338685122,1320623359,1321626247,2312456.733446971513,2312468.340950974263,retrograde
NorthNode,290.343046378,288.698536224,1321742085,1322952098,2312469.681672022678,2312483.686451856978,retrograde
NorthNode,288.698548442,287.408311380,1322969040,1324076002,2312483.882530516014,2312496.694589918479,retrograde
NorthNode,287.409901982,285.893108991,1324158605,1325305063,2312497.650644237176,2312510.919834972359,retrograde
NorthNode,285.914075470,285.072273349,1325519638,1326422334,2312513.403339930810,2312523.851212829351,retrograde
NorthNode,285.112402194,284.302517357,1326693782,1327648961,2312526.992976466194,2312538.048285885714,retrograde
NorthNode,284.393287360,284.093399789,1328071105,1328784633,2312542.934213979170,2312551.192632993683,retrograde
Mercury,97.739002272,88.508577147,1328639226,1330723874,2312549.509687267244,2312573.637561462820,retrograde
NorthNode,284.168161640,283.995376816,1329235890,1330000305,2312556.415515406057,2312565.262919494882,retrograde
NorthNode,284.036781347,284.035979408,1330610407,1330772917,2312572.324281738140,2312574.205183393322,retrograde
NorthNode,284.045003584,283.976029495,1331158288,1331786888,2312578.665497217327,2312585.940965251997,retrograde
NorthNode,284.069407157,283.756443847,1332357738,1333141540,2312592.548025446944,2312601.619802941568,retrograde
Jupiter,14.481435590,4.533051552,1333238248,1343418004,2312602.739111691713,2312720.560359820724,retrograde
NorthNode,283.826319293,283.291354679,1333523280,1334348284,2312606.038094085641,2312615.586744358763,retrograde
Pluto,42.484110301,40.517829095,1333953775,1348224351,2312611.020665685646,2312776.189379594289,retrograde
NorthNode,283.364038260,282.426644923,1334711131,1335668211,2312619.786369364709,2312630.863675611094,retrograde
NorthNode,282.448081333,281.223142971,1335875308,1336919258,2312633.260642047040,2312645.343386298046,retrograde
NorthNode,281.229216582,279.798965882,1337057158,1338193340,2312646.939459224232,2312660.089706095867,retrograde
NorthNode,279.798993412,278.212168185,1338214221,1339396338,2312660.331386991777,2312674.013302848674,retrograde
Saturn,82.473147771,75.510423891,1338586538,1350124684,2312664.640609733760,2312798.183969169855,retrograde
Mercury,214.811404119,199.048878385,1338828051,1340618205,2312667.435902521014,2312688.155274771154,retrograde
NorthNode,278.214662258,276.949950894,1339497061,1340547817,2312675.179071770050,2312687.340603402816,retrograde
NorthNode,276.965285118,275.793673601,1340727261,1341738934,2312689.417503331788,2312701.126681159250,retrograde
Uranus,118.137833002,114.015322474,1341139961,1354027007,2312694.194121123292,2312843.349743890576,retrograde
NorthNode,275.859635915,275.246782115,1342073667,1342899971,2312705.000900372863,2312714.564603602514,retrograde
NorthNode,275.320280393,274.898330716,1343266716,1344089498,2312718.809341166168,2312728.332274401560,retrograde
NorthNode,275.005840036,274.916705237,1344643975,1345268650,2312734.749834693037,2312741.979870868847,retrograde
NorthNode,274.933495713,274.933395842,1345739255,1345815558,2312747.426693947054,2312748.309828246944,retrograde
NorthNode,274.977715347,274.788596776,1346446540,1347203460,2312755.612862970680,2312764.373503832147,retrograde
Neptune,191.787512306,189.003515394,1347225368,1360938380,2312764.627071819268,2312923.342487472109,retrograde
NorthNode,274.868275529,274.512574574,1347645032,1348378229,2312769.484288594685,2312777.970370398834,retrograde
Mercury,319.669191415,304.180565132,1348215148,1350059851,2312776.082863107324,2312797.433585226536,retrograde
NorthNode,274.612715111,273.705088782,1348798564,1349751352,2312782.835361483507,2312793.862994959578,retrograde
NorthNode,273.742580357,272.751326841,1350006372,1350949363,2312796.814618968405,2312807.728862133808,retrograde
NorthNode,272.767769994,271.191609195,1351142700,1352288102,2312809.966559533961,2312823.223527472466,retrograde
NorthNode,271.192282424,269.793047861,1352348999,1353480779,2312823.928355360404,2312837.027661401778,retrograde
NorthNode,269.793288476,268.278016980,1353526707,1354682087,2312837.559230160899,2312850.931691480801,retrograde
NorthNode,268.284953637,267.155096518,1354818171,1355825167,2312852.506736710668,2312864.161778331734,retrograde
NorthNode,267.194851961,266.360083385,1356100928,1357026213,2312867.353463213891,2312878.062779870816,retrograde
NorthNode,266.415556114,265.901211219,1357343780,1358177596,2312881.738321394660,2312891.388967684470,retrograde
Mercury,77.697007807,69.116750727,1358509106,1360579741,2312895.225889228284,2312919.191576324403,retrograde
NorthNode,266.008292600,265.790857157,1358669257,1359386256,2312897.079493763857,2312905.378086635843,retrograde
NorthNode,265.846521297,265.794090642,1359870002,1360530386,2312910.976997926831,2312918.620331495069,retrograde
NorthNode,265.794813262,265.770491541,1360683164,1361227983,2312920.388598830439,2312926.694372648373,retrograde
NorthNode,265.822982208,265.676739988,1361757841,1362401365,2312932.826991993934,2312940.275189186446,retrograde
NorthNode,265.771960632,265.237013644,1362890041,1363778146,2312945.931160937995,2312956.210155884735,retrograde
NorthNode,265.300901355,264.697326666,1364124642,1364943155,2312960.220522894524,2312969.694053868763,retrograde
NorthNode,264.743455190,263.442005921,1365236420,1366320009,2312973.088318708353,2312985.629859717563,retrograde
Pluto,43.432003453,41.466204797,1365602022,1379859331,2312977.319831545465,2313142.334971553646,retrograde
NorthNode,263.452108886,262.325516363,1366478292,1367497654,2312987.461839804426,2312999.260006829165,retrograde
NorthNode,262.326702385,260.578231917,1367575865,1368815348,2313000.165226242505,2313014.511094717309,retrograde
Venus,190.915657366,175.012906510,1367587385,1371229617,2313000.298560129479,2313042.454029345885,retrograde
Jupiter,51.061216027,41.034426575,1367977935,1378138433,2313004.818821765482,2313122.417171627283,retrograde
NorthNode,260.578443331,259.338430792,1368857199,1369915357,2313014.995483934879,2313027.242689161561,retrograde
Mercury,198.594527478,183.261678700,1368909108,1370762439,2313015.596290007234,2313037.046870209277,retrograde
NorthNode,259.346674658,257.983185839,1370066615,1371151827,2313028.993352269754,2313041.553678531200,retrograde
Saturn,96.743703352,89.780963349,1371384795,1382913529,2313044.250073343515,2313177.684495188296,retrograde
NorthNode,258.013848998,257.226162337,1371388476,1372266155,2313044.292678472586,2313054.450999002904,retrograde
NorthNode,257.309251435,256.748564542,1372644627,1373500490,2313058.831454865634,2313068.737283744849,retrograde
Uranus,122.786249002,118.660603054,1373101892,1385983431,2313064.123878455721,2313213.215761878528,retrograde
NorthNode,256.830077312,256.611627523,1373920060,1374626357,2313073.593417048454,2313081.768146117218,retrograde
NorthNode,256.691039060,256.667789089,1375227031,1375740979,2313088.720398995094,2313094.668871136382,retrograde
NorthNode,256.668321681,256.627242545,1375871499,1376454191,2313096.179512258619,2313102.923629687168,retrograde
NorthNode,256.701309889,256.364180211,1376987820,1377805759,2313109.099891291000,2313118.566781890579,retrograde
NorthNode,256.458002534,255.985894503,1378236732,1378996209,2313123.554897438735,2313132.345141150057,retrograde
Mercury,303.529220445,287.562463406,1378354157,1380139829,2313124.913985565305,2313145.581478029490,retrograde
Neptune,193.963653038,191.180809252,1378973885,1392682600,2313132.086760844104,2313290.752441729419,retrograde
NorthNode,256.055495394,254.847776040,1379337334,1380375992,2313136.293348871171,2313148.314852212556,retrograde
NorthNode,254.873405893,253.839207619,1380596948,1381547167,2313150.872213292867,2313161.870118265972,retrograde
NorthNode,253.844736161,251.952513612,1381675363,1382929499,2313163.353861124255,2313177.869325050153,retrograde
NorthNode,251.952521298,250.734494677,1382943394,1384012106,2313178.030145694502,2313190.399498160928,retrograde
NorthNode,250.736806070,249.103740896,1384107970,1385274323,2313191.509042653255,2313205.008489707485,retrograde
Mars,232.201366110,215.600008325,1385440599,1391933378,2313206.932985554449,2313282.080888156779,retrograde
NorthNode,249.123453923,248.302700301,1385476441,1386362055,2313207.347826355137,2313217.597988661379,retrograde
NorthNode,248.357205808,247.574216859,1386674046,1387617130,2313221.208997571841,2313232.124314885587,retrograde
NorthNode,247.651797245,247.359840232,1388007197,1388724056,2313236.638982930221,2313244.935958735645,retrograde
Mercury,57.862643142,49.060924988,1388364069,1390425257,2313240.769446678460,2313264.625792376697,retrograde
NorthNode,247.452246040,247.320193446,1389243070,1389972518,2313250.943065039814,2313259.385757810436,retrograde
NorthNode,247.344280588,247.344268291,1390522147,1390538540,2313265.747196781449,2313265.936933643185,retrograde
NorthNode,247.362863237,247.246775901,1391090560,1391811047,2313272.326055062003,2313280.665017094463,retrograde
NorthNode,247.336980565,247.062614047,1392338063,1393051378,2313286.764747967944,2313295.020708778873,retrograde
NorthNode,247.138502593,246.426132952,1393446472,1394376744,2313299.593557783403,2313310.360591059551,retrograde
NorthNode,246.482667715,245.711940679,1394699429,1395576711,2313314.095373545773,2313324.249098129570,retrograde
NorthNode,245.733877904,244.243939911,1395790396,1396937358,2313326.722303983755,2313339.997323093936,retrograde
NorthNode,244.247459366,243.085953301,1397049962,1398109165,2313341.300608557649,2313353.559903321788,retrograde
Pluto,44.378845062,42.412939421,1397252970,1411489026,2313343.650246462785,2313508.419408290647,retrograde
NorthNode,243.085972520,241.286919711,1398128297,1399388244,2313353.781337414868,2313368.364058196545,retrograde
Mercury,182.013961654,167.313780508,1398969552,1400893288,2313363.518090263009,2313385.783557035029,retrograde
NorthNode,241.289786849,240.240583188,1399492313,1400467331,2313369.568559767678,2313380.853489791974,retrograde
NorthNode,240.257455330,238.991136557,1400658743,1401726309,2313383.068913658150,2313395.425001820549,retrograde
NorthNode,239.047260038,238.504048201,1402038874,1402824546,2313399.042654001154,2313408.136071356013,retrograde
Jupiter,86.201174289,76.132500095,1402532380,1412771516,2313404.754522889853,2313523.263040579855,retrograde
NorthNode,238.587893469,238.146025793,1403219861,1404073958,2313412.711484647356,2313422.596867856570,retrograde
Saturn,110.951258826,103.997284468,1404163681,1415711158,2313423.635319307446,2313557.286674521863,retrograde
NorthNode,238.233962862,238.142286604,1404578883,1405192961,2313428.440901097842,2313435.548283693381,retrograde
Uranus,127.461265398,123.331881109,1405069604,1417946887,2313434.120538881980,2313583.163175261579,retrograde
NorthNode,238.166314543,238.166284558,1405735448,1405786896,2313441.827067570761,2313442.422539572231,retrograde
NorthNode,238.210094957,238.067797063,1406433856,1407113412,2313449.910499107093,2313457.775732433423,retrograde
NorthNode,238.147034706,237.703932682,1407561555,1408376328,2313462.962564330548,2313472.392817427404,retrograde
Mercury,287.544939008,271.328048520,1408499970,1410239583,2313473.823849603534,2313493.958262659609,retrograde
NorthNode,237.803325444,237.098149830,1408794790,1409647866,2313477.236126124859,2313487.109684066847,retrograde
NorthNode,237.139823785,235.845731654,1409913481,1410960939,2313490.183938056231,2313502.307294619270,retrograde
Neptune,196.140409710,193.359453716,1410714094,1424433112,2313499.450287460350,2313658.235222580843,retrograde
NorthNode,235.861121857,234.608333071,1411147544,1412184056,2313504.467074206099,2313516.463736469857,retrograde
NorthNode,234.609190548,232.768720651,1412249996,1413487595,2313517.226936932653,2313531.550996408798,retrograde
NorthNode,232.769094141,231.549353659,1413539853,1414585578,2313532.155838613398,2313544.259126529098,retrograde
NorthNode,231.556958265,230.116607443,1414726102,1415826263,2313545.885563432239,2313558.618911730126,retrograde
NorthNode,230.159157558,229.491064645,1416104304,1416938072,2313561.836977995932,2313571.487074147910,retrograde
NorthNode,229.554000449,228.953282183,1417273198,1418171964,2313575.365839645267,2313585.768228430301,retrograde
Mercury,38.675427863,28.841124874,1418249552,1420304673,2313586.666234873235,2313610.452361226082,retrograde
Venus,53.462260486,36.962492946,1418290599,1421985268,2313587.141321128234,2313629.903695074841,retrograde
NorthNode,229.053473107,228.888359840,1418653771,1419305688,2313591.344695400447,2313598.890030486509,retrograde
NorthNode,228.945843170,228.909791597,1419827137,1420459896,2313604.925319224596,2313612.248920663260,retrograde
NorthNode,228.909872340,228.866216875,1420532205,1421188451,2313613.085832425393,2313620.681270978414,retrograde
NorthNode,228.919232526,228.718747180,1421677574,1422385798,2313626.342412998900,2313634.539459852502,retrograde
NorthNode,228.825621230,228.327578515,1422883366,1423715374,2313640.298350038938,2313649.928070908412,retrograde
NorthNode,228.383547732,227.609652207,1424038571,1424951178,2313653.668776312843,2313664.231352468953,retrograde
NorthNode,227.651339598,226.562112857,1425235464,1426237423,2313667.521697008051,2313679.118452690542,retrograde
NorthNode,226.570258926,225.170885741,1426383835,1427519713,2313680.813034188934,2313693.959764676169,retrograde
NorthNode,225.171402316,223.804729611,1427579913,1428718053,2313694.656533104368,2313707.829449154437,retrograde
NorthNode,223.804970461,222.302181756,1428761799,1429919135,2313708.335762633011,2313721.730861271732,retrograde
Pluto,45.323708170,43.357222462,1428887153,1443130287,2313709.786617099307,2313874.637708361261,retrograde
Mercury,164.916873097,151.105424356,1429008073,1430999666,2313711.186157740653,2313734.237002998590,retrograde
NorthNode,222.313161584,221.286980446,1430089422,1431059409,2313723.701770178974,2313734.928476240486,retrograde
NorthNode,221.315284554,220.367761399,1431290445,1432263106,2313737.602497475222,2313748.860155364498,retrograde
NorthNode,220.453605254,220.029250709,1432654621,1433417363,2313753.391577180475,2313762.219604031183,retrograde
NorthNode,220.106791634,219.841939911,1433829717,1434614760,2313766.992216838524,2313776.078362260945,retrograde
NorthNode,219.916755762,219.896921231,1435213993,1435716909,2313783.013934784569,2313788.834720520303,retrograde
NorthNode,219.897031193,219.861553901,1435794119,1436381101,2313789.728355050087,2313796.522123844363,retrograde
Jupiter,119.349057410,109.293393433,1436889808,1447253808,2313802.409944318235,2313922.363643214107,retrograde
Saturn,125.005071651,118.068075665,1436917888,1448505788,2313802.734941601753,2313936.854153983295,retrograde
NorthNode,219.947996765,219.641073878,1436971096,1437763471,2313803.350772727281,2313812.521781292744,retrograde
Uranus,132.159272284,128.026837924,1437035379,1449910475,2313804.094791081734,2313953.112106998451,retrograde
NorthNode,219.719703666,219.218245805,1438161452,1438948553,2313817.128049344756,2313826.238006922416,retrograde
Mercury,271.667148459,255.364904745,1438644650,1440357015,2313822.720608130097,2313842.539647676051,retrograde
NorthNode,219.301767022,218.238693358,1439323100,1440306919,2313830.573037942871,2313841.959835911170,retrograde
NorthNode,218.262597705,217.055015489,1440517499,1441527447,2313844.397105040960,2313856.086321629584,retrograde
NorthNode,217.061612274,215.432676775,1441666551,1442842450,2313857.696318731643,2313871.306256572716,retrograde
Neptune,198.318490568,195.539250863,1442464580,1456183934,2313866.932763732038,2314025.721581797116,retrograde
NorthNode,215.432685938,213.914422025,1442856753,1444005256,2313871.471807979047,2313884.764666163363,retrograde
NorthNode,213.917456419,212.554409104,1444112155,1445189599,2313886.001919847913,2313898.472337251529,retrograde
NorthNode,212.571943874,211.517620539,1445378055,1446350275,2313900.653536767699,2313911.906082457863,retrograde
NorthNode,211.585578348,210.967344880,1446692734,1447539951,2313915.869735232554,2313925.675488258712,retrograde
NorthNode,211.038723029,210.674128133,1447910677,1448703792,2313929.966298257932,2313939.145866544917,retrograde
Mercury,20.318620544,9.008667848,1448196604,1450235842,2313933.275641813874,2313956.877927444875,retrograde
NorthNode,210.776830104,210.688217076,1449263249,1449906564,2313945.621066191234,2313953.066837307066,retrograde
NorthNode,210.738766398,210.578942055,1451060660,1451819129,2313966.424432555214,2313975.203011840582,retrograde
NorthNode,210.654219195,210.369237693,1452279021,1452986122,2313980.525830553845,2313988.709870892577,retrograde
NorthNode,210.461226299,209.666841088,1453412448,1454363650,2313993.644202075899,2314004.653489014134,retrograde
Mars,287.208413297,275.585029713,1454104024,1459649339,2314001.648556631990,2314065.830438933335,retrograde
NorthNode,209.708795011,208.909562653,1454642145,1455535676,2314007.876800459810,2314018.218604919501,retrograde
NorthNode,208.931787598,207.449882611,1455756298,1456897649,2314020.772093307227,2314033.982170444913,retrograde
NorthNode,207.451968986,206.235977557,1456989248,1458090277,2314035.042346938513,2314047.785741289146,retrograde
NorthNode,206.235979702,204.612509053,1458099867,1459324546,2314047.896731385030,2314062.071255657822,retrograde
Mercury,147.132750778,134.486570539,1459020240,1461067926,2314058.549202539027,2314082.249270960689,retrograde
NorthNode,204.615307272,203.496033817,1459425472,1460438325,2314063.239388320595,2314074.962221767753,retrograde
Pluto,46.266479842,44.299268862,1460521590,1474773536,2314075.925932792015,2314240.879010199569,retrograde
NorthNode,203.519311804,202.462803855,1460662410,1461664106,2314077.555802034214,2314089.149507127702,retrograde
NorthNode,202.508427833,201.903906962,1461949857,1462791360,2314092.456800920889,2314102.196427695453,retrograde
NorthNode,202.004770803,201.655175736,1463235098,1464018609,2314107.332284889184,2314116.400691264309,retrograde
NorthNode,201.726455995,201.615140946,1464476836,1465151083,2314121.704250406474,2314129.508034640923,retrograde
NorthNode,201.640960751,201.640758954,1465704406,1465802922,2314135.912235987373,2314137.052467024885,retrograde
NorthNode,201.676321596,201.567364256,1466386962,1467009138,2314143.812189330347,2314151.013300362043,retrograde
NorthNode,201.660350397,201.164645594,1467508826,1468378966,2314156.796728856862,2314166.867790966295,retrograde
Venus,265.134607494,249.862017042,1468712618,1472246590,2314170.729502325878,2314211.631958724931,retrograde
NorthNode,201.244476945,200.647723715,1468756500,1469554341,2314171.237398799509,2314180.471665233374,retrograde
