body,celestialTimeDegrees,utOffsetSeconds,utJulianDay,sequenceBefore,sequenceAfter,userFacingStation
NorthNode,208.470993450,3213596305,2334366.142545563169,increasing,decreasing,station_retrograde
Mars,121.824270403,3214184348,2334372.948594414629,decreasing,increasing,station_direct
NorthNode,207.929750837,3214383654,2334375.255385180935,decreasing,increasing,station_direct
NorthNode,208.006412770,3214764163,2334379.659418404102,increasing,decreasing,station_retrograde
Pluto,100.154917978,3215178031,2334384.449561550282,decreasing,increasing,station_direct
NorthNode,207.577406431,3215616175,2334389.520675520413,decreasing,increasing,station_direct
NorthNode,207.669860381,3216144475,2334395.635256300680,increasing,decreasing,station_retrograde
NorthNode,207.584666219,3216753653,2334402.685927937739,decreasing,increasing,station_direct
NorthNode,207.643489414,3217972493,2334416.792869370431,increasing,decreasing,station_retrograde
NorthNode,207.510000967,3218677737,2334424.955416764133,decreasing,increasing,station_direct
NorthNode,207.579362922,3219123636,2334430.116286009550,increasing,decreasing,station_retrograde
NorthNode,207.247057260,3219886121,2334438.941336741671,decreasing,increasing,station_direct
NorthNode,207.346058652,3220329018,2334444.067468369380,increasing,decreasing,station_retrograde
Neptune,320.924976094,3220418836,2334445.107025974430,increasing,decreasing,station_retrograde
Mercury,82.018330594,3220736475,2334448.783397719264,increasing,decreasing,station_retrograde
NorthNode,206.693911136,3221203696,2334454.191047284752,decreasing,increasing,station_direct
NorthNode,206.735639818,3221480400,2334457.393644524738,increasing,decreasing,station_retrograde
NorthNode,205.760918294,3222453843,2334468.660351849161,decreasing,increasing,station_direct
NorthNode,205.784035700,3222679406,2334471.271031155251,increasing,decreasing,station_retrograde
Mercury,73.385300909,3222810015,2334472.782709248364,decreasing,increasing,station_direct
NorthNode,204.589837765,3223725670,2334483.380563777871,decreasing,increasing,station_direct
NorthNode,204.592267364,3223821597,2334484.490832011215,increasing,decreasing,station_retrograde
NorthNode,203.079041727,3225017404,2334498.331194647588,decreasing,increasing,station_direct
NorthNode,203.079043733,3225026842,2334498.440430335701,increasing,decreasing,station_retrograde
Uranus,16.038146430,3225520701,2334504.156391345896,increasing,decreasing,station_retrograde
NorthNode,201.780048698,3226156354,2334511.513479707763,decreasing,increasing,station_direct
NorthNode,201.782295985,3226249651,2334512.593305527233,increasing,decreasing,station_retrograde
NorthNode,200.374654686,3227361824,2334525.465681486763,decreasing,increasing,station_direct
NorthNode,200.398520746,3227588544,2334528.089754357003,increasing,decreasing,station_retrograde
NorthNode,199.549861271,3228501542,2334538.656861335039,decreasing,increasing,station_direct
NorthNode,199.592579759,3228779411,2334541.872937878594,increasing,decreasing,station_retrograde
Jupiter,40.814563638,3228955929,2334543.915971830487,increasing,decreasing,station_retrograde
NorthNode,198.830995284,3229707463,2334552.614282364957,decreasing,increasing,station_direct
NorthNode,198.931066841,3230148864,2334557.723092728294,increasing,decreasing,station_retrograde
NorthNode,198.641221583,3230863886,2334565.998802495189,decreasing,increasing,station_direct
Mercury,202.288920572,3231100032,2334568.731975242496,increasing,decreasing,station_retrograde
NorthNode,198.714108845,3231319933,2334571.277124744840,increasing,decreasing,station_retrograde
NorthNode,198.571179785,3232060384,2334579.847165514715,decreasing,increasing,station_direct
NorthNode,198.598055882,3232632045,2334586.463612803258,increasing,decreasing,station_retrograde
NorthNode,198.598009312,3232692322,2334587.161266759038,decreasing,increasing,station_direct
Pluto,103.535365012,3232823263,2334588.676785738207,increasing,decreasing,station_retrograde
Mercury,186.872749004,3232942239,2334590.053818039596,decreasing,increasing,station_direct
NorthNode,198.624284273,3233237224,2334593.467997529544,increasing,decreasing,station_retrograde
Saturn,98.390732484,3233384685,2334595.174723327160,increasing,decreasing,station_retrograde
NorthNode,198.519760271,3233872892,2334600.825264940970,decreasing,increasing,station_direct
Neptune,318.136148739,3234220789,2334604.851848431863,decreasing,increasing,station_direct
NorthNode,198.627602766,3234416052,2334607.111836431548,increasing,decreasing,station_retrograde
Venus,247.809972059,3234426845,2334607.236762197688,increasing,decreasing,station_retrograde
NorthNode,198.181385087,3235247632,2334616.736603290774,decreasing,increasing,station_direct
NorthNode,198.252333525,3235606261,2334620.887410681695,increasing,decreasing,station_retrograde
NorthNode,197.610759484,3236441852,2334630.558597966097,decreasing,increasing,station_direct
NorthNode,197.672876944,3236766522,2334634.316359072924,increasing,decreasing,station_retrograde
NorthNode,196.447449446,3237788093,2334646.140096966177,decreasing,increasing,station_direct
NorthNode,196.460917782,3237957851,2334648.104881305248,increasing,decreasing,station_retrograde
Venus,232.501942962,3237974611,2334648.298864627257,decreasing,increasing,station_direct
Uranus,12.098659661,3238702420,2334656.722582248040,decreasing,increasing,station_direct
NorthNode,195.128991215,3239022582,2334660.428156232461,decreasing,increasing,station_direct
NorthNode,195.130609049,3239108566,2334661.423343206756,increasing,decreasing,station_retrograde
Jupiter,30.808917156,3239112965,2334661.474262304604,decreasing,increasing,station_direct
NorthNode,193.470282228,3240292233,2334675.123197534122,decreasing,increasing,station_direct
NorthNode,193.470394042,3240325219,2334675.504977520555,increasing,decreasing,station_retrograde
Mercury,307.165413694,3240533361,2334677.914022892714,increasing,decreasing,station_retrograde
NorthNode,191.985057103,3241447707,2334688.496732511558,decreasing,increasing,station_direct
NorthNode,191.994986518,3241608542,2334690.358247927390,increasing,decreasing,station_retrograde
Mercury,291.258019120,3242327759,2334698.682517334819,decreasing,increasing,station_direct
NorthNode,190.767830615,3242629764,2334702.177952972241,decreasing,increasing,station_direct
NorthNode,190.797285003,3242859472,2334704.836613195948,increasing,decreasing,station_retrograde
NorthNode,189.890716483,3243794525,2334715.658985380083,decreasing,increasing,station_direct
NorthNode,189.980885109,3244189605,2334720.231672080234,increasing,decreasing,station_retrograde
Saturn,91.428274900,3244922137,2334728.710048489273,decreasing,increasing,station_direct
NorthNode,189.510578874,3244984671,2334729.433818171732,decreasing,increasing,station_direct
NorthNode,189.587242265,3245395312,2334734.186605092138,increasing,decreasing,station_retrograde
NorthNode,189.348131057,3246149524,2334742.915915924124,decreasing,increasing,station_direct
NorthNode,189.423704330,3246760318,2334749.985291962512,increasing,decreasing,station_retrograde
Pluto,101.360976706,3246832055,2334750.815573376603,decreasing,increasing,station_direct
NorthNode,189.404776183,3247260321,2334755.772361056879,decreasing,increasing,station_direct
NorthNode,189.404962347,3247354614,2334756.863711619750,increasing,decreasing,station_retrograde
NorthNode,189.371166230,3247933203,2334763.560342646204,decreasing,increasing,station_direct
NorthNode,189.447304838,3248505778,2334770.187367100269,increasing,decreasing,station_retrograde
NorthNode,189.153080379,3249314047,2334779.542340031825,decreasing,increasing,station_direct
NorthNode,189.230667522,3249725735,2334784.307240864262,increasing,decreasing,station_retrograde
NorthNode,188.815313681,3250480137,2334793.038750348613,decreasing,increasing,station_direct
Mercury,62.110857456,3250592007,2334794.333545528352,increasing,decreasing,station_retrograde
NorthNode,188.892612337,3250855983,2334797.388817611150,increasing,decreasing,station_retrograde
NorthNode,187.900155790,3251856501,2334808.968888725154,decreasing,increasing,station_direct
NorthNode,187.926730527,3252084766,2334811.610849604942,increasing,decreasing,station_retrograde
Neptune,323.142779778,3252172012,2334812.620636052452,increasing,decreasing,station_retrograde
Mercury,53.410177928,3252652750,2334818.184734702110,decreasing,increasing,station_direct
NorthNode,186.969040444,3253034203,2334822.599701894447,decreasing,increasing,station_direct
NorthNode,186.978869537,3253198131,2334824.497010478750,increasing,decreasing,station_retrograde
NorthNode,185.403139884,3254388033,2334838.269030909054,decreasing,increasing,station_direct
NorthNode,185.403314797,3254427693,2334838.728057567030,increasing,decreasing,station_retrograde
NorthNode,184.139948000,3255537114,2334851.568578886800,decreasing,increasing,station_direct
NorthNode,184.140449773,3255596543,2334852.256411462091,increasing,decreasing,station_retrograde
NorthNode,182.649267439,3256762470,2334865.750936318189,decreasing,increasing,station_direct
NorthNode,182.658110246,3256913581,2334867.499905183911,increasing,decreasing,station_retrograde
Uranus,20.066381307,3257436651,2334873.553963708691,increasing,decreasing,station_retrograde
NorthNode,181.647793011,3257882779,2334878.717475593090,decreasing,increasing,station_direct
NorthNode,181.688939947,3258164110,2334881.973627367988,increasing,decreasing,station_retrograde
NorthNode,180.853266660,3259105673,2334892.871341176331,decreasing,increasing,station_direct
NorthNode,180.912533800,3259436473,2334896.700042777695,increasing,decreasing,station_retrograde
NorthNode,180.452050304,3260237711,2334905.973628272302,decreasing,increasing,station_direct
NorthNode,180.559472972,3260734677,2334911.725558193401,increasing,decreasing,station_retrograde
Mercury,185.782682512,3261164512,2334916.700499430299,increasing,decreasing,station_retrograde
NorthNode,180.348787890,3261464527,2334920.172891452909,decreasing,increasing,station_direct
NorthNode,180.400946078,3261963160,2334925.944102897309,increasing,decreasing,station_retrograde
NorthNode,180.368607354,3262585364,2334933.145547911525,decreasing,increasing,station_direct
NorthNode,180.368607598,3262595645,2334933.264538042247,increasing,decreasing,station_retrograde
Mercury,170.956995929,3263075730,2334938.821077510715,decreasing,increasing,station_direct
NorthNode,180.319457937,3263303062,2334941.452239107341,decreasing,increasing,station_direct
Jupiter,76.507952233,3263571576,2334944.560036465526,increasing,decreasing,station_retrograde
NorthNode,180.387426442,3263834315,2334947.600994192995,increasing,decreasing,station_retrograde
NorthNode,180.197538233,3264495065,2334955.248564535752,decreasing,increasing,station_direct
Pluto,104.764049272,3264498873,2334955.292633441277,increasing,decreasing,station_retrograde
NorthNode,180.294600452,3264952434,2334960.542192351073,increasing,decreasing,station_retrograde
NorthNode,179.619842335,3265869670,2334971.158343479037,decreasing,increasing,station_direct
Neptune,320.351433368,3265965130,2334972.263208315708,decreasing,increasing,station_direct
Saturn,112.579877050,3266158790,2334974.504645921290,increasing,decreasing,station_retrograde
NorthNode,179.684131585,3266202070,2334975.005561351776,increasing,decreasing,station_retrograde
NorthNode,178.967548139,3267041817,2334984.724864027463,decreasing,increasing,station_direct
NorthNode,179.003335228,3267296643,2334987.674230653793,increasing,decreasing,station_retrograde
NorthNode,177.419702791,3268428882,2335000.778850561939,decreasing,increasing,station_direct
NorthNode,177.425225284,3268554551,2335002.233352299780,increasing,decreasing,station_retrograde
NorthNode,176.199382290,3269602686,2335014.364551325329,decreasing,increasing,station_direct
NorthNode,176.199462219,3269633415,2335014.720213344321,increasing,decreasing,station_retrograde
Uranus,16.119985454,3270602815,2335025.940118110739,decreasing,increasing,station_direct
Mercury,291.155600642,3270678597,2335026.817227050662,increasing,decreasing,station_retrograde
NorthNode,174.263376794,3270890659,2335029.271646109410,decreasing,increasing,station_direct
NorthNode,174.265405837,3270979400,2335030.298734199256,increasing,decreasing,station_retrograde
NorthNode,173.107650263,3271974584,2335041.817070612684,decreasing,increasing,station_direct
NorthNode,173.127407847,3272177327,2335044.163635294884,increasing,decreasing,station_retrograde
Mercury,274.964826112,3272424670,2335047.026400610805,decreasing,increasing,station_direct
NorthNode,171.847654907,3273227226,2335056.315246897750,decreasing,increasing,station_direct
Mars,174.545552497,3273298667,2335057.142105135135,increasing,decreasing,station_retrograde
NorthNode,171.898715946,3273519953,2335059.703287353739,increasing,decreasing,station_retrograde
Jupiter,66.446857994,3273775637,2335062.662596203387,decreasing,increasing,station_direct
NorthNode,171.305114839,3274330806,2335069.088159626350,decreasing,increasing,station_direct
NorthNode,171.403705966,3274758056,2335074.033181193285,increasing,decreasing,station_retrograde
NorthNode,171.002585799,3275578293,2335083.526667124592,decreasing,increasing,station_direct
NorthNode,171.079510982,3276052910,2335089.019918913022,increasing,decreasing,station_retrograde
NorthNode,170.982473522,3276695479,2335096.457056749612,decreasing,increasing,station_direct
NorthNode,171.004799204,3277216399,2335102.486225920729,increasing,decreasing,station_retrograde
NorthNode,171.004469135,3277332813,2335103.833605720662,decreasing,increasing,station_direct
Saturn,105.627193275,3277715981,2335108.268425747752,decreasing,increasing,station_direct
NorthNode,171.045886150,3277942660,2335110.892029472627,increasing,decreasing,station_retrograde
Pluto,102.581267484,3278485287,2335117.172424555756,decreasing,increasing,station_direct
NorthNode,170.927378847,3278581421,2335118.285090455785,decreasing,increasing,station_direct
NorthNode,171.010139003,3279056055,2335123.778547138907,increasing,decreasing,station_retrograde
NorthNode,170.553266732,3279911282,2335133.677006524988,decreasing,increasing,station_direct
Mars,155.248390339,3280296143,2335138.131408304907,decreasing,increasing,station_direct
NorthNode,170.637123334,3280308704,2335138.276794205420,increasing,decreasing,station_retrograde
Mercury,42.783385880,3280468689,2335140.128475189209,increasing,decreasing,station_retrograde
NorthNode,170.068000915,3281112148,2335147.575918347575,decreasing,increasing,station_direct
NorthNode,170.115280396,3281404250,2335150.956726530567,increasing,decreasing,station_retrograde
NorthNode,168.871056103,3282474731,2335163.346554670483,decreasing,increasing,station_direct
Mercury,33.169590082,3282525118,2335163.929736502469,decreasing,increasing,station_direct
NorthNode,168.886734874,3282664643,2335165.544602048583,increasing,decreasing,station_retrograde
NorthNode,167.846243523,3283647599,2335176.921406822279,decreasing,increasing,station_direct
NorthNode,167.848410797,3283741935,2335178.013261568733,increasing,decreasing,station_retrograde
Neptune,325.359302334,3283922209,2335180.099766687490,increasing,decreasing,station_retrograde
Venus,105.255378853,3284808400,2335190.356605706736,increasing,decreasing,station_retrograde
NorthNode,166.079085199,3285006032,2335192.644021219574,decreasing,increasing,station_direct
NorthNode,166.079110043,3285027231,2335192.889378448017,increasing,decreasing,station_retrograde
NorthNode,164.952970412,3286080114,2335205.075521880761,decreasing,increasing,station_direct
NorthNode,164.956436196,3286191403,2335206.363585384563,increasing,decreasing,station_retrograde
NorthNode,163.459006058,3287343556,2335219.698696323670,decreasing,increasing,station_direct
NorthNode,163.482936863,3287566661,2335222.280924020335,increasing,decreasing,station_retrograde
NorthNode,162.742954549,3288430856,2335232.283178623766,decreasing,increasing,station_direct
Venus,88.751868109,3288538317,2335233.526949221268,decreasing,increasing,station_direct
NorthNode,162.796374779,3288744225,2335235.910141175613,increasing,decreasing,station_retrograde
Uranus,24.106653056,3289353009,2335242.956249401905,increasing,decreasing,station_retrograde
NorthNode,162.061783514,3289686854,2335246.820201966912,decreasing,increasing,station_direct
NorthNode,162.143983414,3290097918,2335251.577876372263,increasing,decreasing,station_retrograde
NorthNode,161.885721953,3290794349,2335259.638421318494,decreasing,increasing,station_direct
Mercury,168.778910013,3291207194,2335264.416719041765,increasing,decreasing,station_retrograde
NorthNode,161.970580055,3291307022,2335265.572146150284,increasing,decreasing,station_retrograde
NorthNode,161.853342813,3292041733,2335274.075743561611,decreasing,increasing,station_direct
NorthNode,161.868435005,3292509863,2335279.493911729194,increasing,decreasing,station_retrograde
NorthNode,161.868195616,3292616027,2335280.722667103633,decreasing,increasing,station_direct
NorthNode,161.896675421,3293161680,2335287.038086926565,increasing,decreasing,station_retrograde
Mercury,154.795909797,3293187114,2335287.332469917834,decreasing,increasing,station_direct
NorthNode,161.756975883,3293876958,2335295.316772366874,decreasing,increasing,station_direct
NorthNode,161.859055952,3294404254,2335301.419734764844,increasing,decreasing,station_retrograde
NorthNode,161.516922357,3295149661,2335310.047129717655,decreasing,increasing,station_direct
NorthNode,161.590648900,3295520486,2335314.339082122780,increasing,decreasing,station_retrograde
Pluto,106.007248292,3296164005,2335321.787222805433,increasing,decreasing,station_retrograde
NorthNode,160.782693693,3296453869,2335325.142132179812,decreasing,increasing,station_direct
NorthNode,160.837811833,3296764075,2335328.732480426319,increasing,decreasing,station_retrograde
NorthNode,159.910956274,3297681362,2335339.349226749502,decreasing,increasing,station_direct
Neptune,322.565810647,3297718413,2335339.778054193594,decreasing,increasing,station_direct
NorthNode,159.926633495,3297863687,2335341.459466131404,increasing,decreasing,station_retrograde
Jupiter,110.284075206,3297987994,2335342.898208044469,increasing,decreasing,station_retrograde
Saturn,126.617157859,3298915131,2335353.628953509033,increasing,decreasing,station_retrograde
NorthNode,158.262045747,3299030907,2335354.968959269114,decreasing,increasing,station_direct
NorthNode,158.263461467,3299112227,2335355.910158548504,increasing,decreasing,station_retrograde
NorthNode,156.964761056,3300196826,2335368.463391796686,decreasing,increasing,station_direct
NorthNode,156.964815559,3300223102,2335368.767513177358,increasing,decreasing,station_retrograde
Mercury,275.263621690,3300823754,2335375.719498910010,increasing,decreasing,station_retrograde
NorthNode,155.109487054,3301449379,2335382.960532015190,decreasing,increasing,station_direct
NorthNode,155.118541301,3301602420,2335384.731837726198,increasing,decreasing,station_retrograde
Uranus,20.153107572,3302509306,2335395.228203856386,decreasing,increasing,station_direct
Mercury,258.967615850,3302539603,2335395.578864142299,decreasing,increasing,station_direct
NorthNode,154.105997918,3302540391,2335395.587983600795,decreasing,increasing,station_direct
NorthNode,154.136519477,3302774747,2335398.300442823209,increasing,decreasing,station_retrograde
NorthNode,153.021336950,3303789004,2335410.039524991065,decreasing,increasing,station_direct
NorthNode,153.103512717,3304162147,2335414.358315454796,increasing,decreasing,station_retrograde
NorthNode,152.691268685,3304902322,2335422.925152534619,decreasing,increasing,station_direct
NorthNode,152.779708040,3305337742,2335427.964735865593,increasing,decreasing,station_retrograde
NorthNode,152.503885800,3306139330,2335437.242376777343,decreasing,increasing,station_direct
NorthNode,152.568703488,3306709707,2335443.843958226033,increasing,decreasing,station_retrograde
NorthNode,152.552713685,3307171673,2335449.190789807588,decreasing,increasing,station_direct
NorthNode,152.552974726,3307275991,2335450.398167642765,increasing,decreasing,station_retrograde
NorthNode,152.506711697,3307907489,2335457.707176689990,decreasing,increasing,station_direct
Jupiter,100.218260528,3308311456,2335462.382720217109,decreasing,increasing,station_direct
NorthNode,152.597660459,3308497664,2335464.537906149402,increasing,decreasing,station_retrograde
NorthNode,152.327268584,3309243407,2335473.169190603308,decreasing,increasing,station_direct
NorthNode,152.403112968,3309641509,2335477.776851425879,increasing,decreasing,station_retrograde
Pluto,103.815650620,3310154362,2335483.712653149851,decreasing,increasing,station_direct
Mercury,24.286235508,3310403686,2335486.598340973258,increasing,decreasing,station_retrograde
NorthNode,151.851433753,3310482913,2335487.515320052393,decreasing,increasing,station_direct
Saturn,119.681971044,3310506189,2335487.784721657634,decreasing,increasing,station_direct
NorthNode,151.929577786,3310854350,2335491.814368790016,increasing,decreasing,station_retrograde
NorthNode,151.069802362,3311771459,2335502.429050026461,decreasing,increasing,station_direct
NorthNode,151.094900308,3311991842,2335504.979784672149,increasing,decreasing,station_retrograde
Mercury,13.242361736,3312447986,2335510.259218841791,decreasing,increasing,station_direct
NorthNode,149.828891722,3313057018,2335517.308205008507,decreasing,increasing,station_direct
NorthNode,149.835940973,3313202597,2335518.993142247200,increasing,decreasing,station_retrograde
NorthNode,148.540704617,3314296487,2335531.653913551942,decreasing,increasing,station_direct
NorthNode,148.540802784,3314328952,2335532.029659987427,increasing,decreasing,station_retrograde
NorthNode,146.933600147,3315542729,2335546.078011717647,decreasing,increasing,station_direct
NorthNode,146.934968173,3315626057,2335547.042455002666,increasing,decreasing,station_retrograde
Neptune,327.575419350,3315680192,2335547.669012877159,increasing,decreasing,station_retrograde
NorthNode,145.777466201,3316665750,2335559.075940457173,decreasing,increasing,station_direct
NorthNode,145.787655422,3316824628,2335560.914797542617,increasing,decreasing,station_retrograde
NorthNode,144.571580569,3317883799,2335573.173729011789,decreasing,increasing,station_direct
NorthNode,144.619876034,3318185495,2335576.665578038432,increasing,decreasing,station_retrograde
NorthNode,144.002545966,3319017695,2335586.297519557178,decreasing,increasing,station_direct
NorthNode,144.063669895,3319357806,2335590.233996136114,increasing,decreasing,station_retrograde
NorthNode,143.549708400,3320231544,2335600.346696370281,decreasing,increasing,station_direct
NorthNode,143.650553957,3320735182,2335606.175849775784,increasing,decreasing,station_retrograde
Mercury,151.117760508,3321223771,2335611.830811552703,increasing,decreasing,station_retrograde
Uranus,28.160854926,3321272148,2335612.390725440346,increasing,decreasing,station_retrograde
NorthNode,143.503961440,3321384417,2335613.690139710903,decreasing,increasing,station_direct
NorthNode,143.552683816,3321901210,2335619.671534149908,increasing,decreasing,station_retrograde
NorthNode,143.530895113,3322420836,2335625.685728184879,decreasing,increasing,station_direct
NorthNode,143.531839615,3322587189,2335627.611106360331,increasing,decreasing,station_retrograde
Mercury,138.256415566,3323263337,2335635.436894595623,decreasing,increasing,station_direct
NorthNode,143.469666032,3323274871,2335635.570398868993,decreasing,increasing,station_direct
NorthNode,143.528641945,3323756716,2335641.147304435261,increasing,decreasing,station_retrograde
NorthNode,143.311869882,3324454763,2335649.226545122452,decreasing,increasing,station_direct
NorthNode,143.421042988,3324941468,2335654.859715565108,increasing,decreasing,station_retrograde
NorthNode,142.830752052,3325810140,2335664.913781034760,decreasing,increasing,station_direct
NorthNode,142.885228627,3326119802,2335668.497837188654,increasing,decreasing,station_retrograde
NorthNode,142.060082740,3327023129,2335678.953010959551,decreasing,increasing,station_direct
NorthNode,142.098180707,3327291104,2335682.054568103515,increasing,decreasing,station_retrograde
Pluto,107.264865042,3327832365,2335688.319166996516,increasing,decreasing,station_retrograde
NorthNode,140.807999290,3328342241,2335694.220506988466,decreasing,increasing,station_direct
NorthNode,140.813359965,3328465413,2335695.646109448746,increasing,decreasing,station_retrograde
Neptune,324.780061806,3329462788,2335707.189803984948,decreasing,increasing,station_direct
NorthNode,139.340586189,3329601679,2335708.797335904092,decreasing,increasing,station_direct
NorthNode,139.340666852,3329633323,2335709.163586901501,increasing,decreasing,station_retrograde
NorthNode,137.798733802,3330798554,2335722.650053381920,decreasing,increasing,station_direct
NorthNode,137.800123542,3330875511,2335723.540769059211,increasing,decreasing,station_retrograde
Mercury,259.432231467,3330962367,2335724.546045765281,increasing,decreasing,station_retrograde
Saturn,140.429496271,3331648143,2335732.483268536627,increasing,decreasing,station_retrograde
NorthNode,136.333856602,3331972426,2335736.236536497250,decreasing,increasing,station_direct
NorthNode,136.355750920,3332186176,2335738.710500367917,increasing,decreasing,station_retrograde
Jupiter,142.143034459,3332232943,2335739.251784481108,increasing,decreasing,station_retrograde
Mercury,243.153457193,3332669120,2335744.300129771233,decreasing,increasing,station_direct
NorthNode,135.336404234,3333139953,2335749.749587721191,decreasing,increasing,station_direct
NorthNode,135.380361816,3333411744,2335752.895310685970,increasing,decreasing,station_retrograde
NorthNode,134.593380411,3334319813,2335763.405371477827,decreasing,increasing,station_direct
Uranus,24.198903008,3334411782,2335764.469826244749,decreasing,increasing,station_direct
NorthNode,134.702665449,3334765600,2335768.564939594828,increasing,decreasing,station_retrograde
NorthNode,134.379238153,3335500768,2335777.073835625313,decreasing,increasing,station_direct
Venus,324.061836900,3335526079,2335777.366781720892,increasing,decreasing,station_retrograde
NorthNode,134.453271276,3335954529,2335782.325692059472,increasing,decreasing,station_retrograde
NorthNode,134.320700722,3336674403,2335790.657565125264,decreasing,increasing,station_direct
NorthNode,134.342559231,3337174005,2335796.439995399676,increasing,decreasing,station_retrograde
NorthNode,134.341705851,3337331263,2335798.260114596225,decreasing,increasing,station_direct
NorthNode,134.376378424,3337875222,2335804.555942051113,increasing,decreasing,station_retrograde
NorthNode,134.260934713,3338504419,2335811.838314520195,decreasing,increasing,station_direct
NorthNode,134.367362632,3339030261,2335817.924438487738,increasing,decreasing,station_retrograde
Venus,308.298424342,3339095678,2335818.681580102071,decreasing,increasing,station_direct
Mars,209.962628653,3339759374,2335826.363250161521,increasing,decreasing,station_retrograde
NorthNode,133.874414592,3339888582,2335827.858714630827,decreasing,increasing,station_direct
NorthNode,133.944282224,3340244712,2335831.980587249622,increasing,decreasing,station_retrograde
Mercury,6.575558445,3340407453,2335833.864162296057,increasing,decreasing,station_retrograde
NorthNode,133.334677052,3341063806,2335841.460847147740,decreasing,increasing,station_direct
NorthNode,133.390798149,3341378239,2335845.100115223788,increasing,decreasing,station_retrograde
Pluto,105.063808017,3341821573,2335850.231298427097,decreasing,increasing,station_direct
Mercury,353.998522228,3342416815,2335857.120666332543,decreasing,increasing,station_direct
NorthNode,132.132673198,3342430106,2335857.274506372400,decreasing,increasing,station_direct
NorthNode,132.144975232,3342597873,2335859.216246816330,increasing,decreasing,station_retrograde
Jupiter,132.116970124,3342693960,2335860.328362517059,decreasing,increasing,station_direct
Saturn,133.519363957,3343286063,2335867.181416101754,decreasing,increasing,station_direct
NorthNode,130.975756991,3343629773,2335871.159534521401,decreasing,increasing,station_direct
NorthNode,130.977466801,3343718897,2335872.191067786887,increasing,decreasing,station_retrograde
NorthNode,129.324923131,3344934078,2335886.255664166994,decreasing,increasing,station_direct
NorthNode,129.324987065,3344962147,2335886.580529454164,increasing,decreasing,station_retrograde
NorthNode,128.042124146,3346058813,2335899.273420140147,decreasing,increasing,station_direct
NorthNode,128.048520243,3346200047,2335900.908076642081,increasing,decreasing,station_retrograde
Mars,191.856203718,3346541684,2335904.862214024179,decreasing,increasing,station_direct
NorthNode,126.776358363,3347271496,2335913.309110323898,decreasing,increasing,station_direct
Neptune,329.791891115,3347432125,2335915.168239693157,increasing,decreasing,station_retrograde
NorthNode,126.798979611,3347484993,2335915.780140841380,increasing,decreasing,station_retrograde
NorthNode,125.958619277,3348407107,2335926.452751629055,decreasing,increasing,station_direct
NorthNode,126.029732071,3348769151,2335930.643075266853,increasing,decreasing,station_retrograde
NorthNode,125.467619116,3349621018,2335940.502646857873,decreasing,increasing,station_direct
NorthNode,125.537781627,3350007213,2335944.972496465780,increasing,decreasing,station_retrograde
NorthNode,125.253466466,3350763176,2335953.722074008547,decreasing,increasing,station_direct
Mercury,132.694785770,3351208425,2335958.875420555472,increasing,decreasing,station_retrograde
NorthNode,125.346119230,3351334588,2335960.335635709576,increasing,decreasing,station_retrograde
NorthNode,125.274502509,3351984030,2335967.852324099280,decreasing,increasing,station_direct
NorthNode,125.281803849,3352338006,2335971.949266158976,increasing,decreasing,station_retrograde
NorthNode,125.280492457,3352530252,2335974.174345292151,decreasing,increasing,station_direct
NorthNode,125.321445784,3353121866,2335981.021719612181,increasing,decreasing,station_retrograde
Uranus,32.229897767,3353189634,2335981.806077021174,increasing,decreasing,station_retrograde
Mercury,121.184387984,3353288907,2335982.955065697432,decreasing,increasing,station_direct
NorthNode,125.139966295,3353893454,2335989.952140008099,decreasing,increasing,station_direct
NorthNode,125.221079847,3354356042,2335995.306170860305,increasing,decreasing,station_retrograde
NorthNode,124.912633864,3355066345,2336003.527268641628,decreasing,increasing,station_direct
NorthNode,124.999433655,3355473426,2336008.238858452998,increasing,decreasing,station_retrograde
NorthNode,124.126456084,3356446817,2336019.504952248186,decreasing,increasing,station_direct
NorthNode,124.167706520,3356719325,2336022.658977435902,increasing,decreasing,station_retrograde
NorthNode,123.314179959,3357613778,2336033.011445418000,decreasing,increasing,station_direct
NorthNode,123.332812655,3357815590,2336035.347228812054,increasing,decreasing,station_retrograde
NorthNode,121.675007589,3358993503,2336048.980482458137,decreasing,increasing,station_direct
NorthNode,121.676126861,3359066639,2336049.826972533017,increasing,decreasing,station_retrograde
Pluto,108.536974424,3359499454,2336054.836399243213,increasing,decreasing,station_retrograde
NorthNode,120.405001878,3360151586,2336062.384223842062,decreasing,increasing,station_direct
NorthNode,120.405049973,3360177862,2336062.688342435285,increasing,decreasing,station_retrograde
Mercury,243.615547950,3361089974,2336073.245191372931,increasing,decreasing,station_retrograde
Neptune,326.995545055,3361212542,2336074.663805202581,decreasing,increasing,station_direct
NorthNode,118.637812178,3361400709,2336076.841663701460,decreasing,increasing,station_direct
NorthNode,118.644538987,3361535077,2336078.396854433231,increasing,decreasing,station_retrograde
NorthNode,117.564782851,3362497119,2336089.531601024792,decreasing,increasing,station_direct
NorthNode,117.600483991,3362752995,2336092.493119923398,increasing,decreasing,station_retrograde
Mercury,227.442605859,3362809490,2336093.147000163794,decreasing,increasing,station_direct
NorthNode,116.566465666,3363740299,2336103.920256648213,decreasing,increasing,station_direct
NorthNode,116.631262376,3364071097,2336107.748935324140,increasing,decreasing,station_retrograde
Saturn,153.968735306,3364353710,2336111.019914112985,increasing,decreasing,station_retrograde
