physical_degree,directional_degree_after,navigation_cell_after,lane_before,lane_after,jd_ut
0.5642191642947633,360.56421916429474,360,direct,retrograde,2297228.2678143196
358.4813517908596,358.4813517908596,358,retrograde,direct,2297393.550511759
1.6505982014289389,361.6505982014289,361,direct,retrograde,2297594.716846848
359.5727246470645,359.5727246470645,359,retrograde,direct,2297759.8146592816
2.7310074061343568,362.7310074061344,362,direct,retrograde,2297961.0907336846
0.6583124210039198,0.6583124210039198,0,retrograde,direct,2298126.0894518644
3.80605905454676,363.8060590545468,363,direct,retrograde,2298327.3890079306
1.7386494158934451,1.7386494158934451,1,retrograde,direct,2298492.3874893486
4.876641743366961,364.876641743367,364,direct,retrograde,2298693.6856609927
2.8143562792156027,2.8143562792156027,2,retrograde,direct,2298858.7620576182
5.942549841086701,365.9425498410867,365,direct,retrograde,2299059.9146343283
3.8851116446418974,3.8851116446418974,3,retrograde,direct,2299225.208428545
7.003606672045285,367.0036066720453,367,direct,retrograde,2299426.3476594584
4.950624424829536,4.950624424829536,4,retrograde,direct,2299591.4725724645
8.05929309741219,368.0592930974122,368,direct,retrograde,2299792.7289639227
6.010180720868465,6.010180720868465,6,retrograde,direct,2299957.753754806
9.108525930805225,369.10852593080523,369,direct,retrograde,2300158.99588285
7.062700527639985,7.062700527639985,7,retrograde,direct,2300324.04310761
10.151012100001171,370.1510121000012,370,direct,retrograde,2300525.233230751
8.108118845943146,8.108118845943146,8,retrograde,direct,2300690.3930703877
11.18653529503431,371.18653529503433,371,direct,retrograde,2300891.419979916
9.146477081105592,9.146477081105592,9,retrograde,direct,2301056.8032199945
12.215579165693212,372.2155791656932,372,direct,retrograde,2301257.766098816
10.178619858264263,10.178619858264263,10,retrograde,direct,2301423.064130864
13.238844916936364,373.2388449169364,373,direct,retrograde,2301624.090675514
11.205198996704453,11.205198996704453,11,retrograde,direct,2301789.32257043
14.256916030930036,374.25691603093003,374,direct,retrograde,2301990.4063195186
12.226949072583121,12.226949072583121,12,retrograde,direct,2302155.507704774
15.271205898045508,375.27120589804554,375,direct,retrograde,2302356.65904082
13.245215287693034,13.245215287693034,13,retrograde,direct,2302521.7742191805
16.2823461460584,376.2823461460584,376,direct,retrograde,2302722.7992382618
14.26050643148032,14.26050643148032,14,retrograde,direct,2302888.1708604507
17.291053578151207,377.2910535781512,377,direct,retrograde,2303089.1432248615
