physical_degree,directional_degree_after,navigation_cell_after,lane_before,lane_after,jd_ut
17.742429327162007,377.74242932716203,377,direct,retrograde,2297655.2045944594
5.0388908705364415,5.0388908705364415,5,retrograde,direct,2297719.922117752
75.96996218937359,435.9699621893736,435,direct,retrograde,2298436.4033505833
58.57545557691039,58.57545557691039,58,retrograde,direct,2298510.462797072
116.887303264688,476.887303264688,476,direct,retrograde,2299205.084511202
97.7591586589064,97.7591586589064,97,retrograde,direct,2299284.0488577103
151.26345939708386,511.26345939708386,511,direct,retrograde,2299969.7120696716
131.75904062392163,131.75904062392163,131,retrograde,direct,2300050.676895148
184.72420912299458,544.7242091229946,544,direct,retrograde,2300735.414176182
165.70160888182815,165.70160888182815,165,retrograde,direct,2300815.8472462296
222.25122108201774,582.2512210820178,582,direct,retrograde,2301507.7595602656
204.97142120453796,204.97142120453796,204,retrograde,direct,2301584.396864878
272.55387046643773,632.5538704664377,632,direct,retrograde,2302297.0817666464
259.6648210829848,259.6648210829848,259,retrograde,direct,2302364.088738695
347.8495971273171,707.8495971273171,707,direct,retrograde,2303107.3030446377
337.29132035311653,337.29132035311653,337,retrograde,direct,2303168.1068479763
56.4010701779395,416.4010701779395,416,direct,retrograde,2303897.6622705394
40.39655706114093,40.39655706114093,40,retrograde,direct,2303968.6740842247
102.3504323092949,462.3504323092949,462,direct,retrograde,2304669.8795796875
83.67541604149501,83.67541604149501,83,retrograde,direct,2304747.3441769304
138.46023979797494,498.46023979797496,498,direct,retrograde,2305435.3954558643
118.99793130792274,118.99793130792274,118,retrograde,direct,2305515.8829881363
171.7485629889486,531.7485629889486,531,direct,retrograde,2306200.1231555426
152.43206739363993,152.43206739363993,152,retrograde,direct,2306281.0977252144
206.98473452943637,566.9847345294363,566,direct,retrograde,2306969.033349674
188.80438046206893,188.80438046206893,188,retrograde,direct,2307047.666809775
250.69945025559105,610.699450255591,610,direct,retrograde,2307750.0177163286
235.69670289758642,235.69670289758642,235,retrograde,direct,2307821.642295747
316.15363232243203,676.153632322432,676,direct,retrograde,2308554.9384079278
306.09371574510834,306.09371574510834,306,retrograde,direct,2308615.297723811
33.25398910547625,393.25398910547625,393,direct,retrograde,2309356.312001381
19.220064863834473,19.220064863834473,19,retrograde,direct,2309423.485832017
86.41583310729808,446.4158331072981,446,direct,retrograde,2310133.722525238
68.45836773617684,68.45836773617684,68,retrograde,direct,2310209.194449893
125.23664935786765,485.23664935786763,485,direct,retrograde,2310900.964416664
105.9455843539451,105.9455843539451,105,retrograde,direct,2310980.590752868
159.01598144531584,519.0159814453159,519,direct,retrograde,2311665.4151390027
139.545115281477,139.545115281477,139,retrograde,direct,2311746.5079280883
192.906589360151,552.906589360151,552,direct,retrograde,2312432.0232602768
174.12664490896478,174.12664490896478,174,retrograde,direct,2312511.98006812
232.20136610980967,592.2013661098097,592,direct,retrograde,2313206.9329855572
215.60000832477823,215.60000832477823,215,retrograde,direct,2313282.0808880143
287.20841329699704,647.208413296997,647,direct,retrograde,2314001.648556701
275.58502971336844,275.58502971336844,275,retrograde,direct,2314065.8304390423
5.550958028642584,365.5509580286426,365,direct,retrograde,2314811.1264140867
353.9108289023877,353.9108289023877,353,retrograde,direct,2314873.856580577
68.31477312752281,428.3147731275228,428,direct,retrograde,2315596.0298980437
51.47983752574778,51.47983752574778,51,retrograde,direct,2315668.846221078
111.26511094604432,471.26511094604433,471,direct,retrograde,2316366.1345798783
92.31081466550889,92.31081466550889,92,retrograde,direct,2316444.48139444
146.30447135223116,506.3044713522312,506,direct,retrograde,2317131.041104
126.8031514144208,126.8031514144208,126,retrograde,direct,2317211.8607189665
179.59330587832895,539.5933058783289,539,direct,retrograde,2317896.188914974
160.4185876325032,160.4185876325032,160,retrograde,direct,2317976.9668015437
215.96792023153836,575.9679202315383,575,direct,retrograde,2318666.8549326956
198.23949332043216,198.23949332043216,198,retrograde,direct,2318744.51145905
263.0261376082331,623.0261376082331,623,direct,retrograde,2319452.17208172
249.1361158316383,249.1361158316383,249,retrograde,direct,2319521.3376694806
334.3573401376818,694.3573401376818,694,direct,retrograde,2320260.9388955133
324.3089227046704,324.3089227046704,324,retrograde,direct,2320320.991909231
47.29910583983051,407.29910583983053,407,direct,retrograde,2321056.224707078
