body,startCelestialTimeDegrees,endCelestialTimeDegrees,startOffsetSeconds,endOffsetSeconds,startJulianDay,endJulianDay,userFacingMotion
NorthNode,110.179222670,109.414398302,1449041613,1449930607,2492590.456751081161,2492600.746041693725,retrograde
Mars,286.519188230,274.051444210,1450131753,1455839365,2492603.074120855890,2492669.134437744506,retrograde
NorthNode,109.492796346,108.978246981,1450310560,1451156250,2492605.143643092364,2492614.931715549901,retrograde
NorthNode,109.051183499,108.823496621,1451563940,1452288462,2492619.650350678712,2492628.036025795154,retrograde
Mercury,107.029349486,97.713561888,1451874352,1453961299,2492623.243085853755,2492647.397560201585,retrograde
Saturn,346.687757821,339.951913554,1452427556,1464449074,2492629.645912334323,2492768.783851735294,retrograde
NorthNode,108.904838920,108.862835276,1452877642,1453513833,2492634.855241427198,2492642.218561140820,retrograde
NorthNode,108.863091151,108.848446870,1453621889,1454086974,2492643.469208739698,2492648.852139745839,retrograde
NorthNode,108.903596574,108.672159852,1454647931,1455438259,2492655.344698672183,2492664.492010885850,retrograde
NorthNode,108.756286549,108.408523844,1455890397,1456617732,2492669.725090384483,2492678.143323859200,retrograde
Pluto,46.770302572,44.800634264,1456766367,1471023897,2492679.863627259620,2492844.881340456195,retrograde
NorthNode,108.486031979,107.538730252,1456998659,1457992716,2492682.552191216499,2492694.057490293868,retrograde
NorthNode,107.574788100,106.704835192,1458252340,1459159700,2492697.062394358218,2492707.564241467975,retrograde
NorthNode,106.718396439,105.012709407,1459339636,1460539998,2492709.646833188832,2492723.539913609624,retrograde
Uranus,75.410557025,71.371871102,1459805449,1472805783,2492715.038188346662,2492865.505018676631,retrograde
NorthNode,105.013289537,103.792503125,1460599221,1461675751,2492724.225367603824,2492736.685206935741,retrograde
NorthNode,103.792692054,102.032241997,1461717281,1462933539,2492737.165871988051,2492751.242931746878,retrograde
Mercury,223.773034562,207.987892405,1462047317,1463833383,2492740.985737018287,2492761.657799378037,retrograde
NorthNode,102.040961670,101.044243260,1463082139,1464022089,2492752.962845843285,2492763.841894715093,retrograde
NorthNode,101.082955205,100.073136811,1464287251,1465273305,2492766.910897530615,2492778.323560714722,retrograde
NorthNode,100.142352563,99.708068554,1465618123,1466381430,2492782.314506611787,2492791.149085122161,retrograde
NorthNode,99.815802300,99.583338278,1466867928,1467628105,2492796.779840956442,2492805.578186037019,retrograde
NorthNode,99.635453255,99.620779048,1468152219,1468583102,2492811.644323564135,2492816.631394183263,retrograde
NorthNode,99.621875479,99.547489485,1468750674,1469451765,2492818.570887650363,2492826.685362455435,retrograde
NorthNode,99.635520263,99.386305846,1469996047,1470686222,2492832.984927609563,2492840.973061649129,retrograde
Neptune,195.736557979,192.956524713,1470020296,1483703282,2492833.265592134558,2492991.633477783762,retrograde
NorthNode,99.475779485,98.732015704,1471105249,1472031992,2492845.822909227572,2492856.549105263315,retrograde
Mercury,328.591711437,313.148696667,1471429890,1473279279,2492849.580329805613,2492870.985296316445,retrograde
Venus,344.988969891,329.067606349,1471661686,1475251917,2492852.263151587918,2492893.816753989086,retrograde
NorthNode,98.796070777,97.993605461,1472360588,1473225738,2492860.352296179160,2492870.365607419051,retrograde
NorthNode,98.019661277,96.407671987,1473448552,1474601498,2492872.944472990930,2492886.288757359609,retrograde
NorthNode,96.411199321,95.201726135,1474711517,1475769909,2492887.562126059085,2492899.812037367374,retrograde
Jupiter,237.685358789,227.811450385,1474858934,1485527392,2492889.268342651427,2493012.745862185955,retrograde
NorthNode,95.201738071,93.348096395,1475786119,1477048643,2492899.999649018049,2492914.612194515765,retrograde
NorthNode,93.351474498,92.312304894,1477157668,1478125710,2492915.874058153480,2492927.078244575299,retrograde
NorthNode,92.331164670,91.118266789,1478326647,1479386733,2492929.403906372376,2492941.673423233442,retrograde
NorthNode,91.172356578,90.656787891,1479698288,1480483190,2492945.279382515699,2492954.363896038383,retrograde
NorthNode,90.739269925,90.330419683,1480886617,1481735107,2492959.033188797534,2492968.853671757504,retrograde
Mercury,86.993927664,78.392601884,1481747607,1483819623,2492968.998354680836,2492992.980020962656,retrograde
NorthNode,90.409712750,90.316066100,1482227301,1482849114,2492974.550362369977,2492981.747280805372,retrograde
NorthNode,90.346223860,90.346210563,1483452761,1483493771,2492988.733929079026,2492989.208578907885,retrograde
NorthNode,90.374169042,90.274368925,1484095565,1484749483,2492996.173788654618,2493003.742284812033,retrograde
Saturn,359.109390164,352.339999334,1485115753,1497059262,2493007.981526233256,2493146.216576367617,retrograde
NorthNode,90.343939628,89.993485580,1485215195,1486018288,2493009.132470840588,2493018.427531781606,retrograde
NorthNode,90.087927553,89.547216494,1486456388,1487270654,2493023.498137297109,2493032.922510854900,retrograde
NorthNode,89.595597535,88.513871799,1487567469,1488586195,2493036.357863403857,2493048.148672778159,retrograde
Pluto,47.712467727,45.744019961,1488392451,1502673675,2493045.906273401342,2493211.198212406598,retrograde
NorthNode,88.537790551,87.481396226,1488811556,1489796588,2493050.757026484236,2493062.157855333760,retrograde
NorthNode,87.484974979,85.753107931,1489906516,1491147510,2493063.430168178864,2493077.793529431336,retrograde
NorthNode,85.753112570,84.539807348,1491159701,1492241510,2493077.934629362077,2493090.455560705625,retrograde
Uranus,79.721040323,75.673648389,1491744061,1504731767,2493084.698046385311,2493235.018717939965,retrograde
Mercury,207.595225428,192.227396480,1492130216,1493978209,2493089.167433716357,2493110.556241638958,retrograde
NorthNode,84.541940521,82.926392337,1492333041,1493492469,2493091.514949660748,2493104.934252405539,retrograde
NorthNode,82.950030495,82.136592755,1493712369,1494589999,2493107.479395868257,2493117.637150639668,retrograde
NorthNode,82.185707882,81.353704727,1494881349,1495834947,2493121.009255991317,2493132.046274455264,retrograde
NorthNode,81.451191899,81.180542042,1496264572,1496955486,2493137.018784332089,2493145.015475800261,retrograde
NorthNode,81.262263396,81.137247880,1497443884,1498186824,2493150.668222255073,2493159.267065701075,retrograde
NorthNode,81.148943065,81.146288757,1498577972,1498808416,2493163.794240940362,2493166.461418322287,retrograde
NorthNode,81.182972971,81.029240967,1499329617,1500018815,2493172.493838540278,2493180.470667080954,retrograde
NorthNode,81.145513592,80.693243775,1500547431,1501346154,2493186.588903681375,2493195.833388294093,retrograde
Mercury,312.437389880,296.489033832,1501568196,1503357754,2493198.403317242861,2493219.115790784359,retrograde
NorthNode,80.762228694,79.949080235,1501692401,1502601708,2493199.840880596079,2493210.365267500281,retrograde
Neptune,197.918297837,195.138305196,1501764820,1515461397,2493200.679054413922,2493359.204256986268,retrograde
NorthNode,80.001266226,78.882172457,1502902114,1503880215,2493213.842186129652,2493225.162799708545,retrograde
NorthNode,78.892875223,77.336764554,1504037089,1505184683,2493226.978464084677,2493240.260806400329,retrograde
NorthNode,77.337380398,75.928139054,1505246979,1506369774,2493240.981826186180,2493253.977141787298,retrograde
NorthNode,75.928419018,74.313268642,1506415086,1507585123,2493254.501578119583,2493268.043673989363,retrograde
NorthNode,74.325755111,73.324657817,1507761018,1508712304,2493270.079504316673,2493281.089750150219,retrograde
NorthNode,73.355429206,72.410499472,1508950689,1509928402,2493283.848838049918,2493295.164966760203,retrograde
Jupiter,268.925871741,259.082938332,1509217627,1519828411,2493286.938404254615,2493409.748396098614,retrograde
NorthNode,72.496068340,72.107093027,1510323273,1511071905,2493299.735230859369,2493308.399947546422,retrograde
NorthNode,72.183103742,71.935861499,1511491547,1512279463,2493313.256919518113,2493322.376319527626,retrograde
Mercury,67.105279589,58.360749557,1511602899,1513662670,2493314.545711718500,2493338.385656610131,retrograde
NorthNode,72.003184579,71.984213908,1512871142,1513383180,2493329.224455941468,2493335.150815933943,retrograde
NorthNode,71.984295355,71.953945822,1513455096,1514039205,2493335.983178634197,2493342.743701053783,retrograde
NorthNode,72.031137012,71.781686903,1514635987,1515406925,2493349.650903875940,2493358.573792550713,retrograde
NorthNode,71.853213532,71.425968250,1515812631,1516594941,2493363.269467862323,2493372.323975972831,retrograde
NorthNode,71.508995742,70.655420929,1516988880,1517934541,2493376.883453723975,2493387.828612042591,retrograde
Saturn,11.840266387,5.036107260,1517826025,1529696761,2493386.572638481855,2493523.965417064726,retrograde
NorthNode,70.683760466,69.632174770,1518168276,1519159241,2493390.533879015595,2493402.003377940506,retrograde
NorthNode,69.643934919,68.249326827,1519335024,1520458209,2493404.037903402932,2493417.037724911235,retrograde
Pluto,48.654719657,46.687762005,1520034983,1534313661,2493412.139279539697,2493577.401751927100,retrograde
Mars,3.202561110,352.333157582,1520159672,1525457047,2493413.582437769510,2493474.894653256051,retrograde
NorthNode,68.249698942,66.779620374,1520508701,1521674731,2493417.622121477500,2493431.117845225148,retrograde
NorthNode,66.780047341,65.423843867,1521730962,1522842767,2493431.768661183305,2493444.636779499240,retrograde
Venus,192.994311188,177.000896673,1521743850,1525397548,2493431.917837535962,2493474.206003578380,retrograde
Mercury,191.060757702,176.305216102,1522192967,1524110320,2493437.115946136415,2493459.307532295585,retrograde
NorthNode,65.431573776,64.213773947,1522984517,1524017474,2493446.277399750426,2493458.232923085801,retrograde
Uranus,84.062690800,80.006549959,1523684716,1536657783,2493454.381560622714,2493604.532801243477,retrograde
NorthNode,64.258200135,63.496570607,1524303806,1525189688,2493461.546948348172,2493471.800213631243,retrograde
NorthNode,63.556648860,63.009289906,1525515268,1526367509,2493475.568498354405,2493485.432407608256,retrograde
NorthNode,63.123755028,62.942716195,1526874530,1527554386,2493491.300706514157,2493499.169403348118,retrograde
NorthNode,62.993986566,62.968702860,1528055813,1528582094,2493504.972956857644,2493511.064179375768,retrograde
NorthNode,62.969413894,62.895306975,1528726569,1529438660,2493512.736335609108,2493520.978134864010,retrograde
NorthNode,62.963576110,62.735830321,1529929692,1530609260,2493526.661370431073,2493534.526742948219,retrograde
NorthNode,62.846562227,62.113138731,1531077592,1531993679,2493539.947252929211,2493550.550106749870,retrograde
Mercury,296.452903146,280.237863762,1531713964,1533456730,2493547.312665142119,2493567.483572795987,retrograde
NorthNode,62.167978266,61.342565883,1532296257,1533175963,2493554.052170503885,2493564.233958135359,retrograde
NorthNode,61.375062985,59.828380369,1533422764,1534538873,2493567.090444768779,2493580.008376820013,retrograde
Neptune,200.098272034,197.317876070,1533507189,1547209095,2493568.067594082095,2493726.654459233396,retrograde
NorthNode,59.831794433,58.476440172,1534643828,1535750472,2493581.223132397979,2493594.031516912393,retrograde
NorthNode,58.476446282,56.765359453,1535763760,1536977218,2493594.185310658067,2493608.229957853444,retrograde
NorthNode,56.768181464,55.540907008,1537075983,1538103275,2493609.373070674017,2493621.263027743436,retrograde
NorthNode,55.567059857,54.520064861,1538333680,1539317218,2493623.929749918170,2493635.313292419538,retrograde
NorthNode,54.568020590,53.950474862,1539606101,1540455685,2493638.656847174279,2493648.489999425597,retrograde
NorthNode,54.054956028,53.739010160,1540910091,1541673830,2493653.749328385107,2493662.588897980750,retrograde
Mercury,47.841085426,38.124865697,1541483626,1543538710,2493660.387457855046,2493684.173157751560,retrograde
NorthNode,53.806577676,53.704965160,1542133834,1542813579,2493667.913017797284,2493675.780433566310,retrograde
NorthNode,53.724290028,53.723390056,1543310893,1543477566,2493681.536382211372,2493683.465476140380,retrograde
Jupiter,301.929801575,292.093668702,1543777401,1554262508,2493686.935786239803,2493808.291187375784,retrograde
NorthNode,53.758414780,53.655462244,1544043574,1544663935,2493690.016494317912,2493697.196589682251,retrograde
NorthNode,53.744261698,53.300883512,1545170690,1546033732,2493703.061813774519,2493713.050725687295,retrograde
NorthNode,53.373523817,52.852698777,1546411408,1547200557,2493717.421973036602,2493726.555641585961,retrograde
NorthNode,52.907431217,51.713995869,1547518108,1548579462,2493730.231004588306,2493742.515192816034,retrograde
NorthNode,51.729770486,50.706746272,1548767730,1549747086,2493744.694222443737,2493756.029365192167,retrograde
NorthNode,50.709990756,48.991043647,1549857590,1551106137,2493757.308342635632,2493771.759116739966,retrograde
Saturn,24.890046603,18.051395524,1550562635,1562358546,2493765.468582645059,2493901.995330959558,retrograde
NorthNode,48.991049722,47.792441625,1551119110,1552196543,2493771.909263772890,2493784.379555994645,retrograde
Pluto,49.597827724,47.632495683,1551681706,1565951543,2493778.420795747079,2493943.580947467126,retrograde
Mercury,174.013241394,160.122936220,1552233528,1554219154,2493784.807623952627,2493807.789411254227,retrograde
NorthNode,47.795601180,46.319589591,1552305813,1553444019,2493785.644252564758,2493798.817941847257,retrograde
NorthNode,46.339525271,45.497363769,1553647287,1554545830,2493801.170571642928,2493811.570374312811,retrograde
NorthNode,45.558093351,44.840900472,1554874492,1555788655,2493815.374336075969,2493825.954924551770,retrograde
Uranus,88.436322997,84.373121756,1555630705,1568588372,2493824.126801113598,2493974.099796772934,retrograde
NorthNode,44.917298253,44.613433144,1556174945,1556905826,2493830.425881537609,2493838.885148207657,retrograde
NorthNode,44.712725408,44.607835743,1557450638,1558148128,2493845.190842989832,2493853.263638465665,retrograde
NorthNode,44.620396440,44.619845941,1558571426,1558704683,2493858.162929097190,2493859.705248391256,retrograde
NorthNode,44.655969737,44.472701905,1559268980,1560029304,2493866.236461728811,2493875.036514636129,retrograde
NorthNode,44.569297848,44.223239734,1560517928,1561239643,2493880.691881789826,2493889.045062366873,retrograde
NorthNode,44.306358891,43.335202536,1561622486,1562604805,2493893.476118291728,2493904.845549381338,retrograde
Mercury,280.573111387,264.265201944,1561858870,1563573276,2493896.212042130530,2493916.054712623358,retrograde
NorthNode,43.379664659,42.454891810,1562881359,1563785168,2493908.046405974776,2493918.507158739492,retrograde
NorthNode,42.469154188,40.636532720,1563962602,1565171234,2493920.560799022205,2493934.549591008574,retrograde
NorthNode,40.637074493,39.380488199,1565228743,1566297298,2493935.215204005130,2493947.582736657001,retrograde
Neptune,202.275780102,199.495130208,1565244804,1578963429,2493935.401093200780,2494094.181476053782,retrograde
NorthNode,39.380753529,37.539451283,1566342775,1567563503,2493948.109094887041,2493962.237888175063,retrograde
NorthNode,37.550506500,36.602408117,1567725718,1568644086,2493964.115381212905,2493974.744634877890,retrograde
NorthNode,36.641485236,35.638049427,1568908840,1569903269,2493977.808918955736,2493989.318514670245,retrograde
NorthNode,35.712254163,35.330859243,1570266142,1571005755,2493993.518428223208,2494002.078770870343,retrograde
Mercury,29.401779301,18.232011520,1571424276,1573465360,2494006.922757171094,2494030.546422176063,retrograde
NorthNode,35.427380394,35.202572261,1571480624,1572256303,2494007.574933964759,2494016.552709010430,retrograde
Venus,55.766756678,39.312228750,1572474145,1576160184,2494019.074019061401,2494061.736511399969,retrograde
NorthNode,35.252783927,35.240422141,1572795823,1573220683,2494022.797149785794,2494027.714504833333,retrograde
NorthNode,35.241179252,35.182192535,1573374391,1574053196,2494029.493536893278,2494037.350077102892,retrograde
NorthNode,35.265471612,35.039080075,1574619080,1575320018,2494043.899657301605,2494052.012371945195,retrograde
NorthNode,35.116761976,34.520277389,1575733401,1576623014,2494056.796891979873,2494067.093337996863,retrograde
NorthNode,34.589855781,33.871388168,1576980479,1577843760,2494071.230667752214,2494081.222349820659,retrograde
NorthNode,33.899778800,32.544620755,1578079836,1579187031,2494083.954702985473,2494096.769466317259,retrograde
Jupiter,336.958518613,327.098008799,1578523707,1588845935,2494089.092105962336,2494208.562334530056,retrograde
NorthNode,32.551734841,31.417356030,1579332153,1580372209,2494098.449111821130,2494110.486803627573,retrograde
NorthNode,31.417593327,29.668978868,1580416574,1581672374,2494111.000289458781,2494125.535005477257,retrograde
NorthNode,29.669884483,28.584267773,1581743760,1582755462,2494126.361239437014,2494138.070747497492,retrograde
Mercury,156.299914206,143.551983743,1582247705,1584291554,2494132.193937219679,2494155.849593520164,retrograde
NorthNode,28.593571300,27.244035968,1582910629,1584010653,2494139.866659979336,2494152.598418472335,retrograde
Saturn,38.249701877,31.378631513,1583320992,1595045714,2494144.616235487163,2494280.319034114480,retrograde
Pluto,50.541873821,48.578138173,1583326994,1597581328,2494144.685699348338,2494309.666423420422,retrograde
NorthNode,27.286325251,26.665681590,1584291155,1585109408,2494155.844977594912,2494165.315492223017,retrograde
NorthNode,26.733045556,26.163456877,1585460209,1586356300,2494169.375693018548,2494179.747116811574,retrograde
NorthNode,26.257739702,26.101313307,1586830835,1587476899,2494185.239417504519,2494192.717010438442,retrograde
Uranus,92.844181644,88.774053793,1587578003,1600519641,2494193.887197547592,2494343.674672120251,retrograde
NorthNode,26.159224745,26.137985207,1588022904,1588522777,2494199.036513655446,2494204.822080796584,retrograde
Mars,69.922259895,53.622033936,1588283033,1594476503,2494202.047264608555,2494273.730944930576,retrograde
NorthNode,26.139491169,26.078618938,1588712647,1589364925,2494207.019647050649,2494214.569162079133,retrograde
NorthNode,26.141425573,25.866437087,1589846771,1590597491,2494220.146081008017,2494228.834972796030,retrograde
NorthNode,25.978171148,25.412502866,1591072380,1591897356,2494234.331373236142,2494243.879709583707,retrograde
Mercury,264.761554176,248.481436290,1591996858,1593704167,2494245.031351625919,2494264.791870296001,retrograde
NorthNode,25.468531955,24.430480620,1592204508,1593180238,2494247.434701678343,2494258.727883811109,retrograde
NorthNode,24.462596278,23.265758443,1593426670,1594431618,2494261.580100927502,2494273.211441078223,retrograde
NorthNode,23.269985611,21.513346312,1594544537,1595761562,2494274.518375639804,2494288.604313403368,retrograde
NorthNode,21.513349107,20.160338715,1595771741,1596877981,2494288.722130960785,2494301.525827902369,retrograde
NorthNode,20.162759304,18.556626566,1596971337,1598107409,2494302.606344700791,2494315.755318433978,retrograde
Neptune,204.451189577,201.670097584,1596992099,1610708797,2494302.846638862975,2494461.604713764973,retrograde
NorthNode,18.584248357,17.743203136,1598339517,1599225289,2494318.441757235676,2494328.693744941615,retrograde
NorthNode,17.793426882,17.011997579,1599517369,1600451655,2494332.074302093126,2494342.887800130993,retrograde
NorthNode,17.115764136,16.863398374,1600901247,1601591097,2494348.091412891634,2494356.075780013576,retrograde
Mercury,11.737580252,359.038232680,1601433059,1603437479,2494354.246641226113,2494377.445940375328,retrograde
NorthNode,16.936104502,16.828220864,1602070609,1602804754,2494361.625688883476,2494370.122740636580,retrograde
NorthNode,16.836472810,16.831638112,1603155592,1603447505,2494374.183359427378,2494377.561990397051,retrograde
NorthNode,16.868343324,16.732965329,1603964148,1604630405,2494383.541649715975,2494391.252964962274,retrograde
NorthNode,16.841078469,16.403451433,1605161035,1605981712,2494397.394504671916,2494406.893091091886,retrograde
NorthNode,16.467184234,15.805923487,1606329284,1607195844,2494410.915915531106,2494420.945542065427,retrograde
NorthNode,15.860406083,14.798490592,1607512953,1608507301,2494424.615788365714,2494436.124441188760,retrograde
NorthNode,14.811030795,13.530499679,1608677945,1609764357,2494438.099483987316,2494450.673704577610,retrograde
NorthNode,13.532353865,12.125234318,1609857278,1611013155,2494451.749170694500,2494465.127377775498,retrograde
NorthNode,12.125249435,10.666691945,1611030542,1612197286,2494465.328621521592,2494478.832596538588,retrograde
Mercury,137.802245378,126.416037983,1612228970,1614311733,2494479.199311442673,2494503.305366680026,retrograde
NorthNode,10.672306930,9.547137159,1612333081,1613352380,2494480.404302257113,2494492.201742553152,retrograde
Jupiter,13.519596160,3.594144437,1613355767,1623553861,2494492.240940481424,2494610.274439722300,retrograde
NorthNode,9.566606404,8.566834954,1613553628,1614541397,2494494.530998939648,2494505.963513790630,retrograde
NorthNode,8.636596246,8.114298866,1614897654,1615706005,2494510.086854842491,2494519.442779291421,retrograde
Pluto,51.487317331,49.524849608,1614971596,1629212643,2494510.942666907795,2494675.769598823972,retrograde
NorthNode,8.184547249,7.833388273,1616083720,1616892839,2494523.814474074170,2494533.179275930859,retrograde
Saturn,51.891240825,44.991219798,1616096458,1627760842,2494523.961906440556,2494658.966349162161,retrograde
NorthNode,7.929266749,7.856640203,1617456131,1618074789,2494539.698859020136,2494546.859259863384,retrograde
NorthNode,7.867619028,7.867039159,1618481474,1618624073,2494551.566258615814,2494553.216704906896,retrograde
NorthNode,7.912509066,7.727928613,1619248406,1620007537,2494560.442786696367,2494569.229028683156,retrograde
Uranus,97.286931964,93.211028105,1619530164,1632455548,2494563.703877772205,2494713.303225697018,retrograde
NorthNode,7.804687775,7.458423554,1620447314,1621179352,2494574.319032077678,2494582.791692805476,retrograde
NorthNode,7.556686038,6.673995751,1621601198,1622552592,2494587.674177108333,2494598.685678842478,retrograde
Mercury,248.952408614,232.789440792,1622123492,1623845464,2494593.719244904816,2494613.649476334453,retrograde
NorthNode,6.711864671,5.712724308,1622808830,1623749305,2494601.651397245005,2494612.536518642679,retrograde
Venus,266.646436661,251.362429882,1622848780,1626387708,2494602.113780414686,2494643.073595719412,retrograde
NorthNode,5.730128550,4.129246536,1623945682,1625092109,2494614.809404003434,2494628.078238422051,retrograde
NorthNode,4.129885166,2.659160769,1625151307,1626284053,2494628.763397425413,2494641.873879845254,retrograde
NorthNode,2.659434747,1.083420114,1626331311,1627484253,2494642.420857544057,2494655.765092316084,retrograde
NorthNode,1.091948492,359.903323821,1627627776,1628627799,2494657.426234779879,2494669.000573726371,retrograde
Neptune,206.624686195,203.843981627,1628728747,1642459581,2494670.168949910440,2494829.090646118857,retrograde
NorthNode,359.950738790,359.115595448,1628916413,1629828871,2494672.341009908356,2494682.901867006905,retrograde
NorthNode,359.180123406,358.684468309,1630162792,1630981213,2494686.766700757667,2494696.239163652994,retrograde
NorthNode,358.799917841,358.624116904,1631496597,1632192197,2494702.204254779965,2494710.255183332600,retrograde
Mercury,354.687674482,340.663307191,1631498405,1633447297,2494702.225179046392,2494724.781806133687,retrograde
NorthNode,358.669148618,358.655212658,1632699082,1633125367,2494716.121900986880,2494721.055758645758,retrograde
NorthNode,358.657327818,358.572349342,1633338961,1634065132,2494723.527909732424,2494731.932670504786,retrograde
NorthNode,358.643683287,358.423178860,1634564463,1635239631,2494737.711965668947,2494745.526407118887,retrograde
NorthNode,358.521646172,357.816587781,1635692572,1636620040,2494750.768782330677,2494761.503367805853,retrograde
NorthNode,357.870438146,357.150193242,1636930678,1637787518,2494765.098710874096,2494775.015846288763,retrograde
NorthNode,357.181584780,355.726494528,1638036864,1639161715,2494777.901787958108,2494790.920901885256,retrograde
NorthNode,355.730973932,354.570778233,1639280890,1640342983,2494792.300237623975,2494804.592981437221,retrograde
NorthNode,354.570865275,352.873295984,1640375799,1641617551,2494804.972793064080,2494819.344928895123,retrograde
NorthNode,352.874474173,351.753973519,1641693119,1642717480,2494820.219553775154,2494832.075590574183,retrograde
Mercury,118.528124129,108.530048079,1642171970,1644265053,2494825.761814400554,2494849.987306945026,retrograde
NorthNode,351.768608877,350.585255801,1642906592,1643955414,2494834.264381094836,2494846.403524750844,retrograde
NorthNode,350.621920004,349.970234963,1644217247,1645070060,2494849.433997414075,2494859.304524399340,retrograde
NorthNode,350.056272823,349.603819821,1645474362,1646306027,2494863.983943300322,2494873.609693166800,retrograde
Pluto,52.433780505,50.471837255,1646602066,1660859633,2494877.036067494191,2495042.054212498479,retrograde
NorthNode,349.678383124,349.511820707,1646739256,1647430412,2494878.623923958279,2494886.623407605104,retrograde
NorthNode,349.573688761,349.564682598,1648044171,1648417984,2494893.727106007747,2494898.053642339073,retrograde
Jupiter,50.342375718,40.336940343,1648145541,1658299749,2494894.900361336768,2495012.425916828215,retrograde
NorthNode,349.567900876,349.516946675,1648670275,1649264799,2494900.973682032898,2494907.854747549631,retrograde
Saturn,65.765698376,58.841037505,1648882043,1660497563,2494903.424696460366,2495037.863580390811,retrograde
NorthNode,349.589434692,349.256890974,1649789908,1650612737,2494913.932392743416,2494923.455878800713,retrograde
NorthNode,349.345721068,348.884845565,1651039113,1651799396,2494928.390782099217,2494937.190353061073,retrograde
Uranus,101.765364567,97.682756082,1651482976,1664392681,2494933.528082077391,2495082.945964750834,retrograde
NorthNode,348.951749870,347.787927324,1652139837,1653177497,2494941.130643200129,2494953.140597723424,retrograde
Mercury,233.074922340,217.117910841,1652235468,1653992698,2494942.237479694188,2494962.575795613229,retrograde
NorthNode,347.813384594,346.782298471,1653399070,1654347175,2494955.705099978484,2494966.678535073064,retrograde
NorthNode,346.788203642,344.895235818,1654478301,1655733442,2494968.196195537224,2494982.723292908631,retrograde
Mars,114.799363396,96.018899762,1654938394,1661653483,2494973.521345532499,2495051.242291866802,retrograde
NorthNode,344.895239330,343.631516964,1655744079,1656815048,2494982.846407314762,2494995.241887660697,retrograde
NorthNode,343.633847368,341.948541330,1656910062,1658076477,2494996.341581162997,2495009.841751382686,retrograde
NorthNode,341.970673793,341.112288505,1658284018,1659164960,2495012.243853861466,2495022.439941029064,retrograde
NorthNode,341.173231378,340.386261966,1659484597,1660419364,2495026.139435340650,2495036.958508348092,retrograde
Neptune,208.797474203,206.017653280,1660476627,1674207527,2495037.621266138740,2495196.543722734787,retrograde
NorthNode,340.471988860,340.192777786,1660823199,1661528614,2495041.632519052364,2495049.797049134970,retrograde
Mercury,338.082693959,323.057754234,1661603020,1663488230,2495050.658228069544,2495072.477785684168,retrograde
NorthNode,340.286372704,340.189529945,1662065471,1662777293,2495056.010664843954,2495064.249349988066,retrograde
NorthNode,340.195469742,340.191617498,1663087537,1663357196,2495067.840133069083,2495070.961184354499,retrograde
NorthNode,340.233135723,340.041704071,1663894465,1664645650,2495077.179580474272,2495085.873855844140,retrograde
NorthNode,340.143240956,339.775564791,1665143226,1665885379,2495091.632832787000,2495100.222567122430,retrograde
NorthNode,339.848388204,338.947514380,1666249718,1667219333,2495104.439456477761,2495115.661851335317,retrograde
NorthNode,338.991808264,338.102437779,1667503869,1668417068,2495118.955090867355,2495129.524523326196,retrograde
NorthNode,338.115345055,336.469412432,1668590909,1669782126,2495131.536571166478,2495145.323803185485,retrograde
NorthNode,336.470268007,335.300521807,1669851663,1670925845,2495146.128630679101,2495158.561295067891,retrograde
NorthNode,335.300589002,333.574620516,1670955006,1672189116,2495158.898809307255,2495173.182487846352,retrograde
Mercury,98.639436182,89.716062890,1672070813,1674149958,2495171.813242532313,2495195.877410165966,retrograde
NorthNode,333.581740536,332.656640109,1672333039,1673270929,2495174.848263164982,2495185.703472740017,retrograde
Venus,122.749746093,106.252581974,1673168297,1676897717,2495184.515595620498,2495227.680186288431,retrograde
NorthNode,332.682307339,331.609749992,1673499297,1674528784,2495188.346613398753,2495200.261974521913,retrograde
NorthNode,331.673645267,331.243441504,1674871609,1675630309,2495204.229854769073,2495213.011104157194,retrograde
NorthNode,331.326729805,330.995802895,1676053023,1676878163,2495217.903626556508,2495227.453860037029,retrograde
NorthNode,331.068936291,331.013256867,1677401310,1677998215,2495233.508801106364,2495240.417432784103,retrograde
Pluto,53.380233823,51.418213121,1678239714,1692501811,2495243.212551516481,2495408.283125865273,retrograde
NorthNode,331.019271317,331.014603757,1678318946,1678616047,2495244.129587675445,2495247.568257831037,retrograde
NorthNode,331.071449854,330.912154751,1679236950,1679926758,2495254.754632675089,2495262.738525493070,retrograde
NorthNode,330.987053089,330.546380627,1680364227,1681187416,2495267.801823103800,2495277.329470177181,retrograde
NorthNode,330.637574733,329.948789462,1681596989,1682452960,2495282.069908374920,2495291.976977472194,retrograde
Saturn,79.808071409,72.865337969,1681676270,1693249812,2495282.987505249679,2495416.940535478294,retrograde
Mercury,217.038246064,201.405940129,1682330361,1684140485,2495290.558004796505,2495311.508514620364,retrograde
NorthNode,329.987711727,328.748828446,1682715911,1683763923,2495295.020395428874,2495307.150162119418,retrograde
Jupiter,86.000510289,75.941709620,1682753691,1692961473,2495295.457660660148,2495413.603281095624,retrograde
Uranus,106.277573363,102.188262187,1683439645,1696337949,2495303.396939015947,2495452.682871152647,retrograde
NorthNode,328.763575475,327.526457542,1683949451,1684984863,2495309.297469166107,2495321.281409515999,retrograde
NorthNode,327.527391095,325.712497737,1685052994,1686289995,2495322.069956013002,2495336.387108366005,retrograde
NorthNode,325.712841381,324.460832947,1686340727,1687388505,2495336.974277960137,2495349.101333824918,retrograde
