body,celestialTimeDegrees,utOffsetSeconds,utJulianDay,sequenceBefore,sequenceAfter,userFacingStation
Mercury,105.909190151,158626,2475820.977741323411,increasing,decreasing,station_retrograde
NorthNode,278.862235763,497187,2475824.896264470182,decreasing,increasing,station_direct
Pluto,0.027709392,1036178,2475831.134594469331,increasing,decreasing,station_retrograde
NorthNode,278.889912310,1098512,2475831.856048548594,increasing,decreasing,station_retrograde
NorthNode,278.889906376,1129763,2475832.217751200311,decreasing,increasing,station_direct
NorthNode,278.910983941,1670286,2475838.473809695803,increasing,decreasing,station_retrograde
Mercury,96.616568821,2244978,2475845.125330969691,decreasing,increasing,station_direct
NorthNode,278.822646961,2301844,2475845.783504064195,decreasing,increasing,station_direct
NorthNode,278.920572157,2853953,2475852.173656477593,increasing,decreasing,station_retrograde
Jupiter,240.919351322,3504159,2475859.699183113873,decreasing,increasing,station_direct
NorthNode,278.550466188,3666601,2475861.579304371029,decreasing,increasing,station_direct
NorthNode,278.618187948,4036540,2475865.861006995663,increasing,decreasing,station_retrograde
Uranus,241.727687390,4603407,2475872.421962297522,decreasing,increasing,station_direct
NorthNode,278.070289231,4859096,2475875.381326071918,decreasing,increasing,station_direct
NorthNode,278.136125238,5205183,2475879.386966869235,increasing,decreasing,station_retrograde
NorthNode,277.103665711,6195133,2475890.844714888372,decreasing,increasing,station_direct
NorthNode,277.121598034,6389126,2475893.090011671185,increasing,decreasing,station_retrograde
NorthNode,275.937151085,7426734,2475905.099361352623,decreasing,increasing,station_direct
NorthNode,275.941435574,7549291,2475906.517839156091,increasing,decreasing,station_retrograde
Venus,206.780421864,8243204,2475914.549240158871,increasing,decreasing,station_retrograde
NorthNode,274.427638652,8717336,2475920.036878388375,decreasing,increasing,station_direct
NorthNode,274.427646283,8730994,2475920.194962858222,increasing,decreasing,station_retrograde
Neptune,94.294774037,9628057,2475930.577634642832,increasing,decreasing,station_retrograde
NorthNode,272.951219584,9888444,2475933.591376071796,decreasing,increasing,station_direct
NorthNode,272.954815661,10003033,2475934.917632825673,increasing,decreasing,station_retrograde
Mercury,222.730877204,10335443,2475938.764975868165,increasing,decreasing,station_retrograde
NorthNode,271.660522114,11061879,2475947.172796173021,decreasing,increasing,station_direct
NorthNode,271.678204817,11251590,2475949.368522777222,increasing,decreasing,station_retrograde
Venus,190.984099445,11870124,2475956.527489511296,decreasing,increasing,station_direct
Mercury,206.951802869,12122618,2475959.449871875346,decreasing,increasing,station_direct
NorthNode,270.616314999,12232911,2475960.726408250630,decreasing,increasing,station_direct
NorthNode,270.687003945,12580537,2475964.749852661975,increasing,decreasing,station_retrograde
NorthNode,270.080682739,13413069,2475974.385644122027,decreasing,increasing,station_direct
NorthNode,270.155011853,13786892,2475978.712304295041,increasing,decreasing,station_retrograde
NorthNode,269.784848222,14585575,2475987.956320819445,decreasing,increasing,station_direct
NorthNode,269.889401582,15154107,2475994.536542460322,increasing,decreasing,station_retrograde
Pluto,357.912298273,15311178,2475996.354493028484,decreasing,increasing,station_direct
NorthNode,269.812718564,15780124,2476001.782109478489,decreasing,increasing,station_direct
Saturn,160.961067417,16122782,2476005.748066313565,increasing,decreasing,station_retrograde
NorthNode,269.821585573,16138165,2476005.926107664593,increasing,decreasing,station_retrograde
NorthNode,269.820037151,16331135,2476008.159561739303,decreasing,increasing,station_direct
NorthNode,269.872157080,16943396,2476015.245912008919,increasing,decreasing,station_retrograde
NorthNode,269.655487975,17718383,2476024.215670998208,decreasing,increasing,station_direct
NorthNode,269.738453402,18156602,2476029.287649314851,increasing,decreasing,station_retrograde
NorthNode,269.364427347,18888240,2476037.755677570589,decreasing,increasing,station_direct
NorthNode,269.459451468,19294635,2476042.459328014404,increasing,decreasing,station_retrograde
Mercury,327.553434646,19718978,2476047.370705053210,increasing,decreasing,station_retrograde
NorthNode,268.484483515,20271507,2476053.765717368573,decreasing,increasing,station_direct
NorthNode,268.519328537,20518316,2476056.622299632058,increasing,decreasing,station_retrograde
NorthNode,267.519456101,21455723,2476067.471912461333,decreasing,increasing,station_direct
Mercury,312.098189279,21567054,2476068.760472953320,decreasing,increasing,station_direct
NorthNode,267.533463175,21637141,2476069.571664919145,increasing,decreasing,station_retrograde
NorthNode,265.872021063,22812497,2476083.175321866758,decreasing,increasing,station_direct
NorthNode,265.872373178,22861455,2476083.741967537440,increasing,decreasing,station_retrograde
Neptune,91.478256595,23145456,2476087.029015575536,decreasing,increasing,station_direct
Uranus,250.265894259,23362966,2476089.546492244117,increasing,decreasing,station_retrograde
NorthNode,264.504716087,23974763,2476096.627471646294,decreasing,increasing,station_direct
NorthNode,264.505175171,24031427,2476097.283311853185,increasing,decreasing,station_retrograde
NorthNode,262.947441786,25194348,2476110.743043962866,decreasing,increasing,station_direct
NorthNode,262.956751219,25345700,2476112.494803982787,increasing,decreasing,station_retrograde
NorthNode,261.894173394,26320291,2476123.774786608294,decreasing,increasing,station_direct
NorthNode,261.938363614,26606757,2476127.090365286916,increasing,decreasing,station_retrograde
Jupiter,282.769751922,27304534,2476135.166484542191,increasing,decreasing,station_retrograde
NorthNode,261.112234641,27538095,2476137.869738077745,decreasing,increasing,station_direct
Saturn,154.078694715,27839924,2476141.363128811121,decreasing,increasing,station_direct
NorthNode,261.173010789,27871684,2476141.730730029754,increasing,decreasing,station_retrograde
NorthNode,260.716606151,28674914,2476151.027374851517,decreasing,increasing,station_direct
NorthNode,260.823909129,29177981,2476156.849898796529,increasing,decreasing,station_retrograde
NorthNode,260.629140594,29897516,2476165.177849704400,decreasing,increasing,station_direct
Mercury,85.870343145,30030783,2476166.720301784575,increasing,decreasing,station_retrograde
NorthNode,260.678362400,30396483,2476170.952938099392,increasing,decreasing,station_retrograde
NorthNode,260.649415188,30987527,2476177.793718016706,decreasing,increasing,station_direct
NorthNode,260.649463522,31048804,2476178.502948895097,increasing,decreasing,station_retrograde
NorthNode,260.601441943,31740786,2476186.511998143978,decreasing,increasing,station_direct
Mercury,77.274594174,32102670,2476190.700474031270,decreasing,increasing,station_direct
NorthNode,260.664337236,32268338,2476192.617927100509,increasing,decreasing,station_retrograde
Pluto,1.160273381,32698864,2476197.600859948434,increasing,decreasing,station_retrograde
NorthNode,260.491722264,32924829,2476200.216203401797,decreasing,increasing,station_direct
NorthNode,260.583689986,33388780,2476205.586006537080,increasing,decreasing,station_retrograde
NorthNode,259.986750850,34295206,2476216.077046235092,decreasing,increasing,station_direct
NorthNode,260.048598658,34634531,2476220.004418819211,increasing,decreasing,station_retrograde
NorthNode,259.418889229,35462155,2476229.583395130932,decreasing,increasing,station_direct
NorthNode,259.457582389,35733915,2476232.728766934015,increasing,decreasing,station_retrograde
Uranus,246.222893126,36562614,2476242.320194584318,decreasing,increasing,station_direct
NorthNode,258.074776931,36840901,2476245.541112815030,decreasing,increasing,station_direct
NorthNode,258.082807513,36987812,2476247.241468173452,increasing,decreasing,station_retrograde
Jupiter,272.933149306,37861667,2476257.355523817241,decreasing,increasing,station_direct
Mars,16.101753777,37961678,2476258.513063914143,increasing,decreasing,station_retrograde
NorthNode,256.976202011,38011261,2476259.086935757659,decreasing,increasing,station_direct
NorthNode,256.976780005,38072427,2476259.794885586947,increasing,decreasing,station_retrograde
NorthNode,255.178691418,39325347,2476274.296274825931,decreasing,increasing,station_direct
NorthNode,255.179163958,39380598,2476274.935751976445,increasing,decreasing,station_retrograde
NorthNode,254.019144014,40412269,2476286.876388431527,decreasing,increasing,station_direct
Mercury,206.539771166,40417841,2476286.940881885588,increasing,decreasing,station_retrograde
NorthNode,254.029366219,40575198,2476288.762133243494,increasing,decreasing,station_retrograde
Neptune,96.526264997,41373488,2476298.001600042917,increasing,decreasing,station_retrograde
NorthNode,252.664882481,41661846,2476301.339081528597,decreasing,increasing,station_direct
NorthNode,252.699926561,41913404,2476304.250628321432,increasing,decreasing,station_retrograde
Mercury,191.181966638,42267277,2476308.346380196512,decreasing,increasing,station_direct
NorthNode,251.992089856,42764978,2476314.106815752573,decreasing,increasing,station_direct
NorthNode,252.076128566,43149543,2476318.557802630588,increasing,decreasing,station_retrograde
Mars,4.269468986,43414313,2476321.622260636650,decreasing,increasing,station_direct
NorthNode,251.532548236,44009769,2476328.514118717052,decreasing,increasing,station_direct
NorthNode,251.615706390,44444348,2476333.543963232078,increasing,decreasing,station_retrograde
NorthNode,251.432715313,45127425,2476341.449948601425,decreasing,increasing,station_direct
NorthNode,251.501429472,45731133,2476348.437310373411,increasing,decreasing,station_retrograde
NorthNode,251.489094896,46133204,2476353.090916261077,decreasing,increasing,station_direct
NorthNode,251.492322963,46376043,2476355.901543904096,increasing,decreasing,station_retrograde
Pluto,359.050938727,46964368,2476362.710864203982,decreasing,increasing,station_direct
NorthNode,251.435551854,46976645,2476362.852962871082,decreasing,increasing,station_direct
NorthNode,251.511044040,47490568,2476368.801139926538,increasing,decreasing,station_retrograde
NorthNode,251.152676091,48311776,2476378.305864349008,decreasing,increasing,station_direct
NorthNode,251.249300535,48742189,2476383.287492533214,increasing,decreasing,station_retrograde
Saturn,174.121608093,48797839,2476383.931588806212,increasing,decreasing,station_retrograde
NorthNode,250.737587649,49515296,2476392.235493079759,decreasing,increasing,station_direct
NorthNode,250.801047190,49840533,2476395.999809546396,increasing,decreasing,station_retrograde
Mercury,311.397450981,49857419,2476396.195251740515,increasing,decreasing,station_retrograde
NorthNode,249.566670068,50886750,2476408.108806169592,decreasing,increasing,station_direct
NorthNode,249.590201662,51101194,2476410.590800818987,increasing,decreasing,station_retrograde
Mercury,295.443127312,51645892,2476416.895164996386,decreasing,increasing,station_direct
NorthNode,248.513413650,52062288,2476421.714567627758,decreasing,increasing,station_direct
NorthNode,248.517622471,52177961,2476423.053375287913,increasing,decreasing,station_retrograde
NorthNode,246.610326301,53439934,2476437.659548853524,decreasing,increasing,station_direct
NorthNode,246.610333584,53453642,2476437.818202333525,increasing,decreasing,station_retrograde
NorthNode,245.389546748,54514401,2476450.095504509285,decreasing,increasing,station_direct
NorthNode,245.392645887,54619323,2476451.309877472930,increasing,decreasing,station_retrograde
Neptune,93.709899354,54892745,2476454.474489367567,decreasing,increasing,station_direct
Uranus,254.719761195,55306122,2476459.258948541246,increasing,decreasing,station_retrograde
NorthNode,243.777322056,55778754,2476464.729219066910,decreasing,increasing,station_direct
NorthNode,243.801807799,55998696,2476467.274849763140,increasing,decreasing,station_retrograde
NorthNode,243.017547151,56865274,2476477.304679316469,decreasing,increasing,station_direct
NorthNode,243.074816685,57182661,2476480.978142692707,increasing,decreasing,station_retrograde
NorthNode,242.326104758,58121885,2476491.848798198625,decreasing,increasing,station_direct
NorthNode,242.410013074,58533625,2476496.614296491258,increasing,decreasing,station_retrograde
Venus,68.870928817,58908445,2476500.952496567741,increasing,decreasing,station_retrograde
NorthNode,242.153510904,59229054,2476504.663244803436,decreasing,increasing,station_direct
NorthNode,242.239222255,59750430,2476510.697689440101,increasing,decreasing,station_retrograde
Mercury,65.988731440,59886008,2476512.266879826784,increasing,decreasing,station_retrograde
NorthNode,242.132790505,60476515,2476519.101450488903,decreasing,increasing,station_direct
Saturn,167.271497089,60576790,2476520.262042388320,decreasing,increasing,station_direct
NorthNode,242.144367009,60895455,2476523.950300773606,increasing,decreasing,station_retrograde
NorthNode,242.143568359,61057278,2476525.823248216882,decreasing,increasing,station_direct
NorthNode,242.174081418,61596723,2476532.066825125366,increasing,decreasing,station_retrograde
Mercury,57.229384432,61946098,2476536.110517747700,decreasing,increasing,station_direct
Jupiter,316.760048215,61956962,2476536.236252740026,increasing,decreasing,station_retrograde
NorthNode,242.031155057,62318744,2476540.423549561761,decreasing,increasing,station_direct
Venus,52.388551012,62611743,2476543.814736643806,decreasing,increasing,station_direct
NorthNode,242.128290724,62840892,2476546.466933797114,increasing,decreasing,station_retrograde
NorthNode,241.808344309,63580242,2476555.024222166277,decreasing,increasing,station_direct
NorthNode,241.878901834,63953610,2476559.345610975288,increasing,decreasing,station_retrograde
Pluto,2.286287198,64357958,2476564.025568342768,increasing,decreasing,station_retrograde
NorthNode,241.126527565,64886264,2476570.140214988030,decreasing,increasing,station_direct
NorthNode,241.179638612,65200402,2476573.776075834408,increasing,decreasing,station_retrograde
NorthNode,240.351937685,66103514,2476584.228753767908,decreasing,increasing,station_direct
NorthNode,240.369059828,66297284,2476586.471462154761,increasing,decreasing,station_retrograde
NorthNode,238.860914952,67449710,2476599.809729314409,decreasing,increasing,station_direct
NorthNode,238.863334223,67549582,2476600.965661825612,increasing,decreasing,station_retrograde
Uranus,250.684766805,68522647,2476612.227980163880,decreasing,increasing,station_direct
NorthNode,237.683888494,68627368,2476613.440034820698,decreasing,increasing,station_direct
NorthNode,237.683893419,68639466,2476613.580056305043,increasing,decreasing,station_retrograde
NorthNode,235.922175401,69887967,2476628.030301539227,decreasing,increasing,station_direct
NorthNode,235.926400590,70007937,2476629.418836980127,increasing,decreasing,station_retrograde
Mercury,189.999567265,70480151,2476634.884276367724,increasing,decreasing,station_retrograde
NorthNode,234.913531171,70974154,2476640.601908769459,decreasing,increasing,station_direct
NorthNode,234.933048163,71176060,2476642.938785480335,increasing,decreasing,station_retrograde
NorthNode,233.726750005,72227003,2476655.102477298118,decreasing,increasing,station_direct
Jupiter,306.916915877,72363787,2476656.685619555414,decreasing,increasing,station_direct
Mercury,175.259809546,72399093,2476657.094261266291,decreasing,increasing,station_direct
NorthNode,233.789249045,72557789,2476658.931010474451,increasing,decreasing,station_retrograde
Neptune,98.755965334,73125004,2476665.496005094610,increasing,decreasing,station_retrograde
NorthNode,233.289998044,73332214,2476667.894267229363,decreasing,increasing,station_direct
NorthNode,233.372070562,73731133,2476672.511381802149,increasing,decreasing,station_retrograde
NorthNode,232.967806370,74574966,2476682.277971333824,decreasing,increasing,station_direct
NorthNode,233.055022758,75100637,2476688.362124645151,increasing,decreasing,station_retrograde
NorthNode,232.982776648,75701692,2476695.318786692806,decreasing,increasing,station_direct
NorthNode,232.995426211,76114267,2476700.093957726844,increasing,decreasing,station_retrograde
NorthNode,232.994132594,76297601,2476702.215881520882,decreasing,increasing,station_direct
NorthNode,233.049553248,76933343,2476709.573998369277,increasing,decreasing,station_retrograde
NorthNode,232.878051341,77636882,2476717.716811475344,decreasing,increasing,station_direct
NorthNode,232.956555107,78071992,2476722.752803185023,increasing,decreasing,station_retrograde
Pluto,0.182847898,78619533,2476729.090086086653,decreasing,increasing,station_direct
NorthNode,232.507428448,78879431,2476732.098170559853,decreasing,increasing,station_direct
NorthNode,232.605452406,79291987,2476736.873116871342,increasing,decreasing,station_retrograde
Mercury,295.413214445,80003243,2476745.105251736939,increasing,decreasing,station_retrograde
NorthNode,231.828407224,80171515,2476747.052840650082,decreasing,increasing,station_direct
NorthNode,231.865985285,80425181,2476749.988793971948,increasing,decreasing,station_retrograde
Saturn,186.965771504,81441356,2476761.750082641840,increasing,decreasing,station_retrograde
NorthNode,230.599597290,81464546,2476762.018479266204,decreasing,increasing,station_direct
NorthNode,230.613009937,81642583,2476764.079095195979,increasing,decreasing,station_retrograde
Mercury,279.194953764,81745231,2476765.267152063549,decreasing,increasing,station_direct
NorthNode,229.272007506,82706436,2476776.392209647223,decreasing,increasing,station_direct
NorthNode,229.272531227,82762001,2476777.035323916934,increasing,decreasing,station_retrograde
NorthNode,227.501657419,83982244,2476791.158503223211,decreasing,increasing,station_direct
NorthNode,227.502360027,84047040,2476791.908460844308,increasing,decreasing,station_retrograde
NorthNode,226.238454873,85097078,2476804.061679589562,decreasing,increasing,station_direct
NorthNode,226.247608610,85246153,2476805.787083071657,increasing,decreasing,station_retrograde
NorthNode,224.888344646,86321960,2476818.238547588699,decreasing,increasing,station_direct
NorthNode,224.937507110,86617308,2476821.656931517646,increasing,decreasing,station_retrograde
Neptune,95.940497025,86644766,2476821.974727273919,decreasing,increasing,station_direct
Uranus,259.139544931,87244700,2476828.918413803913,increasing,decreasing,station_retrograde
NorthNode,224.276643260,87449304,2476831.286515678279,decreasing,increasing,station_direct
NorthNode,224.341707818,87790117,2476835.231107007712,increasing,decreasing,station_retrograde
NorthNode,223.795995075,88669171,2476845.405340209603,decreasing,increasing,station_direct
NorthNode,223.899963910,89172892,2476851.235447629355,increasing,decreasing,station_retrograde
Mercury,46.734614480,89767863,2476858.121684662998,increasing,decreasing,station_retrograde
NorthNode,223.754630455,89817296,2476858.693830832839,decreasing,increasing,station_direct
NorthNode,223.803193411,90341091,2476864.756266067736,increasing,decreasing,station_retrograde
NorthNode,223.786492021,90804789,2476870.123143234290,decreasing,increasing,station_direct
NorthNode,223.788673883,91025419,2476872.676728337072,increasing,decreasing,station_retrograde
NorthNode,223.719544778,91712865,2476880.633279871196,decreasing,increasing,station_direct
Mercury,36.989299731,91822697,2476881.904485628009,decreasing,increasing,station_direct
NorthNode,223.779209196,92189743,2476886.152702676132,increasing,decreasing,station_retrograde
NorthNode,223.554150638,92896439,2476894.332060962915,decreasing,increasing,station_direct
Saturn,180.151063011,93294367,2476898.937708273530,decreasing,increasing,station_direct
NorthNode,223.660330211,93379669,2476899.924994254485,increasing,decreasing,station_retrograde
NorthNode,223.093472729,94243170,2476909.919218793511,decreasing,increasing,station_direct
NorthNode,223.145119148,94551325,2476913.485826583579,increasing,decreasing,station_retrograde
NorthNode,222.351034814,95459741,2476923.999899130315,decreasing,increasing,station_direct
NorthNode,222.387711338,95729704,2476927.124472149648,increasing,decreasing,station_retrograde
Pluto,3.405562896,96016968,2476930.449292645790,increasing,decreasing,station_retrograde
NorthNode,221.213792423,96766850,2476939.128474939615,decreasing,increasing,station_direct
Jupiter,352.683678806,96771297,2476939.179950878024,increasing,decreasing,station_retrograde
NorthNode,221.219633057,96896776,2476940.632252248004,increasing,decreasing,station_retrograde
NorthNode,219.847478482,98027317,2476953.717214730568,decreasing,increasing,station_direct
NorthNode,219.847702263,98072913,2476954.244955131784,increasing,decreasing,station_retrograde
NorthNode,218.439149088,99231255,2476967.651689282618,decreasing,increasing,station_direct
NorthNode,218.439732633,99290192,2476968.333822952583,increasing,decreasing,station_retrograde
NorthNode,217.023695113,100412601,2476981.324667559937,decreasing,increasing,station_direct
Uranus,255.111133437,100475625,2476982.054121014662,decreasing,increasing,station_direct
Mercury,172.938667756,100520330,2476982.571531727910,increasing,decreasing,station_retrograde
NorthNode,217.037409035,100597729,2476983.467354810797,increasing,decreasing,station_retrograde
NorthNode,216.023345589,101572322,2476994.747365521267,decreasing,increasing,station_direct
NorthNode,216.055286568,101815966,2476997.567327267490,increasing,decreasing,station_retrograde
Mercury,159.069807887,102507342,2477005.569361902773,decreasing,increasing,station_direct
NorthNode,215.193482442,102758406,2477008.475190049037,decreasing,increasing,station_direct
NorthNode,215.284223282,103164942,2477013.180468014441,increasing,decreasing,station_retrograde
NorthNode,214.885178381,103929899,2477022.034135008231,decreasing,increasing,station_direct
NorthNode,214.960668721,104350370,2477026.900705855340,increasing,decreasing,station_retrograde
Neptune,100.985568952,104876383,2477032.988813607953,increasing,decreasing,station_retrograde
NorthNode,214.735914143,105111437,2477035.709344221279,decreasing,increasing,station_direct
Mars,78.068147719,105720682,2477042.760794297792,increasing,decreasing,station_retrograde
NorthNode,214.802787301,105727814,2477042.843342395499,increasing,decreasing,station_retrograde
NorthNode,214.793804168,106098109,2477047.129164278507,decreasing,increasing,station_direct
NorthNode,214.795648265,106302994,2477049.500515535474,increasing,decreasing,station_retrograde
NorthNode,214.747217495,106895801,2477056.361707760952,decreasing,increasing,station_direct
Jupiter,342.797282784,107025492,2477057.862758882344,decreasing,increasing,station_direct
NorthNode,214.837230232,107467422,2477062.977691765875,increasing,decreasing,station_retrograde
NorthNode,214.489864938,108280652,2477072.390075147152,decreasing,increasing,station_direct
NorthNode,214.568374594,108673846,2477076.940935418941,increasing,decreasing,station_retrograde
Venus,281.554512556,109374390,2477085.049076581374,increasing,decreasing,station_retrograde
NorthNode,214.061936906,109457349,2477086.009260971099,decreasing,increasing,station_direct
NorthNode,214.139350208,109817726,2477090.180283985101,increasing,decreasing,station_retrograde
Mercury,279.534950578,110148149,2477094.004621557891,increasing,decreasing,station_retrograde
Pluto,1.307657732,110268712,2477095.400030300952,decreasing,increasing,station_direct
NorthNode,212.989076174,110827630,2477101.868985555135,decreasing,increasing,station_direct
NorthNode,213.010706188,111030760,2477104.220030700788,increasing,decreasing,station_retrograde
Mercury,263.226486273,111862153,2477113.842635653913,decreasing,increasing,station_direct
NorthNode,211.839410714,112032038,2477115.808898823336,decreasing,increasing,station_direct
Mars,61.121975893,112035005,2477115.843233154155,decreasing,increasing,station_direct
NorthNode,211.844563325,112159363,2477117.282562839799,increasing,decreasing,station_retrograde
Venus,266.246428599,112907622,2477125.942976018414,decreasing,increasing,station_direct
NorthNode,210.110949295,113363525,2477131.219627637416,decreasing,increasing,station_direct
NorthNode,210.110951855,113372884,2477131.327951086685,increasing,decreasing,station_retrograde
Saturn,199.498219164,114060995,2477139.292190507054,increasing,decreasing,station_retrograde
NorthNode,208.676595811,114497967,2477144.349745900370,decreasing,increasing,station_direct
NorthNode,208.680639098,114615497,2477145.710040578619,increasing,decreasing,station_retrograde
NorthNode,207.259861838,115703119,2477158.298260375857,decreasing,increasing,station_direct
NorthNode,207.280292677,115902477,2477160.605647346936,increasing,decreasing,station_retrograde
NorthNode,206.311486735,116844851,2477171.512751677074,decreasing,increasing,station_direct
NorthNode,206.384439107,117198166,2477175.602047110908,increasing,decreasing,station_retrograde
NorthNode,205.764346496,118052498,2477185.490152160637,decreasing,increasing,station_direct
Neptune,98.171452929,118390187,2477189.398589045741,decreasing,increasing,station_direct
NorthNode,205.838772215,118434528,2477189.911792482249,increasing,decreasing,station_retrograde
Uranus,263.523461943,119183506,2477198.580518686213,increasing,decreasing,station_retrograde
NorthNode,205.522390160,119200813,2477198.780834654346,decreasing,increasing,station_direct
Mercury,28.312847215,119710013,2477204.674345843494,increasing,decreasing,station_retrograde
NorthNode,205.620890452,119773302,2477205.406858173199,increasing,decreasing,station_retrograde
NorthNode,205.548142826,120418121,2477212.870048354380,decreasing,increasing,station_direct
NorthNode,205.554754675,120751399,2477216.727424510755,increasing,decreasing,station_retrograde
NorthNode,205.552916075,120963971,2477219.187748037279,decreasing,increasing,station_direct
NorthNode,205.598215393,121558868,2477226.073128974065,increasing,decreasing,station_retrograde
Mercury,17.110152607,121750447,2477228.290483109653,decreasing,increasing,station_direct
NorthNode,205.403642903,122334726,2477235.052965763025,decreasing,increasing,station_direct
NorthNode,205.484359447,122789747,2477240.319413675927,increasing,decreasing,station_retrograde
NorthNode,205.166041072,123504960,2477248.597343840636,decreasing,increasing,station_direct
NorthNode,205.251786101,123910348,2477253.289342250675,increasing,decreasing,station_retrograde
NorthNode,204.387208534,124884622,2477264.565656739287,decreasing,increasing,station_direct
NorthNode,204.425688665,125152296,2477267.663736405782,increasing,decreasing,station_retrograde
Saturn,192.720272177,125987839,2477277.334369428456,decreasing,increasing,station_direct
NorthNode,203.595028706,126050808,2477278.063175755553,decreasing,increasing,station_direct
NorthNode,203.612823714,126252852,2477280.401650997810,increasing,decreasing,station_retrograde
NorthNode,202.062717096,127422917,2477293.944068172947,decreasing,increasing,station_direct
NorthNode,202.063918192,127499156,2477294.826469752938,increasing,decreasing,station_retrograde
Pluto,4.518097037,127669723,2477296.800622544251,increasing,decreasing,station_retrograde
NorthNode,200.865742190,128589911,2477307.450945816003,decreasing,increasing,station_direct
NorthNode,200.865755354,128607387,2477307.653219203465,increasing,decreasing,station_retrograde
NorthNode,199.228679863,129834704,2477321.858274309896,decreasing,increasing,station_direct
NorthNode,199.233065349,129953225,2477323.230039997026,increasing,decreasing,station_retrograde
Mercury,155.209822717,130533874,2477329.950511991978,increasing,decreasing,station_retrograde
NorthNode,198.185107526,130935285,2477334.596476708539,decreasing,increasing,station_direct
NorthNode,198.211607067,131170291,2477337.316453507170,increasing,decreasing,station_retrograde
Jupiter,29.619210027,131605811,2477342.357191123068,increasing,decreasing,station_retrograde
NorthNode,197.182788714,132174443,2477348.938589276746,decreasing,increasing,station_direct
Uranus,259.501905907,132430508,2477351.902294768952,decreasing,increasing,station_direct
NorthNode,197.233957482,132478312,2477352.455589971505,increasing,decreasing,station_retrograde
Mercury,142.486501298,132578760,2477353.618180692196,decreasing,increasing,station_direct
NorthNode,196.696703153,133290338,2477361.854037380777,decreasing,increasing,station_direct
NorthNode,196.796911615,133741006,2477367.070098333992,increasing,decreasing,station_retrograde
NorthNode,196.474814201,134528352,2477376.182901510037,decreasing,increasing,station_direct
NorthNode,196.543129890,135003724,2477381.684891893528,increasing,decreasing,station_retrograde
NorthNode,196.459312191,135651834,2477389.186165609397,decreasing,increasing,station_direct
NorthNode,196.471982040,136063566,2477393.951580382884,increasing,decreasing,station_retrograde
NorthNode,196.468942438,136312047,2477396.827516398393,decreasing,increasing,station_direct
Neptune,103.215532627,136628049,2477400.484952717088,increasing,decreasing,station_retrograde
NorthNode,196.516134357,136895187,2477403.576829019934,increasing,decreasing,station_retrograde
NorthNode,196.386753948,137532337,2477410.951248573139,decreasing,increasing,station_direct
NorthNode,196.477284334,138010189,2477416.481936601922,increasing,decreasing,station_retrograde
NorthNode,195.947743990,138887072,2477426.631051340140,decreasing,increasing,station_direct
NorthNode,196.027533892,139263392,2477430.986609559506,increasing,decreasing,station_retrograde
NorthNode,195.405886278,140072593,2477440.352361616679,decreasing,increasing,station_direct
Mercury,263.716731463,140285979,2477442.822107680142,increasing,decreasing,station_retrograde
NorthNode,195.452852693,140356628,2477443.639804184437,increasing,decreasing,station_retrograde
NorthNode,194.001479513,141454704,2477456.349012582563,decreasing,increasing,station_direct
NorthNode,194.013090159,141619270,2477458.253711945377,increasing,decreasing,station_retrograde
Jupiter,19.655653517,141765339,2477459.944324232638,decreasing,increasing,station_direct
Pluto,2.425193943,141923128,2477461.770587931387,decreasing,increasing,station_direct
Mercury,247.438465795,141993273,2477462.582450032234,decreasing,increasing,station_direct
NorthNode,192.853418502,142625593,2477469.900969506241,decreasing,increasing,station_direct
NorthNode,192.854267782,142692867,2477470.679601294920,increasing,decreasing,station_retrograde
NorthNode,190.869471930,143958003,2477485.322379031219,decreasing,increasing,station_direct
NorthNode,190.869962627,144013366,2477485.963158753701,increasing,decreasing,station_retrograde
NorthNode,189.682262484,145031968,2477497.752530493774,decreasing,increasing,station_direct
NorthNode,189.692746884,145191977,2477499.604491088539,increasing,decreasing,station_retrograde
NorthNode,188.223207841,146293483,2477512.353395871818,decreasing,increasing,station_direct
NorthNode,188.264184966,146559783,2477515.435579873621,increasing,decreasing,station_retrograde
Saturn,211.738619512,146658907,2477516.582842968404,increasing,decreasing,station_retrograde
NorthNode,187.595583274,147386716,2477525.006555650383,decreasing,increasing,station_direct
NorthNode,187.678262348,147766846,2477529.406212838367,increasing,decreasing,station_retrograde
NorthNode,187.131710307,148640383,2477539.516598897986,decreasing,increasing,station_direct
NorthNode,187.218438089,149095913,2477544.788935340941,increasing,decreasing,station_retrograde
Mercury,10.661409554,149720102,2477552.013339743018,increasing,decreasing,station_retrograde
NorthNode,187.065947727,149752718,2477552.390841978602,decreasing,increasing,station_direct
Neptune,100.403189009,150147207,2477556.956688859500,decreasing,increasing,station_direct
NorthNode,187.123446044,150346349,2477559.261567657813,increasing,decreasing,station_retrograde
NorthNode,187.116144626,150684499,2477563.175344250165,decreasing,increasing,station_direct
NorthNode,187.122471810,151000758,2477566.835752744228,increasing,decreasing,station_retrograde
Uranus,267.872684415,151116056,2477568.170215920545,increasing,decreasing,station_retrograde
NorthNode,187.056485800,151623607,2477574.044653680176,decreasing,increasing,station_direct
Mercury,357.931225880,151723728,2477575.203457631171,decreasing,increasing,station_direct
NorthNode,187.125272155,152116965,2477579.754816439003,increasing,decreasing,station_retrograde
NorthNode,186.802899589,152919314,2477589.041254918091,decreasing,increasing,station_direct
