body,celestialTimeDegrees,utOffsetSeconds,utJulianDay,sequenceBefore,sequenceAfter,userFacingStation
NorthNode,313.021253526,6993362985,2556760.843007232063,increasing,decreasing,station_retrograde
NorthNode,312.999061859,6993880954,2556766.838019002229,decreasing,increasing,station_direct
NorthNode,312.999114320,6993940840,2556767.531145253219,increasing,decreasing,station_retrograde
NorthNode,312.961781478,6994545018,2556774.523941924796,decreasing,increasing,station_direct
Neptune,220.214250617,6994591773,2556775.065094218589,increasing,decreasing,station_retrograde
NorthNode,313.051040130,6995141961,2556781.433004984632,increasing,decreasing,station_retrograde
NorthNode,312.769616718,6995905361,2556790.268654929474,decreasing,increasing,station_direct
NorthNode,312.846616574,6996302661,2556794.867038592696,increasing,decreasing,station_retrograde
NorthNode,312.316036835,6997119615,2556804.322518425994,decreasing,increasing,station_direct
NorthNode,312.398447317,6997496795,2556808.688026457094,increasing,decreasing,station_retrograde
Mercury,13.254239240,6997800794,2556812.206538602710,increasing,decreasing,station_retrograde
Uranus,104.491416899,6998106074,2556815.739864171483,decreasing,increasing,station_direct
NorthNode,311.470568713,6998438729,2556819.590039523318,decreasing,increasing,station_direct
NorthNode,311.495267124,6998655136,2556822.094749634154,increasing,decreasing,station_retrograde
NorthNode,310.252488789,6999696968,2556834.152990894392,decreasing,increasing,station_direct
Mercury,0.462173031,6999801957,2556835.368142932653,decreasing,increasing,station_direct
NorthNode,310.259766342,6999843404,2556835.847856479697,increasing,decreasing,station_retrograde
Jupiter,141.606183590,7000332411,2556841.507657475770,decreasing,increasing,station_direct
NorthNode,308.865161492,7000965854,2556848.839169072919,decreasing,increasing,station_direct
NorthNode,308.865220641,7000992996,2556849.153316886164,increasing,decreasing,station_retrograde
NorthNode,307.294630082,7002182970,2556862.926162304357,decreasing,increasing,station_direct
NorthNode,307.296298087,7002271861,2556863.954996511340,increasing,decreasing,station_retrograde
NorthNode,306.082119129,7003328183,2556876.180941028520,decreasing,increasing,station_direct
NorthNode,306.093846706,7003494195,2556878.102375791408,increasing,decreasing,station_retrograde
Pluto,330.654659678,7004144232,2556885.625952151604,increasing,decreasing,station_retrograde
NorthNode,304.932256408,7004525345,2556890.036986829713,decreasing,increasing,station_direct
NorthNode,304.984802793,7004837603,2556893.651088131592,increasing,decreasing,station_retrograde
NorthNode,304.364663886,7005679266,2556903.392558554187,decreasing,increasing,station_direct
Saturn,340.326036919,7005858504,2556905.467069312930,increasing,decreasing,station_retrograde
NorthNode,304.426778610,7006023838,2556907.380653142929,increasing,decreasing,station_retrograde
NorthNode,303.953464259,7006874611,2556917.227564273402,decreasing,increasing,station_direct
NorthNode,304.056593357,7007392762,2556923.224678358994,increasing,decreasing,station_retrograde
NorthNode,303.920854753,7008045319,2556930.777431557886,decreasing,increasing,station_direct
Neptune,217.440538021,7008349168,2556934.294199631549,decreasing,increasing,station_direct
NorthNode,303.963033578,7008560352,2556936.738454137929,increasing,decreasing,station_retrograde
Mercury,139.239519195,7008592167,2556937.106689535081,increasing,decreasing,station_retrograde
NorthNode,303.949946486,7008989545,2556941.705963918939,decreasing,increasing,station_direct
NorthNode,303.952707952,7009231378,2556944.504957759753,increasing,decreasing,station_retrograde
NorthNode,303.877121120,7009937607,2556952.678911007941,decreasing,increasing,station_direct
NorthNode,303.938323146,7010418449,2556958.244207078591,increasing,decreasing,station_retrograde
Mercury,127.946532758,7010676265,2556961.228186875582,decreasing,increasing,station_direct
NorthNode,303.724497919,7011107101,2556966.214723071083,decreasing,increasing,station_direct
NorthNode,303.828963615,7011583586,2556971.729587764479,increasing,decreasing,station_retrograde
NorthNode,303.204980060,7012474641,2556982.042731885798,decreasing,increasing,station_direct
NorthNode,303.257560731,7012782529,2556985.606251331046,increasing,decreasing,station_retrograde
NorthNode,302.492679143,7013666629,2556995.838890563697,decreasing,increasing,station_direct
NorthNode,302.528845819,7013931122,2556998.900141652673,increasing,decreasing,station_retrograde
NorthNode,301.187152651,7015006664,2557011.348544868641,decreasing,increasing,station_direct
NorthNode,301.192401523,7015130082,2557012.777004245669,increasing,decreasing,station_retrograde
NorthNode,299.850207782,7016237763,2557025.597385774367,decreasing,increasing,station_direct
NorthNode,299.850313131,7016272570,2557026.000234834850,increasing,decreasing,station_retrograde
Uranus,113.127133068,7017157089,2557036.237731561996,increasing,decreasing,station_retrograde
NorthNode,298.235665839,7017463848,2557039.788175289519,decreasing,increasing,station_direct
NorthNode,298.236888402,7017538060,2557040.647115528584,increasing,decreasing,station_retrograde
Saturn,333.616295209,7017927274,2557045.151909023523,decreasing,increasing,station_direct
Pluto,328.354634151,7018295762,2557049.416819219477,decreasing,increasing,station_direct
Mercury,250.584803604,7018496686,2557051.742325551808,increasing,decreasing,station_retrograde
NorthNode,296.883362975,7018612192,2557053.079202126712,decreasing,increasing,station_direct
NorthNode,296.903115234,7018819171,2557055.474788900465,increasing,decreasing,station_retrograde
NorthNode,295.806720050,7019803455,2557066.866967779584,decreasing,increasing,station_direct
NorthNode,295.848534752,7020070140,2557069.953594580293,increasing,decreasing,station_retrograde
Mercury,234.431239423,7020220495,2557071.693820126355,decreasing,increasing,station_direct
NorthNode,295.093396960,7020961412,2557080.269242287613,decreasing,increasing,station_direct
Venus,291.023731638,7021150254,2557082.454916881397,increasing,decreasing,station_retrograde
NorthNode,295.200214138,7021400399,2557085.350112569518,increasing,decreasing,station_retrograde
NorthNode,294.836540564,7022160973,2557094.153056111187,decreasing,increasing,station_direct
NorthNode,294.911986315,7022607656,2557099.322997988202,increasing,decreasing,station_retrograde
NorthNode,294.770486644,7023317563,2557107.539508781396,decreasing,increasing,station_direct
NorthNode,294.802068490,7023902068,2557114.304619142786,increasing,decreasing,station_retrograde
NorthNode,294.801977969,7023975794,2557115.157930300571,decreasing,increasing,station_direct
Jupiter,182.134190186,7024028577,2557115.768841974437,increasing,decreasing,station_retrograde
NorthNode,294.832883425,7024534465,2557121.624028257094,increasing,decreasing,station_retrograde
Venus,275.680522714,7024684703,2557123.362894440070,decreasing,increasing,station_direct
NorthNode,294.726740485,7025153248,2557128.785868381150,decreasing,increasing,station_direct
NorthNode,294.828788372,7025674716,2557134.821372758597,increasing,decreasing,station_retrograde
Neptune,222.391159795,7026336879,2557142.485296339728,increasing,decreasing,station_retrograde
NorthNode,294.335774441,7026539431,2557144.829650184140,decreasing,increasing,station_direct
NorthNode,294.410368698,7026904456,2557149.054481028579,increasing,decreasing,station_retrograde
NorthNode,293.810624889,7027708527,2557158.360854085535,decreasing,increasing,station_direct
Mercury,356.239738263,7027869190,2557160.220378927886,increasing,decreasing,station_retrograde
NorthNode,293.867822158,7028021927,2557161.988171206787,increasing,decreasing,station_retrograde
NorthNode,292.548043457,7029090175,2557174.352144848555,decreasing,increasing,station_direct
NorthNode,292.560802103,7029259313,2557176.309764356352,increasing,decreasing,station_retrograde
Mercury,342.140936631,7029813969,2557182.729393959045,decreasing,increasing,station_direct
Uranus,109.025326072,7030049041,2557185.450136954896,decreasing,increasing,station_direct
NorthNode,291.400242303,7030272599,2557188.037607253529,decreasing,increasing,station_direct
NorthNode,291.401991699,7030361204,2557189.063131147996,increasing,decreasing,station_retrograde
NorthNode,289.645100770,7031595894,2557203.353532101959,decreasing,increasing,station_direct
NorthNode,289.645215354,7031629893,2557203.747033831663,increasing,decreasing,station_retrograde
NorthNode,288.390292232,7032700653,2557216.140086849220,decreasing,increasing,station_direct
NorthNode,288.397122508,7032843406,2557217.792326031253,increasing,decreasing,station_retrograde
NorthNode,287.060309468,7033932763,2557230.400622216053,decreasing,increasing,station_direct
NorthNode,287.086200521,7034157322,2557232.999686288647,increasing,decreasing,station_retrograde
Jupiter,172.161792121,7034609953,2557238.238471366465,decreasing,increasing,station_direct
NorthNode,286.292314503,7035050630,2557243.338891366497,decreasing,increasing,station_direct
NorthNode,286.365059406,7035414442,2557247.549687429331,increasing,decreasing,station_retrograde
Pluto,332.068891171,7035815135,2557252.187338513322,increasing,decreasing,station_retrograde
NorthNode,285.794251244,7036281090,2557257.580331986770,decreasing,increasing,station_direct
NorthNode,285.867519675,7036680081,2557262.198285725899,increasing,decreasing,station_retrograde
NorthNode,285.615210049,7037408890,2557270.633572458290,decreasing,increasing,station_direct
NorthNode,285.703194632,7037982653,2557277.274350261316,increasing,decreasing,station_retrograde
Saturn,352.495678121,7038520722,2557283.501995846629,increasing,decreasing,station_retrograde
Mercury,119.917424744,7038532176,2557283.634569086134,increasing,decreasing,station_retrograde
NorthNode,285.640821222,7038641107,2557284.895341099240,decreasing,increasing,station_direct
NorthNode,285.643768363,7038892929,2557287.809944800101,increasing,decreasing,station_retrograde
NorthNode,285.638701090,7039202381,2557291.391576284543,decreasing,increasing,station_direct
NorthNode,285.683819738,7039769407,2557297.954371644184,increasing,decreasing,station_retrograde
Neptune,219.618473731,7040095412,2557301.727578626014,decreasing,increasing,station_direct
NorthNode,285.486972328,7040545182,2557306.933244058862,decreasing,increasing,station_direct
Mercury,110.003052653,7040625085,2557307.858057595789,decreasing,increasing,station_direct
NorthNode,285.571709380,7041013477,2557312.353333356790,increasing,decreasing,station_retrograde
NorthNode,285.252958487,7041730912,2557320.656977216713,decreasing,increasing,station_direct
NorthNode,285.332315815,7042120841,2557325.170047077350,increasing,decreasing,station_retrograde
NorthNode,284.444415652,7043101402,2557336.519127358682,decreasing,increasing,station_direct
NorthNode,284.485165576,7043376059,2557339.698025535792,increasing,decreasing,station_retrograde
NorthNode,283.655766332,7044269561,2557350.039489598945,decreasing,increasing,station_direct
NorthNode,283.672143104,7044462305,2557352.270322457887,increasing,decreasing,station_retrograde
NorthNode,282.006800694,7045650454,2557366.022045319900,decreasing,increasing,station_direct
NorthNode,282.007898047,7045724231,2557366.875940620899,increasing,decreasing,station_retrograde
Mars,55.507454992,7046590088,2557376.897442466579,increasing,decreasing,station_retrograde
NorthNode,280.808970525,7046797335,2557379.296126753092,decreasing,increasing,station_direct
NorthNode,280.809021143,7046824058,2557379.605427335948,increasing,decreasing,station_retrograde
NorthNode,279.015020896,7048059184,2557393.900866736658,decreasing,increasing,station_direct
NorthNode,279.021562258,7048194046,2557395.461765947752,increasing,decreasing,station_retrograde
Mercury,234.704608090,7048607639,2557400.248717911541,increasing,decreasing,station_retrograde
Uranus,117.698450090,7049117339,2557406.148024252616,increasing,decreasing,station_retrograde
NorthNode,278.005791310,7049143475,2557406.450532246381,decreasing,increasing,station_direct
NorthNode,278.037948400,7049389698,2557409.300333664753,increasing,decreasing,station_retrograde
Pluto,329.777906864,7049987408,2557416.218273486011,decreasing,increasing,station_direct
Mercury,218.765060309,7050368002,2557420.623300723732,decreasing,increasing,station_direct
NorthNode,276.951496788,7050397992,2557420.970402899198,decreasing,increasing,station_direct
Saturn,345.751700532,7050522793,2557422.414855882525,decreasing,increasing,station_direct
NorthNode,277.016530524,7050730863,2557424.823080455884,increasing,decreasing,station_retrograde
NorthNode,276.547062014,7051502331,2557433.752101417631,decreasing,increasing,station_direct
NorthNode,276.651988166,7051968003,2557439.141825390980,increasing,decreasing,station_retrograde
Mars,40.643268665,7052528275,2557445.626449924894,decreasing,increasing,station_direct
NorthNode,276.368902074,7052750941,2557448.203607920557,decreasing,increasing,station_direct
NorthNode,276.431694810,7053264598,2557454.148713359609,increasing,decreasing,station_retrograde
NorthNode,276.397011474,7053853512,2557460.964849052951,decreasing,increasing,station_direct
NorthNode,276.397063495,7053913220,2557461.655911783688,increasing,decreasing,station_retrograde
NorthNode,276.355325797,7054551495,2557469.043356561102,decreasing,increasing,station_direct
NorthNode,276.435426663,7055117657,2557475.596157347783,increasing,decreasing,station_retrograde
NorthNode,276.219434507,7055798331,2557483.474327267148,decreasing,increasing,station_direct
NorthNode,276.308816235,7056228658,2557488.454956537113,increasing,decreasing,station_retrograde
NorthNode,275.640229109,7057133520,2557498.927899608389,decreasing,increasing,station_direct
NorthNode,275.712370867,7057482291,2557502.964597524144,increasing,decreasing,station_retrograde
Mercury,339.658294823,7057975866,2557508.677280232310,increasing,decreasing,station_retrograde
Neptune,224.569015509,7058078013,2557509.859535223804,increasing,decreasing,station_retrograde
Jupiter,212.059159301,7058170040,2557510.924659870565,increasing,decreasing,station_retrograde
NorthNode,274.946313790,7058336461,2557512.850831536576,decreasing,increasing,station_direct
NorthNode,274.977017568,7058573341,2557515.592492308468,increasing,decreasing,station_retrograde
NorthNode,273.424299259,7059706490,2557528.707646126859,decreasing,increasing,station_direct
NorthNode,273.429738743,7059834369,2557530.187728133053,increasing,decreasing,station_retrograde
Mercury,324.579323171,7059856694,2557530.446117408574,decreasing,increasing,station_direct
NorthNode,272.222564175,7060880084,2557542.290910257958,decreasing,increasing,station_direct
NorthNode,272.222637284,7060909621,2557542.632772848010,increasing,decreasing,station_retrograde
Uranus,113.587371419,7062003606,2557555.294639752246,decreasing,increasing,station_direct
NorthNode,270.345375521,7062172121,2557557.245038096793,decreasing,increasing,station_direct
NorthNode,270.347605248,7062266731,2557558.340066228993,increasing,decreasing,station_retrograde
NorthNode,269.272457874,7063249045,2557569.709443281405,decreasing,increasing,station_direct
NorthNode,269.287752443,7063433996,2557571.850077955984,increasing,decreasing,station_retrograde
NorthNode,268.005033666,7064509899,2557584.302654611878,decreasing,increasing,station_direct
NorthNode,268.055599436,7064810911,2557587.786590202712,increasing,decreasing,station_retrograde
NorthNode,267.504046015,7065605666,2557596.985146766528,decreasing,increasing,station_direct
NorthNode,267.582409933,7065992517,2557601.462593219243,increasing,decreasing,station_retrograde
NorthNode,267.123588103,7066857258,2557611.471161360852,decreasing,increasing,station_direct
NorthNode,267.207691087,7067342551,2557617.087983257137,increasing,decreasing,station_retrograde
Pluto,333.469009493,7067492577,2557618.824395812117,increasing,decreasing,station_retrograde
NorthNode,267.094971724,7067971999,2557624.373258585110,decreasing,increasing,station_direct
Mercury,100.003641884,7068428054,2557629.651675015688,increasing,decreasing,station_retrograde
NorthNode,267.136346448,7068556479,2557631.138079442084,increasing,decreasing,station_retrograde
NorthNode,267.134513945,7068770787,2557633.618495909497,decreasing,increasing,station_direct
Jupiter,202.142554550,7068827220,2557634.271652817726,decreasing,increasing,station_direct
NorthNode,267.148883579,7069217233,2557638.785691001453,increasing,decreasing,station_retrograde
NorthNode,267.067473110,7069865700,2557646.291096309200,decreasing,increasing,station_direct
NorthNode,267.132937965,7070339257,2557651.772079202347,increasing,decreasing,station_retrograde
Mercury,91.128387569,7070506268,2557653.705076754093,decreasing,increasing,station_direct
NorthNode,266.824941959,7071122662,2557660.839262056164,decreasing,increasing,station_direct
Saturn,4.960193800,7071205155,2557661.794042989612,increasing,decreasing,station_retrograde
Venus,144.419935207,7071362309,2557663.612955668941,increasing,decreasing,station_retrograde
NorthNode,266.923066552,7071576980,2557666.097580789588,increasing,decreasing,station_retrograde
Neptune,221.796987287,7071842969,2557669.176149000414,decreasing,increasing,station_direct
NorthNode,266.409064069,7072386833,2557675.470879120752,decreasing,increasing,station_direct
NorthNode,266.460361817,7072693032,2557679.014844625257,increasing,decreasing,station_retrograde
NorthNode,265.450190540,7073690767,2557690.562704458833,decreasing,increasing,station_direct
NorthNode,265.478557624,7073932242,2557693.357549041510,increasing,decreasing,station_retrograde
NorthNode,264.440159783,7074911147,2557704.687477574684,decreasing,increasing,station_direct
NorthNode,264.444985166,7075033081,2557706.098749136552,increasing,decreasing,station_retrograde
Venus,127.963852571,7075082600,2557706.671887552366,decreasing,increasing,station_direct
NorthNode,262.767119407,7076255607,2557720.248355049640,decreasing,increasing,station_direct
NorthNode,262.767149345,7076278416,2557720.512340356596,increasing,decreasing,station_retrograde
NorthNode,261.537860448,7077367488,2557733.117346287705,decreasing,increasing,station_direct
NorthNode,261.539162625,7077444873,2557734.013003930449,increasing,decreasing,station_retrograde
NorthNode,259.908177938,7078614145,2557747.546248218045,decreasing,increasing,station_direct
Mercury,218.652689136,7078701322,2557748.555238999426,increasing,decreasing,station_retrograde
NorthNode,259.927632768,7078819461,2557749.922591285780,increasing,decreasing,station_retrograde
NorthNode,259.072041221,7079714462,2557760.281392535195,decreasing,increasing,station_direct
NorthNode,259.115138959,7079989369,2557763.463188325986,increasing,decreasing,station_retrograde
Mercury,203.048669474,7080515436,2557769.551927901804,decreasing,increasing,station_direct
NorthNode,258.225848669,7080956276,2557774.654243949801,decreasing,increasing,station_direct
Uranus,122.296199217,7081071336,2557775.985958925448,increasing,decreasing,station_retrograde
NorthNode,258.320633442,7081373582,2557779.484175439924,increasing,decreasing,station_retrograde
Pluto,331.187185504,7081671614,2557782.933618775569,decreasing,increasing,station_direct
NorthNode,258.014518690,7082078664,2557787.644844566472,decreasing,increasing,station_direct
NorthNode,258.098267530,7082548115,2557793.078303901479,increasing,decreasing,station_retrograde
Saturn,358.179483063,7083143112,2557799.964841201901,decreasing,increasing,station_direct
NorthNode,257.933531201,7083307647,2557801.869183658622,decreasing,increasing,station_direct
NorthNode,257.962736167,7083901417,2557808.741522067226,increasing,decreasing,station_retrograde
NorthNode,257.962736117,7083907444,2557808.811282867566,decreasing,increasing,station_direct
NorthNode,257.986361028,7084453542,2557815.131858127192,increasing,decreasing,station_retrograde
NorthNode,257.869924252,7085119735,2557822.842427170835,decreasing,increasing,station_direct
NorthNode,257.982717142,7085667238,2557829.179266936146,increasing,decreasing,station_retrograde
NorthNode,257.573706327,7086458393,2557838.336148754694,decreasing,increasing,station_direct
NorthNode,257.646046903,7086817985,2557842.498099704273,increasing,decreasing,station_retrograde
NorthNode,256.911538807,7087701400,2557852.722810845822,decreasing,increasing,station_direct
NorthNode,256.972111733,7088021847,2557856.431685050949,increasing,decreasing,station_retrograde
Mercury,323.388799206,7088106259,2557857.408676691353,increasing,decreasing,station_retrograde
NorthNode,255.879206625,7088993224,2557867.674478138797,decreasing,increasing,station_direct
NorthNode,255.892980259,7089164782,2557869.660094872117,increasing,decreasing,station_retrograde
Neptune,226.746777709,7089825442,2557877.306628185324,increasing,decreasing,station_retrograde
Mercury,307.660552380,7089925005,2557878.458983466029,decreasing,increasing,station_direct
NorthNode,254.401467670,7090285306,2557882.629129610024,decreasing,increasing,station_direct
NorthNode,254.402846339,7090367007,2557883.574737009592,increasing,decreasing,station_retrograde
NorthNode,252.959171880,7091497125,2557896.654808107764,decreasing,increasing,station_direct
NorthNode,252.959266220,7091528511,2557897.018074529245,increasing,decreasing,station_retrograde
Jupiter,242.282607929,7092396964,2557907.069611832500,increasing,decreasing,station_retrograde
NorthNode,251.333501657,7092705310,2557910.638429092243,decreasing,increasing,station_direct
NorthNode,251.342943406,7092864424,2557912.480027927086,increasing,decreasing,station_retrograde
NorthNode,250.274865751,7093838461,2557923.753606909886,decreasing,increasing,station_direct
Uranus,118.176005607,7093952506,2557925.073571125977,decreasing,increasing,station_direct
NorthNode,250.301638940,7094062862,2557926.350845052861,increasing,decreasing,station_retrograde
NorthNode,249.306670515,7095048503,2557937.758720100857,decreasing,increasing,station_direct
NorthNode,249.388330391,7095430393,2557942.178746567108,increasing,decreasing,station_retrograde
NorthNode,248.954535283,7096196440,2557951.045032527298,decreasing,increasing,station_direct
NorthNode,249.030020616,7096602317,2557955.742684858851,increasing,decreasing,station_retrograde
NorthNode,248.746378605,7097399443,2557964.968673607334,decreasing,increasing,station_direct
NorthNode,248.824415813,7097982302,2557971.714735749178,increasing,decreasing,station_retrograde
Mercury,79.949512958,7098287371,2557975.245621480048,increasing,decreasing,station_retrograde
NorthNode,248.790130897,7098560803,2557978.410342357121,decreasing,increasing,station_direct
NorthNode,248.790514613,7098683415,2557979.829463188536,increasing,decreasing,station_retrograde
NorthNode,248.775506623,7099147236,2557985.197762617841,decreasing,increasing,station_direct
Pluto,334.855509296,7099166216,2557985.417437986471,increasing,decreasing,station_retrograde
NorthNode,248.842820348,7099755901,2557992.242491750047,increasing,decreasing,station_retrograde
Mercury,71.391740732,7100351261,2557999.133232675493,decreasing,increasing,station_direct
NorthNode,248.621729998,7100520286,2558001.089544112794,decreasing,increasing,station_direct
NorthNode,248.693699084,7100937768,2558005.921518193558,increasing,decreasing,station_retrograde
NorthNode,248.308072156,7101701468,2558014.760627449490,decreasing,increasing,station_direct
NorthNode,248.395521496,7102108581,2558019.472594750114,increasing,decreasing,station_retrograde
NorthNode,247.572375929,7103049829,2558030.366658583283,decreasing,increasing,station_direct
Jupiter,232.410955074,7103064412,2558030.535442970693,decreasing,increasing,station_direct
NorthNode,247.604083743,7103295073,2558033.205136728473,increasing,decreasing,station_retrograde
Neptune,223.974832821,7103593577,2558036.660047969781,decreasing,increasing,station_direct
Saturn,17.742464485,7103920154,2558040.439872890711,increasing,decreasing,station_retrograde
NorthNode,246.614075257,7104263841,2558044.417727105319,decreasing,increasing,station_direct
NorthNode,246.628823802,7104454683,2558046.626551791094,increasing,decreasing,station_retrograde
NorthNode,245.236470604,7105574136,2558059.583176983520,decreasing,increasing,station_direct
NorthNode,245.237171775,7105636735,2558060.307703222148,increasing,decreasing,station_retrograde
NorthNode,243.809005573,7106794038,2558073.702410020865,decreasing,increasing,station_direct
NorthNode,243.809165963,7106834615,2558074.172056368552,increasing,decreasing,station_retrograde
NorthNode,242.408040250,7107970592,2558087.319935604930,decreasing,increasing,station_direct
NorthNode,242.413935711,7108099720,2558088.814472656697,increasing,decreasing,station_retrograde
Mercury,202.309412458,7108774826,2558096.628200888634,increasing,decreasing,station_retrograde
NorthNode,241.187111089,7109137127,2558100.821504948661,decreasing,increasing,station_direct
NorthNode,241.225225276,7109406901,2558103.943883598782,increasing,decreasing,station_retrograde
NorthNode,240.403879786,7110315749,2558114.462963133119,decreasing,increasing,station_direct
NorthNode,240.459601159,7110628472,2558118.082435621880,increasing,decreasing,station_retrograde
Mercury,187.213117549,7110655266,2558118.392559356987,decreasing,increasing,station_direct
NorthNode,239.874562818,7111487206,2558128.021484064870,decreasing,increasing,station_direct
NorthNode,239.988280730,7111978604,2558133.708963023499,increasing,decreasing,station_retrograde
NorthNode,239.770853121,7112678559,2558141.810301322490,decreasing,increasing,station_direct
Uranus,126.919193265,7113034797,2558145.933427452110,increasing,decreasing,station_retrograde
NorthNode,239.829794130,7113166400,2558147.456609141082,increasing,decreasing,station_retrograde
Pluto,332.582807823,7113356899,2558149.661459377967,decreasing,increasing,station_direct
Mars,105.555583262,7113557232,2558151.980124483816,increasing,decreasing,station_retrograde
NorthNode,239.779021823,7113835539,2558155.201271755621,decreasing,increasing,station_direct
NorthNode,239.779090757,7113901541,2558155.965181847103,increasing,decreasing,station_retrograde
NorthNode,239.737065590,7114543795,2558163.398680337705,decreasing,increasing,station_direct
NorthNode,239.798292978,7115053371,2558169.296545997262,increasing,decreasing,station_retrograde
NorthNode,239.608310873,7115715443,2558176.959421018139,decreasing,increasing,station_direct
Saturn,10.924678138,7115786152,2558177.777807936072,decreasing,increasing,station_direct
NorthNode,239.718689392,7116197972,2558182.544244464487,increasing,decreasing,station_retrograde
NorthNode,239.048389875,7117101846,2558193.005748545751,decreasing,increasing,station_direct
NorthNode,239.109080563,7117421318,2558196.703343913890,increasing,decreasing,station_retrograde
Mercury,307.325408834,7118248824,2558206.280951946974,increasing,decreasing,station_retrograde
NorthNode,238.347767014,7118278992,2558206.630119164474,decreasing,increasing,station_direct
NorthNode,238.386640410,7118543500,2558209.691564385779,increasing,decreasing,station_retrograde
NorthNode,236.871618429,7119649690,2558222.494685588405,decreasing,increasing,station_direct
NorthNode,236.876800759,7119771059,2558223.899420963600,increasing,decreasing,station_retrograde
Mercury,291.221809453,7120014357,2558226.715365685523,decreasing,increasing,station_direct
Mars,87.276645790,7120142500,2558228.198499106802,decreasing,increasing,station_direct
NorthNode,235.562045005,7120853005,2558236.421940969303,decreasing,increasing,station_direct
NorthNode,235.562114640,7120882842,2558236.767277210020,increasing,decreasing,station_retrograde
Neptune,228.923933926,7121570530,2558244.726626821794,increasing,decreasing,station_retrograde
NorthNode,233.794406645,7122104961,2558250.912174863741,decreasing,increasing,station_direct
Venus,5.991726932,7122151881,2558251.455226400867,increasing,decreasing,station_retrograde
NorthNode,233.796172272,7122189072,2558251.885684914887,increasing,decreasing,station_retrograde
NorthNode,232.550459560,7123223240,2558263.855215126649,decreasing,increasing,station_direct
NorthNode,232.571453246,7123434684,2558266.302490159869,increasing,decreasing,station_retrograde
NorthNode,231.436296754,7124443547,2558277.979138125665,decreasing,increasing,station_direct
NorthNode,231.480466959,7124720410,2558281.183568960056,increasing,decreasing,station_retrograde
NorthNode,230.824156910,7125575566,2558291.081210304983,decreasing,increasing,station_direct
Venus,349.870932722,7125766777,2558293.294303895906,decreasing,increasing,station_direct
Uranus,122.790845681,7125914729,2558295.006714682095,decreasing,increasing,station_direct
NorthNode,230.924973814,7126012814,2558296.141957545653,increasing,decreasing,station_retrograde
Jupiter,273.647501464,7126770372,2558304.909983247519,increasing,decreasing,station_retrograde
NorthNode,230.558803617,7126798275,2558305.232931653038,decreasing,increasing,station_direct
NorthNode,230.630613445,7127248572,2558310.444710566662,increasing,decreasing,station_retrograde
NorthNode,230.504771900,7127934212,2558318.380357299000,decreasing,increasing,station_direct
Mercury,60.308433319,7128147446,2558320.848345793784,increasing,decreasing,station_retrograde
NorthNode,230.564391797,7129167239,2558332.651496480219,increasing,decreasing,station_retrograde
NorthNode,230.480770189,7129776877,2558339.707497900352,decreasing,increasing,station_direct
Mercury,51.180069581,7130206922,2558344.684867933393,decreasing,increasing,station_direct
NorthNode,230.565026946,7130292074,2558345.670421587303,increasing,decreasing,station_retrograde
Pluto,336.228925923,7130851763,2558352.148306514136,increasing,decreasing,station_retrograde
NorthNode,230.164215248,7131141890,2558355.506263723597,decreasing,increasing,station_direct
NorthNode,230.241037246,7131535152,2558360.057906066999,increasing,decreasing,station_retrograde
NorthNode,229.753757133,7132311951,2558369.048628523946,decreasing,increasing,station_direct
NorthNode,229.812473240,7132640112,2558372.846787311137,increasing,decreasing,station_retrograde
NorthNode,228.664041439,7133690525,2558385.004346067086,decreasing,increasing,station_direct
NorthNode,228.682981581,7133892643,2558387.343673791736,increasing,decreasing,station_retrograde
NorthNode,227.695136393,7134855943,2558398.492978430353,decreasing,increasing,station_direct
NorthNode,227.699666026,7134979680,2558399.925126120448,increasing,decreasing,station_retrograde
Neptune,226.151533060,7135343314,2558404.133846838959,decreasing,increasing,station_direct
NorthNode,225.985181143,7136226266,2558414.353197203018,decreasing,increasing,station_direct
NorthNode,225.985185977,7136238327,2558414.492800913751,increasing,decreasing,station_retrograde
Saturn,30.850089757,7136665885,2558419.441385895014,increasing,decreasing,station_retrograde
NorthNode,224.796567760,7137318064,2558426.989749202505,decreasing,increasing,station_direct
Jupiter,263.803276452,7137370502,2558427.596669644117,decreasing,increasing,station_direct
NorthNode,224.798595527,7137411884,2558428.075634716079,increasing,decreasing,station_retrograde
NorthNode,223.271458083,7138570102,2558441.480935823172,decreasing,increasing,station_direct
NorthNode,223.288388204,7138761896,2558443.700768979266,increasing,decreasing,station_retrograde
Mercury,185.546140469,7138826256,2558444.445685058832,increasing,decreasing,station_retrograde
NorthNode,222.426656427,7139666824,2558454.174472152255,decreasing,increasing,station_direct
NorthNode,222.480352157,7139977912,2558457.775027032942,increasing,decreasing,station_retrograde
Mercury,171.185118697,7140778124,2558467.036748223007,decreasing,increasing,station_direct
NorthNode,221.700569265,7140913423,2558468.602709800936,decreasing,increasing,station_direct
NorthNode,221.775014033,7141289813,2558472.959071730264,increasing,decreasing,station_retrograde
NorthNode,221.443152474,7142026798,2558481.488986880518,decreasing,increasing,station_direct
NorthNode,221.544850440,7142552583,2558487.574468391947,increasing,decreasing,station_retrograde
NorthNode,221.406577191,7143271277,2558495.892682882026,decreasing,increasing,station_direct
NorthNode,221.432756802,7143835279,2558502.420486839488,increasing,decreasing,station_retrograde
NorthNode,221.432755540,7143853576,2558502.632250688039,decreasing,increasing,station_direct
